VARID,DOCULECT,GLOSS,VALUE_ORG,SINGULAR,PLURAL,FORM,CONCEPT,POS,BEFORE_PARSE,PARSED
2.0,JamsayDouentza,"money, currency, cash","bú:dù, ká:lísì, ká:lísù",ká:lísì,,,,noun,ká:lísì,káálí-sì
0.0,JamsayMondoro,"money, currency, cash",cɛ̌:rù,cɛ̌:rù,,,MONEY,noun,cɛ̌:rù,cɛ̌ɛ̌rù
0.0,Mombo,"money, currency, cash",bú:rù,bú:rù,,,MONEY,noun,bú:rù,búbú-rù
0.0,BonduSoNajamba,"money, currency, cash","kèlû:\\kělê, m̀bú:dù\\m̀bú:dì",kèlû:,kělê,,MONEY,noun,kèlû:,kèlû-lû
1.0,BonduSoNajamba,"money, currency, cash","kèlû:\\kělê, m̀bú:dù\\m̀bú:dì",m̀bú:dù,m̀bú:dì,,,noun,m̀bú:dù,m̀bú-búdù
0.0,Nanga,"money, currency, cash","kɛ̌:rɛ̂, bú:dù, bú:dì",kɛ̌:rɛ̂,,,MONEY,noun,kɛ̌:rɛ̂,kɛ̌ɛ̌rɛ̂
1.0,Nanga,"money, currency, cash","kɛ̌:rɛ̂, bú:dù, bú:dì",bú:dù,,,,noun,bú:dù,búbú-dù
2.0,Nanga,"money, currency, cash","kɛ̌:rɛ̂, bú:dù, bú:dì",bú:dì,,,,noun,bú:dì,búbú-dì
0.0,Penange,"money, currency, cash",wálé,wálé,,,MONEY,noun,wálé,wálé
0.0,PergeTegu,"money, currency, cash","bú:dù, kɛ̌:rù",bú:dù,,,MONEY,noun,bú:dù,búbú-dù
1.0,PergeTegu,"money, currency, cash","bú:dù, kɛ̌:rù",kɛ̌:rù,,,,noun,kɛ̌:rù,kɛ̌ɛ̌rù
0.0,TebulUre,"money, currency, cash","bú:dù, kɔ́rⁿɔ́",bú:dù,,,MONEY,noun,bú:dù,búbú-dù
1.0,TebulUre,"money, currency, cash","bú:dù, kɔ́rⁿɔ́",kɔ́rⁿɔ́,,,,noun,kɔ́rⁿɔ́,kɔ́rⁿɔ́
0.0,Tiranige,"money, currency, cash","cɛ́lɛ́ŋgɛ́, kɛ́lɛ́-ŋgé",cɛ́lɛ́ŋgɛ́,,,MONEY,noun,cɛ́lɛ́ŋgɛ́,cɛ́lɛ́-ŋgɛ́
1.0,Tiranige,"money, currency, cash","cɛ́lɛ́ŋgɛ́, kɛ́lɛ́-ŋgé",kɛ́lɛ́-ŋgé,,,,noun,kɛ́lɛ́-ŋgé,kɛ́lɛ́-ŋgé
0.0,TogoKan,"money, currency, cash",bú:dú,bú:dú,,,MONEY,noun,bú:dú,búbú-dú
0.0,TommoSoTongoTongo,"money, currency, cash","búùdù, kɛ̀ɛ̀lɛ́",búù-dù,,,MONEY,noun,búù-dù,búùdù
1.0,TommoSoTongoTongo,"money, currency, cash","búùdù, kɛ̀ɛ̀lɛ́",kɛ̀ɛ̀lɛ́,,,,noun,kɛ̀ɛ̀lɛ́,kɛ̀ɛ̀lɛ́
0.0,ToroTegu,"money, currency, cash","cárdì, cɛ̀rú, mú:dù",cárdì,,,MONEY,noun,cárdì,cár-dì
1.0,ToroTegu,"money, currency, cash","cárdì, cɛ̀rú, mú:dù",cɛ̀rú,,,,noun,cɛ̀rú,cɛ̀rú
2.0,ToroTegu,"money, currency, cash","cárdì, cɛ̀rú, mú:dù",mú:dù,,,,noun,mú:dù,múmú-dù
0.0,YandaDom,"money, currency, cash","bú:dù, cèlè",bú:dù,,,MONEY,noun,bú:dù,búbú-dù
1.0,YandaDom,"money, currency, cash","bú:dù, cèlè",cèlè,,,,noun,cèlè,cèlè
0.0,YornoSo,"money, currency, cash","bú:dù, kɛ̌:lɛ̀",bú:dù,,,MONEY,noun,bú:dù,búbú-dù
1.0,YornoSo,"money, currency, cash","bú:dù, kɛ̌:lɛ̀",kɛ̌:lɛ̀,,,,noun,kɛ̌:lɛ̀,kɛ̌ɛ̌lɛ̀
0.0,BankanTey,poverty,dɔ̀:-bǎ:,dɔ̀:-bǎ:,,,POOR,adjective,dɔ̀:-bǎ:,dɔ̀ɔ̀bà-á
0.0,BenTey,poverty,dɔ̀:-bǎ:,dɔ̀:-bǎ:,,,POOR,adjective,dɔ̀:-bǎ:,dɔ̀ɔ̀bà-á
0.0,Bunoge,poverty,tàlàgá-n-kǎlmà,tàlàgá-n-kǎlmà,,,POOR,adjective,tàlàgá-n-kǎlmà,tàlàgánkǎlm-à
0.0,DogulDomBendiely,poverty,dɛ̀ɛ́g,dɛ̀ɛ́g,,,POOR,adjective,dɛ̀ɛ́g,dɛ̀ɛ́g
0.0,DonnoSo,poverty,dɛ̌w,dɛ̌w,,,POOR,adjective,dɛ̌w,dɛ̌w
0.0,JamsayDouentza,poverty,dɔ̀ɣɔ̀-bàɣá,dɔ̀ɣɔ̀-bàɣá,,,POOR,adjective,dɔ̀ɣɔ̀-bàɣá,dɔ̀ɣɔ̀bàɣ-á
0.0,Mombo,poverty,"mìskìnà:ⁿ kálúmá, tàlàgà nkálúmá",mìskìnà:ⁿ kálúmá,,,POOR,adjective,mìskìnà:ⁿ kálúmá,mìskìnààⁿkálúm-á
1.0,Mombo,poverty,"mìskìnà:ⁿ kálúmá, tàlàgà nkálúmá",tàlàgà nkálúmá,,,,adjective,tàlàgà nkálúmá,tàlàgànkálúm-á
0.0,Nanga,poverty,"dɔ̀gɔ̀-bàgá, dɔ̀gɔ́",dɔ̀gɔ̀-bàgá,,,POOR,adjective,dɔ̀gɔ̀-bàgá,dɔ̀gɔ̀bàg-á
1.0,Nanga,poverty,"dɔ̀gɔ̀-bàgá, dɔ̀gɔ́",dɔ̀gɔ́,,,,adjective,dɔ̀gɔ́,dɔ̀g-ɔ́
0.0,Penange,poverty,tàlàgà-n-kálmá,tàlàgà-n-kálmá,,,POOR,adjective,tàlàgà-n-kálmá,tàlàgànkálm-á
0.0,PergeTegu,poverty,dɔ̀gɔ̀-bàgá,dɔ̀gɔ̀-bàgá,,,POOR,adjective,dɔ̀gɔ̀-bàgá,dɔ̀gɔ̀bàg-á
0.0,TebulUre,poverty,dɛ̀ggɔ́,dɛ̀ggɔ́,,,POOR,adjective,dɛ̀ggɔ́,dɛ̀gg-ɔ́
0.0,Tiranige,poverty,tàlàgà-kánú,tàlàgà-kánú,,,POOR,adjective,tàlàgà-kánú,tàlàgàkán-ú
0.0,TogoKan,poverty,dɔ̀gɔ̀-bágá,dɔ̀gɔ̀-bágá,,,POOR,adjective,dɔ̀gɔ̀-bágá,dɔ̀gɔ̀bág-á
0.0,TommoSoTongoTongo,poverty,dɛ̀gú,dɛ̀gú,,,POOR,adjective,dɛ̀gú,dɛ̀g-ú
0.0,ToroTegu,poverty,tálká:kù,tálká:kù,,,POOR,adjective,tálká:kù,tálkáák-ù
0.0,YandaDom,poverty,dɛ̀gù,dɛ̀gù,,,POOR,adjective,dɛ̀gù,dɛ̀g-ù
0.0,YornoSo,poverty,dɛ̀gú,dɛ̀gú,,,POOR,adjective,dɛ̀gú,dɛ̀g-ú
0.0,BankanTey,"rich person, wealthy person",dày-gú-m\\-gú,dày-gú-m,dày-gú-m-gú,,RICH,adjective,dày-gú-m,dàygúm
0.0,BenTey,"rich person, wealthy person","ɔ̀:-yí-m\\ɔ̀:-[yì-tɛ᷈:], dày-gúm\\dày-gú",ɔ̀:-yì-tɛ᷈:,ɔ̀:-yì-tɛ᷈:,,RICH,adjective,ɔ̀:-yì-tɛ᷈:,ɔ̀ɔ̀yìtɛ᷈-ɛ᷈
1.0,BenTey,"rich person, wealthy person","ɔ̀:-yí-m\\ɔ̀:-[yì-tɛ᷈:], dày-gúm\\dày-gú",dày-gúm,dày-gú,,,adjective,dày-gúm,dàygúm
0.0,Bunoge,"rich person, wealthy person",dùmɔ̀-bá:ŋgà,dùmɔ̀-bá:ŋgà,,,RICH,adjective,dùmɔ̀-bá:ŋgà,dùmɔ̀bááŋg-à
0.0,DogulDomBendiely,"rich person, wealthy person",bùdùgáá,bùdùgáá,,,RICH,adjective,bùdùgáá,bùdùg-áá
0.0,DonnoSo,"rich person, wealthy person",ɔ̀gɔ̀-gí-nɛ̀,ɔ̀gɔ̀-gí-nɛ̀,,,RICH,adjective,ɔ̀gɔ̀-gí-nɛ̀,ɔ̀gɔ̀gín-ɛ̀
0.0,JamsayGourou,"rich person, wealthy person",dày-gí-n,dày-gí-n,,,RICH,adjective,dày-gí-n,dàygín
0.0,JamsayDouentza,"rich person, wealthy person",dày-gí-n,dày-gí-n,,,RICH,adjective,dày-gí-n,dàygín
0.0,Mombo,"rich person, wealthy person",dúmɔ́ŋgà,dúmɔ́ŋgà,,,RICH,adjective,dúmɔ́ŋgà,dúmɔ́ŋg-à
0.0,BonduSoNajamba,"rich person, wealthy person",ɔ̀gɔ̀ndê:\\ɔ̀gɔ̀ndô: = ɔ̀gɔ̀ndú-mbò,ɔ̀gɔ̀ndê:,ɔ̀gɔ̀ndô:,,RICH,adjective,ɔ̀gɔ̀ndê:,ɔ̀gɔ̀ndé-è
1.0,BonduSoNajamba,"rich person, wealthy person",ɔ̀gɔ̀ndê:\\ɔ̀gɔ̀ndô: = ɔ̀gɔ̀ndú-mbò,ɔ̀gɔ̀ndê:,ɔ̀gɔ̀ndú-mbò,,,adjective,ɔ̀gɔ̀ndê:,ɔ̀gɔ̀ndé-è
0.0,Nanga,"rich person, wealthy person","ɔ̀gɔ̀-yî:, nù: dày-gí",ɔ̀gɔ̀-yî:,,,RICH,adjective,ɔ̀gɔ̀-yî:,ɔ̀gɔ̀yí-ì
1.0,Nanga,"rich person, wealthy person","ɔ̀gɔ̀-yî:, nù: dày-gí",nù: dày-gí,,,,adjective,nù: dày-gí,nùnùdàyg-í
0.0,Penange,"rich person, wealthy person","nàfòrò-gà, bà:wdɛ̀:-ŋgà",nàfòrò-gà,,,RICH,adjective,nàfòrò-gà,nàfòròg-à
1.0,Penange,"rich person, wealthy person","nàfòrò-gà, bà:wdɛ̀:-ŋgà",bà:wdɛ̀:-ŋgà,,,,adjective,bà:wdɛ̀:-ŋgà,bààwdɛ̀ɛ̀ŋg-à
0.0,PergeTegu,"rich person, wealthy person",ɔ̀gɔ̀-î:ⁿ,ɔ̀gɔ̀-î:ⁿ,,,RICH,adjective,ɔ̀gɔ̀-î:ⁿ,ɔ̀gɔ̀íìⁿ
0.0,Tiranige,"rich person, wealthy person",cɛ́lɛ́ŋgɛ́ tìŋgá,cɛ́lɛ́ŋgɛ́ tìŋgá,,,RICH,adjective,cɛ́lɛ́ŋgɛ́ tìŋgá,cɛ́lɛ́ŋgɛ́tìŋg-á
0.0,TogoKan,"rich person, wealthy person",ɔ̀gɔ̀-í:ⁿ,ɔ̀gɔ̀-í:ⁿ,,,RICH,adjective,ɔ̀gɔ̀-í:ⁿ,ɔ̀gɔ̀ííⁿ
0.0,TommoSoTongoTongo,"rich person, wealthy person",ɔ̀gɔ̀-í-nɛ́,ɔ̀gɔ̀-í-nɛ́,,,RICH,adjective,ɔ̀gɔ̀-í-nɛ́,ɔ̀gɔ̀ín-ɛ́
0.0,ToroTegu,"rich person, wealthy person",bàŋù-nú\\-mú,bàŋù-nú,bàŋù-mú,,RICH,adjective,bàŋù-nú,bàŋùn-ú
0.0,YandaDom,"rich person, wealthy person",ɔ̀gɔ̀-é:\\-é:-mù,ɔ̀gɔ̀-é:,ɔ̀gɔ̀-é:-mù,,RICH,adjective,ɔ̀gɔ̀-é:,ɔ̀gɔ̀é-é
0.0,YornoSo,"rich person, wealthy person","ɔ̀gɔ̀-ý-nɛ̀, ɔ̀gɔ̀-ý-m̀",ɔ̀gɔ̀-ý-nɛ̀,,,RICH,adjective,ɔ̀gɔ̀-ý-nɛ̀,ɔ̀gɔ̀ýn-ɛ̀
1.0,YornoSo,"rich person, wealthy person","ɔ̀gɔ̀-ý-nɛ̀, ɔ̀gɔ̀-ý-m̀",ɔ̀gɔ̀-ý-m̀,,,,adjective,ɔ̀gɔ̀-ý-m̀,ɔ̀gɔ̀ým-̀
0.0,BenTey,"contribute (money), pay (dues)",sɛ́yí\\sɛ́yà,,,sɛ́yà,PAY,verb,sɛ́yà,sɛ́y-à
0.0,Bunoge,"contribute (money), pay (dues)",sɛ́gɛ̀,,,sɛ́gɛ̀,PAY,verb,sɛ́gɛ̀,sɛ́g-ɛ̀
0.0,DonnoSo,"contribute (money), pay (dues)",sárà\\sár-ì,,,sárà,PAY,verb,sárà,sár-à
0.0,JamsayGourou,"contribute (money), pay (dues)",sɛ̀gú xxx,,,sɛ̀gú,PAY,verb,sɛ̀gú,sɛ̀g-ú
0.0,JamsayDouentza,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,JamsayMondoro,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,Mombo,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,BonduSoNajamba,"contribute (money), pay (dues)",mɔ̀mbɛ́,,,mɔ̀mbɛ́,PAY,verb,mɔ̀mbɛ́,mɔ̀mb-ɛ́
0.0,Nanga,"contribute (money), pay (dues)",sɛ́gí,,,sɛ́gí,PAY,verb,sɛ́gí,sɛ́g-í
0.0,Penange,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,PergeTegu,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,TebulUre,"contribute (money), pay (dues)",mɔ̀:ndí,,,mɔ̀:ndí,PAY,verb,mɔ̀:ndí,mɔ̀ɔ̀nd-í
0.0,TogoKan,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,TommoSoTongoTongo,"contribute (money), pay (dues)",sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,ToroTegu,"contribute (money), pay (dues)",sɛ́gú\\sɛ́gá,,,sɛ́gá,PAY,verb,sɛ́gá,sɛ́g-á
0.0,YandaDom,"contribute (money), pay (dues)",sɛ́gɛ́\\ségá-lì,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,YornoSo,"contribute (money), pay (dues)",sɛ́gɛ́-\\sɛ́gɛ́,,,sɛ́gɛ́,PAY,verb,sɛ́gɛ́,sɛ́g-ɛ́
0.0,BankanTey,tax,lámpò,lámpò,,,TAX,noun,lámpò,lá-mpò
0.0,BenTey,tax,lámpôy,lámpôy,,,TAX,noun,lámpôy,lá-mpô-y
0.0,DonnoSo,tax,lámbù,lámbù,,,TAX,noun,lámbù,lá-mbù
0.0,JamsayGourou,tax,sɛ́gú,sɛ́gú,,,TAX,noun,sɛ́gú,sɛ́-gú
0.0,JamsayDouentza,tax,"sɛ́gú, lámpò",sɛ́gú,,,TAX,noun,sɛ́gú,sɛ́-gú
1.0,JamsayDouentza,tax,"sɛ́gú, lámpò",lámpò,,,,noun,lámpò,lá-mpò
0.0,Mombo,tax,lámpù,lámpù,,,TAX,noun,lámpù,lá-mpù
0.0,BonduSoNajamba,tax,lámpù:,lámpù:,,,TAX,noun,lámpù:,lá-mpù-pù
0.0,Nanga,tax,ségí,ségí,,,TAX,noun,ségí,sé-gí
0.0,PergeTegu,tax,"lámpò, ségú",lámpò,,,TAX,noun,lámpò,lá-mpò
1.0,PergeTegu,tax,"lámpò, ségú",ségú,,,,noun,ségú,sé-gú
0.0,TebulUre,tax,sègìné,sègìné,,,TAX,noun,sègìné,sègì-né
0.0,Tiranige,tax,làmpó,làmpó,,,TAX,noun,làmpó,là-mpó
0.0,TogoKan,tax,"lápɔ́ⁿ, láⁿpɔ́ⁿ",lápɔ́ⁿ,,,TAX,noun,lápɔ́ⁿ,lápɔ́-ⁿ
1.0,TogoKan,tax,"lápɔ́ⁿ, láⁿpɔ́ⁿ",láⁿpɔ́ⁿ,,,,noun,láⁿpɔ́ⁿ,láⁿpɔ́-ⁿ
0.0,TommoSoTongoTongo,tax,sègú,sè-gú,,,TAX,noun,sè-gú,sè-gú
0.0,ToroTegu,tax,"sɛ́gú, lámpò",sɛ́gú,,,TAX,noun,sɛ́gú,sɛ́-gú
1.0,ToroTegu,tax,"sɛ́gú, lámpò",lámpò,,,,noun,lámpò,lá-mpò
0.0,YandaDom,tax,sègì-n,sègì-n,,,TAX,noun,sègì-n,sègì-n
0.0,YornoSo,tax,"sègú, lámpò",sègú,,,TAX,noun,sègú,sè-gú
1.0,YornoSo,tax,"sègú, lámpò",lámpò,,,,noun,lámpò,lá-mpò
0.0,BankanTey,"pay, repay (sb)",tɔ́sí,,,tɔ́sí,PAY,verb,tɔ́sí,tɔ́s-í
0.0,BenTey,"pay, repay (sb)",tɔ́sú\\tɔ́sà,,,tɔ́sà,PAY,verb,tɔ́sà,tɔ́s-à
0.0,Bunoge,"pay, repay (sb)",sɔ́jɛ̀,,,sɔ́jɛ̀,PAY,verb,sɔ́jɛ̀,sɔ́j-ɛ̀
0.0,DogulDomBendiely,"pay, repay (sb)",sàrɛ́,,,sàrɛ́,PAY,verb,sàrɛ́,sàr-ɛ́
0.0,DonnoSo,"pay, repay (sb)",sárà\\sár-ì,,,sárà,PAY,verb,sárà,sár-à
0.0,JamsayGourou,"pay, repay (sb)",tɔ́sɔ́,,,tɔ́sɔ́,PAY,verb,tɔ́sɔ́,tɔ́s-ɔ́
0.0,JamsayDouentza,"pay, repay (sb)",tɔ́jɔ́,,,tɔ́jɔ́,PAY,verb,tɔ́jɔ́,tɔ́j-ɔ́
0.0,JamsayMondoro,"pay, repay (sb)",tɔ́jɔ́,,,tɔ́jɔ́,PAY,verb,tɔ́jɔ́,tɔ́j-ɔ́
0.0,Mombo,"pay, repay (sb)",sɔ́jɛ́,,,sɔ́jɛ́,PAY,verb,sɔ́jɛ́,sɔ́j-ɛ́
0.0,BonduSoNajamba,"pay, repay (sb)","sɔ́jɛ́, yóbà kán\\kànè",,,sɔ́jɛ́,PAY,verb,sɔ́jɛ́,sɔ́j-ɛ́
1.0,BonduSoNajamba,"pay, repay (sb)","sɔ́jɛ́, yóbà kán\\kànè",,,yóbà kànè,,verb,yóbà kànè,yób-à-kàn-è
0.0,Nanga,"pay, repay (sb)",tɔ́sí,,,tɔ́sí,PAY,verb,tɔ́sí,tɔ́s-í
0.0,Penange,"pay, repay (sb)",sɔ́jɛ́,,,sɔ́jɛ́,PAY,verb,sɔ́jɛ́,sɔ́j-ɛ́
0.0,PergeTegu,"pay, repay (sb)",tɔ́sɔ́,,,tɔ́sɔ́,PAY,verb,tɔ́sɔ́,tɔ́s-ɔ́
0.0,TebulUre,"pay, repay (sb)",tɔ́dɔ́ (tɔ́dɔ́-tì-),,,tɔ́dɔ́,PAY,verb,tɔ́dɔ́,tɔ́d-ɔ́
0.0,Tiranige,"pay, repay (sb)",sɔ́jɔ́,,,sɔ́jɔ́,PAY,verb,sɔ́jɔ́,sɔ́j-ɔ́
0.0,TogoKan,"pay, repay (sb)",tɔ́jɔ́,,,tɔ́jɔ́,PAY,verb,tɔ́jɔ́,tɔ́j-ɔ́
0.0,TommoSoTongoTongo,"pay, repay (sb)","sárá, sídɛ́",,,sárá,PAY,verb,sárá,sár-á
1.0,TommoSoTongoTongo,"pay, repay (sb)","sárá, sídɛ́",,,sídɛ́,,verb,sídɛ́,síd-ɛ́
0.0,ToroTegu,"pay, repay (sb)",tɔ́sú\\tɔ́sɔ́,,,tɔ́sɔ́,PAY,verb,tɔ́sɔ́,tɔ́s-ɔ́
0.0,YandaDom,"pay, repay (sb)",sárú\\sárá-lì,,,sárá-lì,PAY,verb,sárá-lì,sár-á-lì
0.0,YornoSo,"pay, repay (sb)",tújɔ́-\\tújɔ́,,,tújɔ́,PAY,verb,tújɔ́,túj-ɔ́
0.0,BankanTey,coin (general term),kɛ̀rɛ̀y-bɛ̀bɛ̀:rú,kɛ̀rɛ̀y-bɛ̀bɛ̀:rú,,,COIN,noun,kɛ̀rɛ̀y-bɛ̀bɛ̀:rú,kɛ̀rɛ̀-ybɛ̀-bɛ̀ɛ̀rú
0.0,BenTey,coin (general term),"wɛ́ccɛ̀, bù:dù-sǎy",wɛ́ccɛ̀,,,COIN,noun,wɛ́ccɛ̀,wɛ́c-cɛ̀
1.0,BenTey,coin (general term),"wɛ́ccɛ̀, bù:dù-sǎy",bù:dù-sǎy,,,,noun,bù:dù-sǎy,bùbù-dùsǎ-y
0.0,Bunoge,coin (general term),tɔ́ndìgé ɲɔ̀ŋgɔ̀,tɔ́ndìgé ɲɔ̀ŋgɔ̀,,,COIN,noun,tɔ́ndìgé ɲɔ̀ŋgɔ̀,tɔ́-ndì-gé-ɲɔ̀-ŋgɔ̀
0.0,DonnoSo,coin (general term),bù:dù-[sà-ý],bù:dù-sà-ý,,,COIN,noun,bù:dù-sà-ý,bùbù-dùsàý
0.0,JamsayDouentza,coin (general term),bù:dù-ùɲ-î:ⁿ,bù:dù-ùɲ-î:ⁿ,,,COIN,noun,bù:dù-ùɲ-î:ⁿ,bùbù-dùùɲíì-ⁿ
0.0,Mombo,coin (general term),bù:rù sây,bù:rù sây,,,COIN,noun,bù:rù sây,bùbù-rùsâ-y
0.0,BonduSoNajamba,coin (general term),j,j,,,COIN,noun,j,j
0.0,Nanga,coin (general term),"wɛ́sɛ̂, kɛ̀:rɛ̀-sǎy",wɛ́sɛ̂,,,COIN,noun,wɛ́sɛ̂,wɛ́sɛ̂
1.0,Nanga,coin (general term),"wɛ́sɛ̂, kɛ̀:rɛ̀-sǎy",kɛ̀:rɛ̀-sǎy,,,,noun,kɛ̀:rɛ̀-sǎy,kɛ̀ɛ̀rɛ̀-sǎy
0.0,Penange,coin (general term),wàlè ɲɔ̀ŋgɔ̀,wàlè ɲɔ̀ŋgɔ̀,,,COIN,noun,wàlè ɲɔ̀ŋgɔ̀,wàlè-ɲɔ̀-ŋgɔ̀
0.0,PergeTegu,coin (general term),bù:dù-sɛ̌yⁿ,bù:dù-sɛ̌yⁿ,,,COIN,noun,bù:dù-sɛ̌yⁿ,bùbù-dùsɛ̌-y-ⁿ
0.0,Tiranige,coin (general term),mɛ́njí,mɛ́njí,,,COIN,noun,mɛ́njí,mɛ́n-jí
0.0,TogoKan,coin (general term),bù:dù ùjú,bù:dù ùjú,,,COIN,noun,bù:dù ùjú,bùbù-dùùjú
0.0,TommoSoTongoTongo,coin (general term),"bùùdù ìnɛ̀-ý, búùdù",bùù-dù ì-nɛ̀-ý,,,COIN,noun,bùù-dù ì-nɛ̀-ý,bùùdùì-nɛ̀ý
1.0,TommoSoTongoTongo,coin (general term),"bùùdù ìnɛ̀-ý, búùdù",búù-dù,,,COIN,noun,búù-dù,búùdù
0.0,ToroTegu,coin (general term),"cɛ̀rù-ɔ̀r-í→, ɔ̀r-í→, cinquante-six",cɛ̀rù-ɔ̀r-í,,,COIN,noun,cɛ̀rù-ɔ̀r-í,cɛ̀rùɔ̀-rí
1.0,ToroTegu,coin (general term),"cɛ̀rù-ɔ̀r-í→, ɔ̀r-í→, cinquante-six",ɔ̀r-í,,,,noun,ɔ̀r-í,ɔ̀rí
0.0,YandaDom,coin (general term),bù:dù sà:,bù:dù sà:,,,COIN,noun,bù:dù sà:,bùbù-dùsàà
0.0,YornoSo,coin (general term),bù:dù-sǎy,bù:dù-sǎy,,,COIN,noun,bù:dù-sǎy,bùbù-dùsǎ-y
0.0,BankanTey,know (a fact) (regular verb),zùwá,,,zùwá,KNOW (SOMETHING),verb,zùwá,zùw-á
0.0,BenTey,know (a fact) (regular verb),jùwɔ́,,,jùwɔ́,KNOW (SOMETHING),verb,jùwɔ́,jùw-ɔ́
0.0,DogulDomBendiely,know (a fact) (regular verb),"tìgá, tìgì-yɛ́",,,tìgá,KNOW (SOMETHING),verb,tìgá,tìg-á
1.0,DogulDomBendiely,know (a fact) (regular verb),"tìgá, tìgì-yɛ́",,,tìgì-yɛ́,,verb,tìgì-yɛ́,tìg-ì-yɛ́
0.0,JamsayDouentza,know (a fact) (regular verb),jùgɔ́,,,jùgɔ́,KNOW (SOMETHING),verb,jùgɔ́,jùg-ɔ́
0.0,JamsayMondoro,know (a fact) (regular verb),jùgɔ́,,,jùgɔ́,KNOW (SOMETHING),verb,jùgɔ́,jùg-ɔ́
0.0,Mombo,know (a fact) (regular verb),íɲámbó,,,íɲámbó,KNOW (SOMETHING),verb,íɲámbó,íɲámb-ó
0.0,Nanga,know (a fact) (regular verb),jùgɔ́,,,jùgɔ́,KNOW (SOMETHING),verb,jùgɔ́,jùg-ɔ́
0.0,Penange,know (a fact) (regular verb),"yáré ('find out, recognize')",,,yáré,KNOW (SOMETHING),verb,yáré,yár-é
0.0,PergeTegu,know (a fact) (regular verb),jùgɔ́,,,jùgɔ́,KNOW (SOMETHING),verb,jùgɔ́,jùg-ɔ́
0.0,TebulUre,know (a fact) (regular verb),zùgɔ́ (zùgɔ́-tì-),,,zùgɔ́,KNOW (SOMETHING),verb,zùgɔ́,zùg-ɔ́
0.0,YandaDom,know (a fact) (regular verb),zùwɔ́\\zùwà-lí,,,zùwɔ́,KNOW (SOMETHING),verb,zùwɔ́,zùw-ɔ́
0.0,YornoSo,know (a fact) (regular verb),jùgɔ́-\\jùgɔ́,,,jùgɔ́,KNOW (SOMETHING),verb,jùgɔ́,jùg-ɔ́
0.0,Ampari,"know (a fact, defective verb)",ɛ́yⁿ,,,ɛ́yⁿ,KNOW (SOMETHING),verb,ɛ́yⁿ,ɛ́-yⁿ
0.0,Bunoge,"know (a fact, defective verb)",ʔɛ̀yⁿ,,,ʔɛ̀yⁿ,KNOW (SOMETHING),verb,ʔɛ̀yⁿ,ʔɛ̀yⁿ
0.0,DogulDomKundialang,"know (a fact, defective verb)",tígà,,,tígà,KNOW (SOMETHING),verb,tígà,tíg-à
0.0,DonnoSo,"know (a fact, defective verb)",ìgù wɔ́,,,ìgù wɔ́,KNOW (SOMETHING),verb,ìgù wɔ́,ìgùw-ɔ́
0.0,BonduSoNajamba,"know (a fact, defective verb)",tígà,,,tígà,KNOW (SOMETHING),verb,tígà,tíg-à
0.0,Penange,"know (a fact, defective verb)","ɛ́ɲɔ̀ bò (3rd person), ɲɛ́yⁿ (1st/2nd person)",,,ɛ́ɲɔ̀ bò,KNOW (SOMETHING),verb,ɛ́ɲɔ̀ bò,ɛ́ɲɔ̀b-ò
1.0,Penange,"know (a fact, defective verb)","ɛ́ɲɔ̀ bò (3rd person), ɲɛ́yⁿ (1st/2nd person)",,,ɲɛ́yⁿ,,verb,ɲɛ́yⁿ,ɲɛ́yⁿ
0.0,Tiranige,"know (a fact, defective verb)",yèy,,,yèy,KNOW (SOMETHING),verb,yèy,yèy
0.0,TogoKan,"know (a fact, defective verb)",í:ⁿ wɔ̂,,,í:ⁿ wɔ̂,KNOW (SOMETHING),verb,í:ⁿ wɔ̂,íí-ⁿwɔ̂
0.0,TommoSoTongoTongo,"know (a fact, defective verb)",íg=go wɔ,,,íg=go wɔ,KNOW (SOMETHING),verb,íg=go wɔ,íg=g-o-wɔ
0.0,ToroTegu,"know (a fact, defective verb)",ùkú,,,ùkú,KNOW (SOMETHING),verb,ùkú,ù-kú
0.0,YornoSo,"know (a fact, defective verb)",íg-ɔ́:,,,íg-ɔ́:,KNOW (SOMETHING),verb,íg-ɔ́:,ígɔ́-ɔ́
0.0,BenTey,study (verb only),jáŋgɛ́,,,jáŋgɛ́,STUDY,verb,jáŋgɛ́,jáŋg-ɛ́
