VARID,DOCULECT,GLOSS,VALUE_ORG,SINGULAR,PLURAL,FORM,CONCEPT,POS,BEFORE_PARSE,PARSED
0.0,BankanTey,domestic animal (esp. livestock),"jáwdì-m\\jáwdì, dá:bà-m\\dá:bà",jáwdì-m,jáwdì,,LIVESTOCK,noun,jáwdì-m,jáw-dì-m
1.0,BankanTey,domestic animal (esp. livestock),"jáwdì-m\\jáwdì, dá:bà-m\\dá:bà",dá:bà-m,dá:bà,,LIVESTOCK,noun,dá:bà-m,dáábà-m
0.0,BenTey,domestic animal (esp. livestock),àrsɛ̌:-m\\àrsɛ̌:,àrsɛ̌:-m,àrsɛ̌:,,LIVESTOCK,noun,àrsɛ̌:-m,àrsɛ̌ɛ̌-m
0.0,Bunoge,domestic animal (esp. livestock),kɔ́mbɔ̀,kɔ́mbɔ̀,kɔmbɔ=gè,,LIVESTOCK,noun,kɔ́mbɔ̀,kɔ́-mbɔ̀
0.0,DogulDomBendiely,domestic animal (esp. livestock),"bɛ́lɛ̀g, bɛ́lɛ̀gù",bɛ́lɛ̀-g,bɛlɛ-g-yà,,LIVESTOCK,noun,bɛ́lɛ̀-g,bɛ́lɛ̀-g
1.0,DogulDomBendiely,domestic animal (esp. livestock),"bɛ́lɛ̀g, bɛ́lɛ̀gù",bɛ́lɛ̀-gù,bɛlɛ-gi-yà,,LIVESTOCK,noun,bɛ́lɛ̀-gù,bɛ́lɛ̀-gù
0.0,DonnoSo,domestic animal (esp. livestock),bɛ̀lú,bɛ̀lú,bɛ̀lú,,LIVESTOCK,noun,bɛ̀lú,bɛ̀lú
1.0,DonnoSo,domestic animal (esp. livestock),bɛ̀lú,bɛ̀lú,bɛ̀lú=mbè,,LIVESTOCK,noun,bɛ̀lú,bɛ̀lú
0.0,JamsayGourou,domestic animal (esp. livestock),gàrsɛ̀gɛ́,gàr sɛ̀gɛ́,gàr sɛ̀gɛ́,,LIVESTOCK,noun,gàr sɛ̀gɛ́,gàr-sɛ̀-gɛ́
0.0,JamsayDouentza,domestic animal (esp. livestock),"àsɛ̀gɛ́, gàsɛ̀gɛ́",à sɛ̀gɛ́,à sɛ̀gɛ́=bé,,LIVESTOCK,noun,à sɛ̀gɛ́,àsɛ̀-gɛ́
1.0,JamsayDouentza,domestic animal (esp. livestock),"àsɛ̀gɛ́, gàsɛ̀gɛ́",gà sɛ̀gɛ́,gà sɛ̀gɛ́=bé,,LIVESTOCK,noun,gà sɛ̀gɛ́,gàsɛ̀-gɛ́
0.0,JamsayMondoro,domestic animal (esp. livestock),àsɛ̀gɛ́,à sɛ̀gɛ,à sɛ̀gɛ́,,LIVESTOCK,noun,à sɛ̀gɛ,àsɛ̀-gɛ
0.0,Mombo,domestic animal (esp. livestock),"dèbù bɛ́lí, bɛ́lí",dèbù bɛ́lí,,,LIVESTOCK,noun,dèbù bɛ́lí,dèbù-bɛ́lí
1.0,Mombo,domestic animal (esp. livestock),"dèbù bɛ́lí, bɛ́lí",bɛ́lí,,,LIVESTOCK,noun,bɛ́lí,bɛ́lí
0.0,BonduSoNajamba,domestic animal (esp. livestock),dúmɛ́-ŋgó\\dúmɛ́:,dúmɛ́-ŋgó,dúmɛ́:,,LIVESTOCK,noun,dúmɛ́-ŋgó,dúmɛ́-ŋgó
1.0,BonduSoKindige,domestic animal (esp. livestock),dúmɛ́-ŋgó\\dúmɛ́:,dùmɔ́:-n,dúmɛ̀:,,LIVESTOCK,noun,dùmɔ́:-n,dùmɔ́ɔ́-n
0.0,Nanga,domestic animal (esp. livestock),gàsɛ̀gɛ́,gà sɛ̀gɛ́,gà sɛ̀gɛ́,,LIVESTOCK,noun,gà sɛ̀gɛ́,gàsɛ̀-gɛ́
0.0,Penange,domestic animal (esp. livestock),dá:bá,dá:bá,da:ba=gé,,LIVESTOCK,noun,dá:bá,dáábá
0.0,PergeTegu,domestic animal (esp. livestock),àsɛ̀gɛ́,à sɛ̀gɛ́,,,LIVESTOCK,noun,à sɛ̀gɛ́,àsɛ̀-gɛ́
0.0,TebulUre,domestic animal (esp. livestock),"àsɛ̀gɛ́\\àsɛ̀gɛ̀-mbɔ́, gàsɛ̀gɛ́\\gàsɛ̀gɛ̀-mbɔ́",à sɛ̀gɛ́,à sɛ̀gɛ̀-mbɔ́,,LIVESTOCK,noun,à sɛ̀gɛ́,àsɛ̀-gɛ́
1.0,TebulUre,domestic animal (esp. livestock),"àsɛ̀gɛ́\\àsɛ̀gɛ̀-mbɔ́, gàsɛ̀gɛ́\\gàsɛ̀gɛ̀-mbɔ́",gà sɛ̀gɛ́,gà sɛ̀gɛ̀-mbɔ́,,LIVESTOCK,noun,gà sɛ̀gɛ́,gàsɛ̀-gɛ́
0.0,TiranigeBoui,domestic animal (esp. livestock),"bèl (Boui), bɛ̀lì (Ningo)",bèl,bel=gè,,LIVESTOCK,noun,bèl,bèl
1.0,TiranigeNingo,domestic animal (esp. livestock),"bèl (Boui), bɛ̀lì (Ningo)",bɛ̀lì,bɛli=ge,,LIVESTOCK,noun,bɛ̀lì,bɛ̀lì
0.0,TogoKan,domestic animal (esp. livestock),gìrⁿí árúsɛ̀gɛ̀,gìrⁿí árúsɛ̀gɛ̀,gìrⁿí árú sɛ̀gɛ̀,,LIVESTOCK,noun,gìrⁿí árúsɛ̀gɛ̀,gìrⁿíá-rúsɛ̀-gɛ̀
0.0,TommoSoTongoTongo,domestic animal (esp. livestock),"gìnɛ̀-ý bɛ̀lù, bɛ̀lú",gìnɛ̀-ý bɛ̀lù,gi-nɛ-y bɛlu=mbe,,LIVESTOCK,noun,gìnɛ̀-ý bɛ̀lù,gìnɛ̀ý-bɛ̀lù
1.0,TommoSoTongoTongo,domestic animal (esp. livestock),"gìnɛ̀-ý bɛ̀lù, bɛ̀lú",bɛ̀lú,bɛlu=mbe,,LIVESTOCK,noun,bɛ̀lú,bɛ̀lú
0.0,TomoKanDiangassagou,domestic animal (esp. livestock),dá:bá:,dá:bá:,da:ba:-we,,LIVESTOCK,noun,dá:bá:,dáábáá
0.0,ToroTegu,domestic animal (esp. livestock),àrùzàká ~ àrzàgá,àrùzàká,aru zaka-mǎ:,,LIVESTOCK,noun,àrùzàká,àrùzà-ká
1.0,ToroTegu,domestic animal (esp. livestock),àrùzàká ~ àrzàgá,àrzàgá,ar zaga-mǎ:,,LIVESTOCK,noun,àrzàgá,àrzà-gá
0.0,YandaDom,domestic animal (esp. livestock),àzɛ̀gɛ̀\\-mú ~ àsɛ̀gɛ̀\\-mú,à zɛ̀gɛ̀,à zɛ̀gɛ̀-mú,,LIVESTOCK,noun,à zɛ̀gɛ̀,àzɛ̀-gɛ̀
1.0,YandaDom,domestic animal (esp. livestock),àzɛ̀gɛ̀\\-mú ~ àsɛ̀gɛ̀\\-mú,à sɛ̀gɛ̀,à sɛ̀gɛ̀-mú,,LIVESTOCK,noun,à sɛ̀gɛ̀,àsɛ̀-gɛ̀
0.0,YornoSo,domestic animal (esp. livestock),àrùsɛ̀gɛ́,àrù sɛ̀gɛ́,aru sɛgɛ-bè,,LIVESTOCK,noun,àrù sɛ̀gɛ́,àrùsɛ̀-gɛ́
0.0,BankanTey,camel,ɔ̀:ɲɛ̂ⁿ-m\\ɔ̀:ɲɛ̂ⁿ,ɔ̀: ɲɛ̂ⁿ-m,ɔ̀: ɲɛ̂ⁿ,,CAMEL,noun,ɔ̀: ɲɛ̂ⁿ-m,ɔ̀ɔ̀ɲɛ̂ⁿ-m
0.0,BenTey,camel,ɔ̀:ɲùwⁿɔ̂-m,ɔ̀: ɲùwⁿɔ̂-m,,,CAMEL,noun,ɔ̀: ɲùwⁿɔ̂-m,ɔ̀ɔ̀ɲùwⁿɔ̂-m
0.0,Bunoge,camel,ɲɔ́ŋɔ́mɛ̀,ɲɔ́ŋɔ́-mɛ̀,,,CAMEL,noun,ɲɔ́ŋɔ́-mɛ̀,ɲɔ́ŋɔ́-mɛ̀
0.0,DogulDomBendiely,camel,yɔ́ŋùmɛ̀,yɔ́ŋù-mɛ̀,,,CAMEL,noun,yɔ́ŋù-mɛ̀,yɔ́ŋù-mɛ̀
0.0,DogulDomKundialang,camel,yɔ́ŋmɛ̀,yɔ́ŋ-mɛ̀,,,CAMEL,noun,yɔ́ŋ-mɛ̀,yɔ́ŋ-mɛ̀
0.0,DonnoSo,camel,ɔ̀ŋɔ̀-yòŋó,ɔ̀ŋɔ̀ yòŋó,,,CAMEL,noun,ɔ̀ŋɔ̀ yòŋó,ɔ̀ŋɔ̀yò-ŋó
0.0,JamsayGourou,camel,ɔ̀ɣɔ̀-yⁿùwⁿó,ɔ̀ɣɔ̀ yⁿùwⁿó,,,CAMEL,noun,ɔ̀ɣɔ̀ yⁿùwⁿó,ɔ̀ɣɔ̀yⁿù-wⁿó
0.0,JamsayDouentza,camel,ɔ̀ɣɔ̀-ɲùŋó,ɔ̀ɣɔ̀ ɲùŋó,,,CAMEL,noun,ɔ̀ɣɔ̀ ɲùŋó,ɔ̀ɣɔ̀ɲù-ŋó
0.0,Mombo,camel,ɲɔ̀ŋɔ̀mɛ́,ɲɔ̀ŋɔ̀-mɛ́,,,CAMEL,noun,ɲɔ̀ŋɔ̀-mɛ́,ɲɔ̀ŋɔ̀-mɛ́
0.0,BonduSoNajamba,camel,ɲ̀ɔ̀ŋɔ̀-mɛ́\\ɲɔ̀ŋɔ̌:-mbó,ɲ̀ɔ̀ŋɔ̀-mɛ́,ɲɔ̀ŋɔ̌:-mbó,,CAMEL,noun,ɲ̀ɔ̀ŋɔ̀-mɛ́,ɲ̀ɔ̀ŋɔ̀-mɛ́
1.0,BonduSoKindige,camel,ɲ̀ɔ̀ŋɔ̀-mɛ́\\ɲɔ̀ŋɔ̌:-mbó,ŋɔ̀ŋɔ́l,ŋɔ̀ŋɔ́l-mbó,,CAMEL,noun,ŋɔ̀ŋɔ́l,ŋɔ̀ŋɔ́-l
0.0,Nanga,camel,ɔ̀gɔ̀-ɲɔ̀ŋɔ̂,ɔ̀gɔ̀ ɲɔ̀ŋɔ̂,,,CAMEL,noun,ɔ̀gɔ̀ ɲɔ̀ŋɔ̂,ɔ̀gɔ̀ɲɔ̀-ŋɔ̂
0.0,Penange,camel,ɲɔ́:mɔ̀yⁿ,ɲɔ́: mɔ̀yⁿ,,,CAMEL,noun,ɲɔ́: mɔ̀yⁿ,ɲɔ́ɔ́mɔ̀-y-ⁿ
0.0,PergeTegu,camel,ɔ̀gɔ̀-ɲùwⁿó,ɔ̀gɔ̀ ɲùwⁿó,,,CAMEL,noun,ɔ̀gɔ̀ ɲùwⁿó,ɔ̀gɔ̀ɲù-wⁿó
0.0,TebulUre,camel,ɔ̀gɔ̀ɲɔ̀ŋɔ́\\ɔ̀gɔ̀ɲɔ̀ŋɔ̀-mbɔ́,ɔ̀gɔ̀ ɲɔ̀ŋɔ́,ɔ̀gɔ̀ ɲɔ̀ŋɔ̀-mbɔ́,,CAMEL,noun,ɔ̀gɔ̀ ɲɔ̀ŋɔ́,ɔ̀gɔ̀ɲɔ̀-ŋɔ́
0.0,Tiranige,camel,njèlèbà,njèlèbà,,,CAMEL,noun,njèlèbà,njè-lèbà
0.0,TogoKan,camel,ɔ̀gɔ̀-ɲɔ̌,ɔ̀gɔ̀ ɲɔ̌,,,CAMEL,noun,ɔ̀gɔ̀ ɲɔ̌,ɔ̀gɔ̀ɲɔ̌
0.0,TommoSoTongoTongo,camel,ɲòŋóm,ɲòŋó-m,ɲòŋó-m=mbe,,CAMEL,noun,ɲòŋó-m,ɲòŋó-m
0.0,TomoKanDiangassagou,camel,ɲɔ̀ŋɛ̀mɛ́,ɲɔ̀ŋɛ̀-mɛ́,,,CAMEL,noun,ɲɔ̀ŋɛ̀-mɛ́,ɲɔ̀ŋɛ̀-mɛ́
0.0,TomoKanSegue,camel,ɲɔ̀ʔɔ̀mɛ́,ɲɔ̀ʔɔ̀-mɛ́,,,CAMEL,noun,ɲɔ̀ʔɔ̀-mɛ́,ɲɔ̀ʔɔ̀-mɛ́
0.0,ToroTegu,camel,ɲɔ́,ɲɔ́,,,CAMEL,noun,ɲɔ́,ɲɔ́
0.0,YandaDom,camel,ɔ̀gɔ̀-ɲɔ̀ŋɔ̀\\-mú,ɔ̀gɔ̀ ɲɔ̀ŋɔ̀,ɔ̀gɔ̀-ɲɔ̀ŋɔ̀-mú,,CAMEL,noun,ɔ̀gɔ̀ ɲɔ̀ŋɔ̀,ɔ̀gɔ̀ɲɔ̀-ŋɔ̀
0.0,YornoSo,camel,ɔ̀gɔ̀-yɔ̌:ⁿ,ɔ̀gɔ̀ yɔ̌:ⁿ,,,CAMEL,noun,ɔ̀gɔ̀ yɔ̌:ⁿ,ɔ̀gɔ̀yɔ̌ɔ̌-ⁿ
0.0,BankanTey,cat,nùmǎ-m\\nùmá,nùmǎ-m,nùmá,,CAT,noun,nùmǎ-m,nùmǎ-m
0.0,BenTey,cat,nì-nìwⁿɛ̌-m\\nì-nìwⁿɛ́,nì-nìwⁿɛ̌-m,nì-nìwⁿɛ́,,CAT,noun,nì-nìwⁿɛ̌-m,nìnì-wⁿɛ̌-m
0.0,Bunoge,cat,ɲá:lì,ɲá:lì,,,CAT,noun,ɲá:lì,ɲáálì
0.0,DogulDomBendiely,cat,gáàŋ,gáàŋ,,,CAT,noun,gáàŋ,gáàŋ
0.0,DogulDomKundialang,cat,gâ:ŋ (gâ:ŋ yà:),gâ:ŋ ,gâ:ŋ yà:,,CAT,noun,gâ:ŋ ,gáàŋ
0.0,DonnoSo,cat,gámmà,gámmà,,,CAT,noun,gámmà,gám-mà
0.0,JamsayGourou,cat,nìnìwⁿé,nì nì-wⁿé,,,CAT,noun,nì nì-wⁿé,nìnì-wⁿé
0.0,JamsayDouentza,cat,nì-nìwⁿé,nì nì-wⁿé,,,CAT,noun,nì nì-wⁿé,nìnì-wⁿé
0.0,Mombo,cat,gà:wⁿě,gà:-wⁿě,,,CAT,noun,gà:-wⁿě,gààwⁿě
0.0,BonduSoNajamba,cat,gáŋà\\gáŋà-mbò,gáŋà,gáŋà-mbò,,CAT,noun,gáŋà,gáŋà
1.0,BonduSoBonduSoKindige,cat,gáŋà\\gáŋà-mbò,gáŋà,gáŋà-mbò,,,noun,gáŋà,gáŋà
0.0,Nanga,cat,dòndíyê,dòndíyê,,,CAT,noun,dòndíyê,dò-ndí-yê
0.0,Penange,cat,gà:ⁿ,gà:ⁿ,,,CAT,noun,gà:ⁿ,gàà-ⁿ
0.0,PergeTegu,cat,nì-nìwⁿé,nì nì-wⁿé,,,CAT,noun,nì nì-wⁿé,nìnì-wⁿé
0.0,TebulUre,cat,bàlmá\\bàlmà-mbɔ́,bàlmá,bàlmà-mbɔ́,,CAT,noun,bàlmá,bàl-má
0.0,Tiranige,cat,gà:nà,gà:nà,,,CAT,noun,gà:nà,gàànà
0.0,TogoKan,cat,dònó,dònó,,,CAT,noun,dònó,dònó
0.0,TommoSoTongoTongo,cat,gámmá,gá-m-má,gámmá=mbe,,CAT,noun,gá-m-má,gám-má
0.0,TomoKanDiangassagou,cat,dòndò,dòndò,,,CAT,noun,dòndò,dò-ndò
0.0,TomoKanSegue,cat,dóndó,dóndó,,,CAT,noun,dóndó,dó-ndó
0.0,ToroTegu,cat,nìwⁿá,nìwⁿá,,,CAT,noun,nìwⁿá,nìwⁿá
0.0,YandaDom,cat,gà:ⁿ\\-mù,gà:ⁿ,gà:ⁿ-mù,,CAT,noun,gà:ⁿ,gàà-ⁿ
0.0,YornoSo,cat,gámà,gámà,,,CAT,noun,gámà,gá-mà
0.0,BankanTey,calf,nà:-yî-m\\nà:-yî:,nà: yî-m,nà: yî:,,CALF,noun,nà: yî-m,nààyî-m
0.0,BenTey,calf,nà: yǐ-m,nà: yǐ-m,nà: yǐ,,CALF,noun,nà: yǐ-m,nààyǐ-m
0.0,Bunoge,calf,ná:-bè,ná: bè,ná: bé:=gè,,CALF,noun,ná: bè,náábè
0.0,DogulDomBendiely,calf,nààgù égù,nàà-gù é-gù,nàà-gù é-gù=yà,,CALF,noun,nàà-gù é-gù,nààgùé-gù
0.0,DonnoSo,calf,nàŋà-î:,nàŋà î:,nàŋà î:=mbe,,CALF,noun,nàŋà î:,nàŋàíì
0.0,JamsayDouentza,calf,nàŋ-î:ⁿ,nàŋ î:ⁿ,nàŋ î:ⁿ-um,,CALF,noun,nàŋ î:ⁿ,nàŋíì-ⁿ
0.0,Mombo,calf,nà: wé:,nà: wé:,,,CALF,noun,nà: wé:,nààwéé
0.0,BonduSoNajamba,calf,nà:mbî:\\nà:mbû:,nà:-mbî:,nà:-mbû:,,CALF,noun,nà:-mbî:,nàà-mbíì
0.0,Nanga,calf,nàŋà yî:,nàŋà yî:,nàŋà yì-tɛ̀gɛ̂ ,,CALF,noun,nàŋà yî:,nàŋà-yíì
0.0,Penange,calf,nà: wê:,nà: wê:,nà: wê:=gé,,CALF,noun,nà: wê:,nààwéè
0.0,PergeTegu,calf,nàŋ-î:ⁿ,nàŋ î:ⁿ,,,CALF,noun,nàŋ î:ⁿ,nàŋíì-ⁿ
0.0,TebulUre,calf,nà: ɛ̀dɛ́,nà: ɛ̀dɛ́,nà: ùlé:,,CALF,noun,nà: ɛ̀dɛ́,nààɛ̀dɛ́
0.0,TogoKan,calf,nàŋ-í:ⁿ,nàŋ í:ⁿ,nàŋ í:ⁿ=bè,,CALF,noun,nàŋ í:ⁿ,nàŋíí-ⁿ
0.0,TommoSoTongoTongo,calf,"nàà íí, ɔ̀líí nàà",nàà í-í,nàà ú-l-ûm,,CALF,noun,nàà í-í,nààíí
1.0,TommoSoTongoTongo,calf,"nàà íí, ɔ̀líí nàà",ɔ̀lí-í nàà,ɔ̀lúlûm nàà=mbe,,CALF,noun,ɔ̀lí-í nàà,ɔ̀líínàà
0.0,TomoKanDiangassagou,calf,nàŋà-dòmbè,nàŋà dòmbè,nàŋà dòmbè=wé,,CALF,noun,nàŋà dòmbè,nàŋà-dò-mbè
0.0,TomoKanSegue,calf,nàʔⁿà-dòmbéⁿ,nàʔⁿà dòmbéⁿ,nàʔⁿà dòmbéⁿ=wé,,CALF,noun,nàʔⁿà dòmbéⁿ,nàʔⁿà-dò-mbé-ⁿ
0.0,ToroTegu,calf,nàŋà-[ìrⁿ-í:],nàŋà-ìrⁿ-í:,nàŋà ìm-í:,,CALF,noun,nàŋà-ìrⁿ-í:,nàŋàì-rⁿíí
0.0,YandaDom,calf,nǎ-yyè\\-mù,nǎ yyè,na yye-mù,,CALF,noun,nǎ yyè,nǎy-yè
0.0,YornoSo,calf,nà:-î:,nà: î:,nà: úrⁿù-m,,CALF,noun,nà: î:,nààíì
0.0,BenTey,cow (female),nà: yǎ-m,nà: yǎ-m,nà: yǎ,,COW,noun,nà: yǎ-m,nààyǎ-m
0.0,JamsayDouentza,cow (female),nàŋà-ná:,nàŋà ná:,nàŋà ná:=bé,,COW,noun,nàŋà ná:,nàŋà-náá
0.0,Mombo,cow (female),ná: yɔ̀:,ná: yɔ̀:,ná: yɔ̀:=bè,,COW,noun,ná: yɔ̀:,nááyɔ̀ɔ̀
0.0,BonduSoNajamba,cow (female),nɛ̀: yɛ̌:\\nàwò: yàwó:,nɛ̀: yɛ̌:,nàwò: yàwó:,,COW,noun,nɛ̀: yɛ̌:,nɛ̀ɛ̀yɛ̌ɛ̌
1.0,BonduSoKindige,cow (female),nɛ̀: yɛ̌:\\nàwò: yàwó:,nɛ̀ɛ́,náwɔ́ɔ̀,,,noun,nɛ̀ɛ́,nɛ̀ɛ́
0.0,Nanga,cow (female),nàŋà yǎ:,nàŋà yǎ:,nàŋà yǎ:,,COW,noun,nàŋà yǎ:,nàŋà-yàá
0.0,TogoKan,cow (female),nàŋà ná:,nàŋà ná:,nàŋà ná:=bè,,COW,noun,nàŋà ná:,nàŋà-náá
0.0,TommoSoTongoTongo,cow (female),nàà yàá,nàà yàá,nàà yàá=mbè,,COW,noun,nàà yàá,nààyàá
0.0,ToroTegu,cow (female),nàŋà-yá,nàŋà-yá,nàŋà-yá=mă,,COW,noun,nàŋà-yá,nàŋà-yá
0.0,YandaDom,cow (female),nà: yɛ̀\\-mù,nà: yɛ̀,nà: yɛ̀-mù,,COW,noun,nà: yɛ̀,nààyɛ̀
0.0,YornoSo,cow (female),nà: yǎ:,nà: yǎ:,nà: yǎ:=be,,COW,noun,nà: yǎ:,nààyàá
0.0,BenTey,bull,nà: árⁿà-m,nà: árⁿà-m,nà: árⁿà,,BULL,noun,nà: árⁿà-m,nààárⁿà-m
0.0,DogulDomBendiely,bull,nààgù ánà,nààgù ánà,ààgù ánà=yà,,BULL,noun,nààgù ánà,nààgùá-nà
0.0,DonnoSo,bull,nàŋà àná,nàŋà àná,nàŋà àná=mbe,,BULL,noun,nàŋà àná,nàŋàà-ná
0.0,JamsayDouentza,bull,nàŋà àrⁿá,nàŋà àrⁿá,nàŋà àrⁿ-um,,BULL,noun,nàŋà àrⁿá,nàŋàà-rⁿá
0.0,Mombo,bull,nà: wálá,nà: wálá,,,BULL,noun,nà: wálá,nààwá-lá
0.0,BonduSoNajamba,bull,nɛ̀: ánè\\nàwò: ánà:,nɛ̀: ánè,nàwò: ánà:,,BULL,noun,nɛ̀: ánè,nɛ̀ɛ̀ánè
0.0,Nanga,bull,nàŋà árⁿâ,nàŋà árⁿâ,nàŋà árⁿá,,BULL,noun,nàŋà árⁿâ,nàŋàá-rⁿâ
0.0,TebulUre,bull,nà: árⁿá,nà: árⁿá,nà: árⁿá-mbɔ,,BULL,noun,nà: árⁿá,nààárⁿá
0.0,TogoKan,bull,nàŋà àrⁿá,nàŋà àrⁿá,nàŋà àrⁿá=bè,,BULL,noun,nàŋà àrⁿá,nàŋàà-rⁿá
0.0,TommoSoTongoTongo,bull,nàà àná,nàà àná,nàà àná=mbè,,BULL,noun,nàà àná,nàààná
0.0,TomoKanSegue,bull,nàʔⁿà-jùŋgú,nàʔⁿà jùŋgú,nàʔⁿà dwèmbèⁿ=wé,,BULL,noun,nàʔⁿà jùŋgú,nàʔⁿà-jù-ŋgú
0.0,ToroTegu,bull,nàŋà-àrá,nàŋà àrá,nàŋà àrá=mă,,BULL,noun,nàŋà àrá,nàŋàà-rá
0.0,YornoSo,bull,nà: àrⁿá,nà: àrⁿá,nà: àrⁿá=be,,BULL,noun,nà: àrⁿá,nàààrⁿá
0.0,Ampari,dog,ìjɛ́ (ìjɛ́ gè),ìjɛ́ ,ìjɛ́ gè,,DOG,noun,ìjɛ́ ,ìjɛ́
0.0,BankanTey,dog,ǹjèrû-m\\ǹjèrú,ǹjèrû-m,ǹjèrú,,DOG,noun,ǹjèrû-m,ǹjèrû-m
0.0,BenTey,dog,ìnjɛ̌-m\\ìnjɛ́,ìnjɛ̌-m,ìnjɛ́,,DOG,noun,ìnjɛ̌-m,ìnjɛ̌-m
0.0,Bunoge,dog,ʔínjɛ̀,ʔínjɛ̀,,,DOG,noun,ʔínjɛ̀,ʔín-jɛ̀
0.0,DogulDomBendiely,dog,úŋɔ̀,úŋɔ̀,,,DOG,noun,úŋɔ̀,úŋɔ̀
0.0,DogulDomKundialang,dog,ùŋɔ́-ŋ́ (pl ùŋɔ́ⁿ yà:),ùŋɔ́-ŋ́ ,ùŋɔ́ⁿ yà:,,DOG,noun,ùŋɔ́-ŋ́ ,ùŋɔ́ŋ́
0.0,DonnoSo,dog,ìdú,ìdú,,,DOG,noun,ìdú,ìdú
0.0,JamsayGourou,dog,ìzú,ìzú,,,DOG,noun,ìzú,ìzú
0.0,JamsayDouentza,dog,ìjú,ìjú,,,DOG,noun,ìjú,ìjú
0.0,JamsayMondoro,dog,ìjú,ìjú,,,DOG,noun,ìjú,ìjú
0.0,Mombo,dog,ínjɛ̀,ínjɛ̀,,,DOG,noun,ínjɛ̀,ínjɛ̀
0.0,BonduSoNajamba,dog,ŋ̀gwɛ̌:\\ŋ̀gwɛ̀:-mbó,ŋ̀gwɛ̌:,ŋ̀gwɛ̀:-mbó,,DOG,noun,ŋ̀gwɛ̌:,ŋ̀g-wɛ̌ɛ̌
0.0,Nanga,dog,nɛ̀rⁿî,nɛ̀rⁿî,,,DOG,noun,nɛ̀rⁿî,nɛ̀rⁿî
0.0,Penange,dog,ŋkɛ̀,ŋkɛ̀,,,DOG,noun,ŋkɛ̀,ŋkɛ̀
0.0,PergeTegu,dog,ìšú,ìšú,,,DOG,noun,ìšú,ìšú
0.0,TebulUre,dog,ìnjɛ̌:\\ìnjɛ̀-mbɔ́,ìnjɛ̌:,ìnjɛ̀-mbɔ́,,DOG,noun,ìnjɛ̌:,ìnjɛ̌ɛ̌
0.0,Tiranige,dog,í:njɛ́ ~ í:ŋgɛ́,í:njɛ́ ,,,DOG,noun,í:njɛ́ ,íínjɛ́
1.0,Tiranige,dog,í:njɛ́ ~ í:ŋgɛ́,í:ŋgɛ́,,,,noun,í:ŋgɛ́,íí-ŋgɛ́
0.0,TogoKan,dog,ìsí,ìsí,,,DOG,noun,ìsí,ìsí
0.0,TommoSoTongoTongo,dog,ìsé,ìsé,ìsé=mbe,,DOG,noun,ìsé,ìsé
0.0,TomoKanDiangassagou,dog,ùjù,ùjù,,,DOG,noun,ùjù,ùjù
0.0,TomoKanSegue,dog,ʔùjù,ʔùjù,,,DOG,noun,ʔùjù,ʔùjù
0.0,ToroTegu,dog,nènú,nènú,,,DOG,noun,nènú,nènú
0.0,YandaDom,dog,"ìnjɛ̀\\-mù, ǹjɛ̀\\-mù",ìnjɛ̀,ìnjɛ̀-mù,,DOG,noun,ìnjɛ̀,ìnjɛ̀
1.0,YandaDom,dog,"ìnjɛ̀\\-mù, ǹjɛ̀\\-mù",ǹjɛ̀,njɛ̀-mù,,,noun,ǹjɛ̀,ǹjɛ̀
0.0,YornoSo,dog,ìjú,ìjú,,,DOG,noun,ìjú,ìjú
0.0,BankanTey,goat,bɛ́rù-m\\bɛ́rù,bɛ́rù-m,bɛ́rù,,GOAT,noun,bɛ́rù-m,bɛ́rù-m
0.0,BenTey,goat,bɛ́rì-m ~ bɛ́rù-m\\bɛ́rù,bɛ́rì-m,bɛ́rù,,GOAT,noun,bɛ́rì-m,bɛ́rì-m
1.0,BenTey,goat,bɛ́rì-m ~ bɛ́rù-m\\bɛ́rù,bɛ́rù-m,bɛ́rù,,GOAT,noun,bɛ́rù-m,bɛ́rù-m
0.0,Bunoge,goat,kílɔ̀,kílɔ̀,kílɔ̀=gè,,GOAT,noun,kílɔ̀,kílɔ̀
0.0,DogulDomBendiely,goat,ínàà,ínà:,ínà:=yà:,,GOAT,noun,ínà:,ínàà
0.0,DogulDomKundialang,goat,ínà:,ínà:,ínà:=yà:,,GOAT,noun,ínà:,ínàà
0.0,DonnoSo,goat,ɛ̀nɛ́,ɛ̀nɛ́,ɛ̀nɛ́=mbè,,GOAT,noun,ɛ̀nɛ́,ɛ̀nɛ́
0.0,JamsayGourou,goat,bɛ̀rú,bɛ̀rú,bɛ̀rú=bé,,GOAT,noun,bɛ̀rú,bɛ̀rú
0.0,JamsayDouentza,goat,"bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́",bɛ̀rú,bɛ̀rú=bé,,GOAT,noun,bɛ̀rú,bɛ̀rú
1.0,JamsayDouentza,goat,"bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́",bɛ̀n-ná:,bɛ̀n-ná:=bé,,GOAT,noun,bɛ̀n-ná:,bɛ̀n-náá
2.0,JamsayDouentza,goat,"bɛ̀rú, bɛ̀n-ná:, ɛ̀rⁿɛ́",ɛ̀rⁿɛ́,ɛ̀rⁿɛ́=bé,,GOAT,noun,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́
0.0,JamsayMondoro,goat,bɛ̀rú,bɛ̀rú,bɛ̀rú=bé,,GOAT,noun,bɛ̀rú,bɛ̀rú
