ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	COGIDS	ALIGNMENT
12046	BankanTey-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	BankanTey		bunch, small pile (minimal unit of sale, e.g. of peanuts)	sárà	sárà	s á r à			0	1290	s á - r à
12047	BenTey-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	BenTey		bunch, small pile (minimal unit of sale, e.g. of peanuts)	sá:rá	sá.árá	s á á r á			0	1290	s á á r á
12051	JamsayDouentza-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	JamsayDouentza		bunch, small pile (minimal unit of sale, e.g. of peanuts)	sá:rá, pó:	pó-ó	p ó - ó			0	1291	p ó - ó
12052	Mombo-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	Mombo		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tírì	tírì	t í r ì			0	1292	t í - r ì
12053	Najamba-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	Najamba		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tùmbó\\tùmbé	tù-mbó	t ù - mb ó	t ù mb é		0	1293	t ù - mb ó
12054	Najamba-2702_bunchsmallpileminimalunitofsaleegofpeanuts-2	Najamba		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tùmbó\\tùmbé	tù-mbó	t ù - mb ó	t ù mb é		0	1293	t ù - mb ó
12055	Nanga-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	Nanga		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tùyâ	tùyâ	t ù j â			0	1294	t ù j â
12057	PergeTegu-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	PergeTegu		bunch, small pile (minimal unit of sale, e.g. of peanuts)	kùrɔ́	kùrɔ́	k ù r ɔ́			0	1295	k ù r ɔ́
12059	TogoKan-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	TogoKan		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tì:rɛ́	tì.ìrɛ́	t ì ì r ɛ́			0	1292	t ì ì r ɛ́
12060	TommoSoTongoTongo-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	TommoSoTongoTongo		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tììrú	tììrú	t ì ì r ú			0	1292	t ì ì r ú
12061	ToroTegu-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	ToroTegu		bunch, small pile (minimal unit of sale, e.g. of peanuts)	sárà	sárà	s á r à			0	1290	s á - r à
12062	YandaDom-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	YandaDom		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tì:dù	tì.ìdù	t ì ì d ù			0	1292	t ì ì d ù
12063	YornoSo-2702_bunchsmallpileminimalunitofsaleegofpeanuts-1	YornoSo		bunch, small pile (minimal unit of sale, e.g. of peanuts)	tì:rú	tì.ìrú	t ì ì r ú			0	1292	t ì ì r ú
17072	BankanTey-2709_burnegpapergrassfabric-1	BankanTey		burn (e.g. paper, grass, fabric)	dɔ́	d-ɔ́	d - ɔ́			0	1304	d - ɔ́
17073	BenTey-2709_burnegpapergrassfabric-1	BenTey		burn (e.g. paper, grass, fabric)	dɔ̌	d-ɔ̌	d - ɔ̌			0	1304	d - ɔ̌
17077	JamsayDouentza-2709_burnegpapergrassfabric-1	JamsayDouentza		burn (e.g. paper, grass, fabric)	dɛ̌:	dɛ̀-ɛ́	d ɛ̀ - ɛ́			0	1305	d ɛ̀ - ɛ́ - -
17079	Mombo-2709_burnegpapergrassfabric-1	Mombo		burn (e.g. paper, grass, fabric)	yá:rè	yá-.árè	j á - á r è			0	1306	j á - á r è
17080	Najamba-2709_burnegpapergrassfabric-1	Najamba		burn (e.g. paper, grass, fabric)	tógándí	tóɡ-á-ndí	t ó ɡ - á - nd í			0	1307	t ó ɡ - á - nd í
17081	Nanga-2709_burnegpapergrassfabric-1	Nanga		burn (e.g. paper, grass, fabric)	kúwómí	kúw-ó-mí	k ú w - ó - m í			0	1308	k ú w - ó - m í
17083	PergeTegu-2709_burnegpapergrassfabric-1	PergeTegu		burn (e.g. paper, grass, fabric)	dɛ̌:	dɛ̀-ɛ́	d ɛ̀ - ɛ́			0	1305	d ɛ̀ - ɛ́ - -
17086	TogoKan-2709_burnegpapergrassfabric-1	TogoKan		burn (e.g. paper, grass, fabric)	tɛ́:rì	tɛ́-.ɛ́rì	t ɛ́ - ɛ́ r ì			0	1305	t ɛ́ - ɛ́ r ì
17087	TommoSoTongoTongo-2709_burnegpapergrassfabric-1	TommoSoTongoTongo		burn (e.g. paper, grass, fabric)	dìyⁿɛ́	dìj-.∼ɛ́	d ì dʒ - <<∼>> ɛ́			0	1309	d ì dʒ - <<∼>> ɛ́
17088	ToroTegu-2709_burnegpapergrassfabric-1	ToroTegu		burn (e.g. paper, grass, fabric)	dɔ́\\dɔ́	d-ɔ́	d - ɔ́			0	1304	d - ɔ́
17089	YandaDom-2709_burnegpapergrassfabric-1	YandaDom		burn (e.g. paper, grass, fabric)	gòlò kúndó	ɡòlò-kúndó	ɡ ò l ò - k ú nd ó			0	1310	ɡ ò l ò - k ú nd ó
17090	YornoSo-2709_burnegpapergrassfabric-1	YornoSo		burn (e.g. paper, grass, fabric)	dɛ̌:\\dɛ̌:	dɛ̀-ɛ́	d ɛ̀ - ɛ́			0	1305	d ɛ̀ - ɛ́ - -
967	BankanTey-2714_burysb-1	BankanTey		bury (sb)	bèsí	bès-í	b è s - í			0	1317	b è s - í
968	BenTey-2714_burysb-1	BenTey		bury (sb)	bɛ̀sí	bɛ̀-sí	b ɛ̀ - s í			0	1318	b ɛ̀ - - s í
975	JamsayDouentza-2714_burysb-1	JamsayDouentza		bury (sb)	bɔ̌:, bèjé	bɔ̀-ɔ́	b ɔ̀ - ɔ́			0	1319	b ɔ̀ - - - ɔ́
976	JamsayDouentza-2714_burysb-2	JamsayDouentza		bury (sb)	bɔ̌:, bèjé	bèd-ʒé	b è d - ʒ é			0	1318	b è d - ʒ é
977	Mombo-2714_burysb-1	Mombo		bury (sb)	díŋgé	díŋɡ-é	d í ŋ ɡ - é			0	1320	d í ŋ ɡ - é
978	Najamba-2714_burysb-1	Najamba		bury (sb)	bèjí\\bèjè	bèd-ʒè	b è d - ʒ è			0	1318	b è d - ʒ è
979	Najamba-2714_burysb-2	Najamba		bury (sb)	bèjí\\bèjè	bèd-ʒè	b è d - ʒ è			0	1318	b è d - ʒ è
980	Nanga-2714_burysb-1	Nanga		bury (sb)	bɛ̀sí	bɛ̀-sí	b ɛ̀ - s í			0	1318	b ɛ̀ - - s í
982	PergeTegu-2714_burysb-1	PergeTegu		bury (sb)	bìyⁿɛ́	bìj-.∼ɛ́	b ì dʒ - <<∼>> ɛ́			0	1321	b ì dʒ - <<∼>> ɛ́
986	TogoKan-2714_burysb-1	TogoKan		bury (sb)	bìyɛ́	bìy-ɛ́	b ì j - ɛ́			0	1317	b ì j - ɛ́
987	TommoSoTongoTongo-2714_burysb-1	TommoSoTongoTongo		bury (sb)	bòdó, ǹjíró, ádárá	bòd-ó	b ò d - ó			0	1319	b ò d - - ó
988	TommoSoTongoTongo-2714_burysb-2	TommoSoTongoTongo		bury (sb)	bòdó, ǹjíró, ádárá	ǹdʒí-ró	n d ʒ í - r ó			0	1323	n d ʒ í - r ó
989	TommoSoTongoTongo-2714_burysb-3	TommoSoTongoTongo		bury (sb)	bòdó, ǹjíró, ádárá	ádá-rá	á d á - r á			0	1325	á d á - r á
992	ToroTegu-2714_burysb-1	ToroTegu		bury (sb)	bǐw\\bìwá	bìw-á	b ì w - á			0	1322	b ì w - á
993	ToroTegu-2714_burysb-2	ToroTegu		bury (sb)	bǐw\\bìwá	bìw-á	b ì w - á			0	1322	b ì w - á
994	YandaDom-2714_burysb-1	YandaDom		bury (sb)	bèzé\\bèzèlí (corpse), bùdɔ́\\bùdàlí (corpse or object)	bèz-é	b è z - é			0	1317	b è z - é
995	YandaDom-2714_burysb-2	YandaDom		bury (sb)	bèzé\\bèzèlí (corpse), bùdɔ́\\bùdàlí (corpse or object)	bùd-ɔ́	b ù d - ɔ́			0	1324	b ù d - ɔ́
996	YandaDom-2714_burysb-3	YandaDom		bury (sb)	bèzé\\bèzèlí (corpse), bùdɔ́\\bùdàlí (corpse or object)	bùd-ɔ́	b ù d - ɔ́			0	1324	b ù d - ɔ́
997	YornoSo-2714_burysb-1	YornoSo		bury (sb)	bòjó\\bòjú	bòd-ʒó	b ò d - ʒ ó			0	1319	b ò d - ʒ ó
998	YornoSo-2714_burysb-2	YornoSo		bury (sb)	bòjó\\bòjú	bòd-ʒó	b ò d - ʒ ó			0	1319	b ò d - ʒ ó
1318	BankanTey-2726_buttock-1	BankanTey		buttock	bù:tùmbây	bù.ùtù-mbâ-y	b ù ù t ù - mb â - j			0	1338	b ù ù t ù - mb â - j
1319	BenTey-2726_buttock-1	BenTey		buttock	bìntùmɔ̂yⁿ	bì-ntù-mɔ̂-j.∼	b ì - n t ù - m ɔ̂ - dʒ <<∼>>			0	1339	b ì - n t ù - m ɔ̂ - dʒ <<∼>>
1325	JamsayDouentza-2726_buttock-1	JamsayDouentza		buttock	bɔ̀túmó	bɔ̀tú-mó	b ɔ̀ t ú - m ó			0	1340	b ɔ̀ t ú - - m ó
1326	Mombo-2726_buttock-1	Mombo		buttock	sùkùndù táŋgù	sùkù-ndù_-tá-ŋɡù	s ù k ù - nd ù + t á - ŋ ɡ ù			0	1341 1342	s ù k ù - nd ù + t á - ŋ ɡ ù
1327	Najamba-2726_buttock-1	Najamba		buttock	pùrmbǎ:\\pùrmbɛ̌:	pùr-mbà.á	p ù r - mb à á	p ù r mb ɛ̀ ɛ́		0	1343	p ù r - mb à á
1328	Nanga-2726_buttock-1	Nanga		buttock	dùmbòdúmbá	dù-mbò-dú-mbá	d ù - mb ò - d ú - mb á			0	1344	d ù - mb ò - d ú - mb á
1330	PergeTegu-2726_buttock-1	PergeTegu		buttock	làtúmbɔ́	làtú-mbɔ́	l à t ú - mb ɔ́			0	1340	l à t ú - - mb ɔ́
1333	TogoKan-2726_buttock-1	TogoKan		buttock	bɔ̀rɔ́, bɔ̀rɔ̀kárá	bɔ̀rɔ́	b ɔ̀ r ɔ́			0	1345	b ɔ̀ r ɔ́ - - - - -
1334	TogoKan-2726_buttock-2	TogoKan		buttock	bɔ̀rɔ́, bɔ̀rɔ̀kárá	bɔ̀rɔ̀-kárá	b ɔ̀ r ɔ̀ - k á r á			0	1345	b ɔ̀ r ɔ̀ - k á r á
1335	TommoSoTongoTongo-2726_buttock-1	TommoSoTongoTongo		buttock	dùmmɔ̀ bànjá, dùmmɔ̀ dɔ́njɔ́	dùm-mɔ̀_bàn-já	d ù m - m ɔ̀ + b à n - dʒ á			0	1340 1346	- - d ù m - m ɔ̀ + b à n - dʒ á
1336	TommoSoTongoTongo-2726_buttock-2	TommoSoTongoTongo		buttock	dùmmɔ̀ bànjá, dùmmɔ̀ dɔ́njɔ́	dùm-mɔ̀_dɔ́n-jɔ́	d ù m - m ɔ̀ + d ɔ́ n - dʒ ɔ́			0	1340 1349	- - d ù m - m ɔ̀ + d ɔ́ n - dʒ ɔ́
1339	ToroTegu-2726_buttock-1	ToroTegu		buttock	pùrcɛ̀tá	pùr-tʃɛ̀tá	p ù r - t ʃ ɛ̀ t á			0	1347	p ù r - t ʃ ɛ̀ t á
1340	YandaDom-2726_buttock-1	YandaDom		buttock	dùmòzɔ́zɔ́rɔ́	dùmò-zɔ́zɔ́-rɔ́	d ù m ò - z ɔ́ z ɔ́ - r ɔ́			0	1348	d ù m ò - z ɔ́ z ɔ́ - r ɔ́
1341	YornoSo-2726_buttock-1	YornoSo		buttock	dúmɔ́	dú-mɔ́	d ú - m ɔ́			0	1340	- - d ú - - m ɔ́
12160	BankanTey-2731_buypurchase-1	BankanTey		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12161	BenTey-2731_buypurchase-1	BenTey		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12167	JamsayDouentza-2731_buypurchase-1	JamsayDouentza		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12168	Mombo-2731_buypurchase-1	Mombo		buy, purchase	swɛ́:	swɛ́-ɛ́	s w ɛ́ - ɛ́			0	1357	s w ɛ́ - ɛ́
12169	Najamba-2731_buypurchase-1	Najamba		buy, purchase	dɔ̀nɛ́	dɔ̀-nɛ́	d ɔ̀ - n ɛ́			0	1358	d ɔ̀ - n ɛ́
12170	Nanga-2731_buypurchase-1	Nanga		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12172	PergeTegu-2731_buypurchase-1	PergeTegu		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12175	TogoKan-2731_buypurchase-1	TogoKan		buy, purchase	ɛ́wɛ́	ɛ́w-ɛ́	ɛ́ w - ɛ́			0	1356	ɛ́ w - ɛ́
12176	TommoSoTongoTongo-2731_buypurchase-1	TommoSoTongoTongo		buy, purchase	ɛ́bɛ́	ɛ́b-ɛ́	ɛ́ b - ɛ́			0	1359	ɛ́ b - ɛ́
12177	ToroTegu-2731_buypurchase-1	ToroTegu		buy, purchase	ɛ́w\\ɛ́wá	ɛ́w-á	ɛ́ w - á			0	1356	ɛ́ w - á
12178	ToroTegu-2731_buypurchase-2	ToroTegu		buy, purchase	ɛ́w\\ɛ́wá	ɛ́w-á	ɛ́ w - á			0	1356	ɛ́ w - á
12179	YandaDom-2731_buypurchase-1	YandaDom		buy, purchase	ɛ́bɛ́\\ɛ́bálì	ɛ́b-ɛ́	ɛ́ b - ɛ́			0	1359	ɛ́ b - ɛ́
12180	YandaDom-2731_buypurchase-2	YandaDom		buy, purchase	ɛ́bɛ́\\ɛ́bálì	ɛ́b-ɛ́	ɛ́ b - ɛ́			0	1359	ɛ́ b - ɛ́
12181	YornoSo-2731_buypurchase-1	YornoSo		buy, purchase	ɛ́bɛ́\\ɛ́bɛ́	ɛ́b-ɛ́	ɛ́ b - ɛ́			0	1359	ɛ́ b - ɛ́
5643	BankanTey-2737_calabashgeneralterm-1	BankanTey		calabash (general term)	kɔ̀sû:	kɔ̀sú.ù	k ɔ̀ s ú ù			0	1371	k ɔ̀ - s ú ù
5644	BenTey-2737_calabashgeneralterm-1	BenTey		calabash (general term)	kɔ̀sû:	kɔ̀sú.ù	k ɔ̀ s ú ù			0	1371	k ɔ̀ - s ú ù
5650	JamsayDouentza-2737_calabashgeneralterm-1	JamsayDouentza		calabash (general term)	kàjú	kàdʒú	k à d ʒ ú			0	1371	k à d ʒ ú -
5652	Mombo-2737_calabashgeneralterm-1	Mombo		calabash (general term)	kɔ́bɛ́	kɔ́bɛ́	k ɔ́ b ɛ́			0	1372	k ɔ́ b ɛ́
5653	Najamba-2737_calabashgeneralterm-1	Najamba		calabash (general term)	kɔ̀ríyɔ̀\\kɔ̀ríyɛ̀	kɔ̀rí-yɔ̀	k ɔ̀ r í - j ɔ̀	k ɔ̀ r í j ɛ̀		0	1373	k ɔ̀ r í - j ɔ̀
5654	Najamba-2737_calabashgeneralterm-2	Najamba		calabash (general term)	kɔ̀ríyɔ̀\\kɔ̀ríyɛ̀	kɔ̀rí-yɔ̀	k ɔ̀ r í - j ɔ̀	k ɔ̀ r í j ɛ̀		0	1373	k ɔ̀ r í - j ɔ̀
5655	Nanga-2737_calabashgeneralterm-1	Nanga		calabash (general term)	kɔ̀sî	kɔ̀sî	k ɔ̀ s î			0	1371	k ɔ̀ - s î -
5657	PergeTegu-2737_calabashgeneralterm-1	PergeTegu		calabash (general term)	kàsú	kàsú	k à s ú			0	1371	k à - s ú -
5660	TogoKan-2737_calabashgeneralterm-1	TogoKan		calabash (general term)	kàjú	kàdʒú	k à d ʒ ú			0	1371	k à d ʒ ú -
5661	TommoSoTongoTongo-2737_calabashgeneralterm-1	TommoSoTongoTongo		calabash (general term)	kɔ̀rɔ́	kɔ̀rɔ́	k ɔ̀ r ɔ́			0	1374	k ɔ̀ r ɔ́
5663	ToroTegu-2737_calabashgeneralterm-1	ToroTegu		calabash (general term)	kàsú	kàsú	k à s ú			0	1371	k à - s ú -
5664	YandaDom-2737_calabashgeneralterm-1	YandaDom		calabash (general term)	kɔ̀dɔ̀	kɔ̀dɔ̀	k ɔ̀ d ɔ̀			0	1374	k ɔ̀ d ɔ̀
5665	YornoSo-2737_calabashgeneralterm-1	YornoSo		calabash (general term)	kɔ̀rɔ́	kɔ̀rɔ́	k ɔ̀ r ɔ́			0	1374	k ɔ̀ r ɔ́
71	BankanTey-2762_calf-1	BankanTey		calf	nà:yîm\\nà:yî:	nà.à_yî-m	n à à + j î - m	n à à + j í ì		0	1385 1386	n à à - - + j î - m
72	BenTey-2762_calf-1	BenTey		calf	nà: yǐm	nà.à_yǐ-m	n à à + j ǐ - m	n à à + j ǐ		0	1385 1386	n à à - - + j ǐ - m
76	JamsayDouentza-2762_calf-1	JamsayDouentza		calf	nàŋî:ⁿ	nàŋ_í.ì-ⁿ	n à ŋ + í ì	n à ŋ + í ì ∼ - u m		0	1385 1387	n à - ŋ - + - - í - ì
77	Mombo-2762_calf-1	Mombo		calf	nà: wé:	nà.à_wé.é	n à à + w é é			0	1385 1388	n à à - - + w é é
78	Najamba-2762_calf-1	Najamba		calf	nà:mbî:\\nà:mbû:	nà.à-mbí.ì	n à à - mb í ì	n à à - mb ú ù		0	1389	n à à - mb í ì
79	Nanga-2762_calf-1	Nanga		calf	nàŋà yî:	nàŋà_yí.ì	n à ŋ à + j í ì	n à ŋ à + j ì - t ɛ̀ ɡ ɛ̂		0	1385 1386	n à - ŋ à + j í ì -
81	PergeTegu-2762_calf-1	PergeTegu		calf	nàŋî:ⁿ	nàŋ_í.ì-ⁿ	n à ŋ + í ì			0	1385 1387	n à - ŋ - + - - í - ì
83	TogoKan-2762_calf-1	TogoKan		calf	nàŋí:ⁿ	nàŋ_í.í-ⁿ	n à ŋ + í í	n à ŋ + í í ∼ b è		0	1385 1387	n à - ŋ - + - - í - í
84	TommoSoTongoTongo-2762_calf-1	TommoSoTongoTongo		calf	nàà íí, ɔ̀líí nàà	nàà_íí	n à à + í í	n à à + ú - l - û m		0	1385 1387	n à à - - + - - í - í
85	TommoSoTongoTongo-2762_calf-2	TommoSoTongoTongo		calf	nàà íí, ɔ̀líí nàà	ɔ̀líí_nàà	ɔ̀ l í í + n à à	ɔ̀ l ú l û m + n à à mb e		0	1387 1385	ɔ̀ l í - í + n à à - -
88	ToroTegu-2762_calf-1	ToroTegu		calf	nàŋà[ìrⁿí:]	nàŋàì-r.∼í.í	n à ŋ à ì - r <<∼>> í í	n à ŋ à + ì m - í í		0	1390	n à ŋ à ì - r <<∼>> í í
89	YandaDom-2762_calf-1	YandaDom		calf	nǎyyè\\mù	nǎ_yyè	n ǎ + j j è	n a + j j e - m ù		0	1385 1391	n ǎ - - - + j j è
90	YornoSo-2762_calf-1	YornoSo		calf	nà:î:	nà-à_í-ì	n à - à + í - ì	n à à + ú r ∼ ù - m		0	1385 1387	n à - - à + - - í - ì
1911	BankanTey-2763_calfofleg-1	BankanTey		calf (of leg)	ǹdɔ̀sɔ̀ bɔ́:rì	ǹdɔ̀sɔ̀_bɔ́.ɔ́rì	n d ɔ̀ s ɔ̀ + b ɔ́ ɔ́ r ì			0	1410 1411	n d ɔ̀ s ɔ̀ + b ɔ́ ɔ́ r ì
1912	BenTey-2763_calfofleg-1	BenTey		calf (of leg)	tùtɔ̀sî: ~ tìtɔ̀sî:	tìtɔ̀-sí.ì	t ì t ɔ̀ - s í ì			0	1412	t ì t ɔ̀ - - s í ì
1917	JamsayDouentza-2763_calfofleg-1	JamsayDouentza		calf (of leg)	tìtɔ̀jú	tìtɔ̀-dʒú	t ì t ɔ̀ - d ʒ ú			0	1412	t ì t ɔ̀ - d ʒ ú -
1918	Mombo-2763_calfofleg-1	Mombo		calf (of leg)	tódyè	tód-yè	t ó d - j è			0	1413	t ó d - j è
1919	Najamba-2763_calfofleg-1	Najamba		calf (of leg)	nà:pǒlŋgó\\pòlé	nà.àpǒ-l-ŋɡó	n à à p ǒ - l - ŋ ɡ ó	n à à - p ǒ l - ŋɡ ó - p ò l é		0	1414	n à à p ǒ - l - ŋ ɡ ó
1920	Nanga-2763_calfofleg-1	Nanga		calf (of leg)	tɔ̀tɔ́sî	tɔ̀tɔ́-sî	t ɔ̀ t ɔ́ - s î			0	1412	t ɔ̀ t ɔ́ - - s î -
1921	PergeTegu-2763_calfofleg-1	PergeTegu		calf (of leg)	tɔ̀tɔ̀sú	tɔ̀tɔ̀-sú	t ɔ̀ t ɔ̀ - s ú			0	1412	t ɔ̀ t ɔ̀ - - s ú -
1924	TogoKan-2763_calfofleg-1	TogoKan		calf (of leg)	tɔ̀tɔ̀jú	tɔ̀tɔ̀-dʒú	t ɔ̀ t ɔ̀ - d ʒ ú			0	1412	t ɔ̀ t ɔ̀ - d ʒ ú -
1925	TommoSoTongoTongo-2763_calfofleg-1	TommoSoTongoTongo		calf (of leg)	ànù tɔ̀dú, wòòbù súí	ànù_tɔ̀dú	à n ù + t ɔ̀ d ú			0	1415 1412	à n ù + t ɔ̀ d - - - - ú -
1926	TommoSoTongoTongo-2763_calfofleg-2	TommoSoTongoTongo		calf (of leg)	ànù tɔ̀dú, wòòbù súí	wòòbù_súí	w ò ò b ù + s ú í			0	1417 1418	w ò ò b ù + s ú í
1929	ToroTegu-2763_calfofleg-1	ToroTegu		calf (of leg)	kùwɔ̀gɔ̀gɔ̀rɔ́	kùwɔ̀-ɡɔ̀ɡɔ̀-rɔ́	k ù w ɔ̀ - ɡ ɔ̀ ɡ ɔ̀ - r ɔ́			0	1416	k ù w ɔ̀ - ɡ ɔ̀ ɡ ɔ̀ - r ɔ́
1930	YandaDom-2763_calfofleg-1	YandaDom		calf (of leg)	tɔ̀zù	tɔ̀zù	t ɔ̀ z ù			0	1412	t ɔ̀ - - - - z ù -
1931	YornoSo-2763_calfofleg-1	YornoSo		calf (of leg)	tɔ̀jú	tɔ̀dʒú	t ɔ̀ d ʒ ú			0	1412	t ɔ̀ d - - - ʒ ú -
11066	BankanTey-2765_callsbtocomesummonconvokesb-1	BankanTey		call (sb, to come), summon, convoke (sb)	ɲǎn\\ɲàrⁿâ	ɲàr-.∼â	ɲ à r - <<∼>> â			0	1427	ɲ à r - <<∼>> â
11067	BankanTey-2765_callsbtocomesummonconvokesb-2	BankanTey		call (sb, to come), summon, convoke (sb)	ɲǎn\\ɲàrⁿâ	ɲàr-.∼â	ɲ à r - <<∼>> â			0	1427	ɲ à r - <<∼>> â
11068	BenTey-2765_callsbtocomesummonconvokesb-1	BenTey		call (sb, to come), summon, convoke (sb)	ɲàrⁿí	ɲàr-.∼í	ɲ à r - <<∼>> í			0	1427	ɲ à r - <<∼>> í
11073	JamsayDouentza-2765_callsbtocomesummonconvokesb-1	JamsayDouentza		call (sb, to come), summon, convoke (sb)	bɔ̀rⁿɔ́	bɔ̀-r.∼ɔ́	b ɔ̀ - r <<∼>> ɔ́			0	1428	b ɔ̀ - r <<∼>> ɔ́
11075	Mombo-2765_callsbtocomesummonconvokesb-1	Mombo		call (sb, to come), summon, convoke (sb)	yálé	yál-é	j á l - é			0	1429	j á l - é
11076	Najamba-2765_callsbtocomesummonconvokesb-1	Najamba		call (sb, to come), summon, convoke (sb)	yàndí\\yàndè	yànd-è	j à nd - è			0	1429	j à nd - è
11077	Najamba-2765_callsbtocomesummonconvokesb-2	Najamba		call (sb, to come), summon, convoke (sb)	yàndí\\yàndè	yànd-è	j à nd - è			0	1429	j à nd - è
11078	Nanga-2765_callsbtocomesummonconvokesb-1	Nanga		call (sb, to come), summon, convoke (sb)	ɲǎ:rⁿí	ɲà.á-r.∼í	ɲ à á - r <<∼>> í			0	1430	ɲ à á - r <<∼>> í
11080	PergeTegu-2765_callsbtocomesummonconvokesb-1	PergeTegu		call (sb, to come), summon, convoke (sb)	sɔ́rⁿɔ́	sɔ́-r.∼ɔ́	s ɔ́ - r <<∼>> ɔ́			0	1431	s ɔ́ - r <<∼>> ɔ́
11083	TogoKan-2765_callsbtocomesummonconvokesb-1	TogoKan		call (sb, to come), summon, convoke (sb)	bɔ̀rⁿɔ́	bɔ̀-r.∼ɔ́	b ɔ̀ - r <<∼>> ɔ́			0	1428	b ɔ̀ - r <<∼>> ɔ́
11084	TommoSoTongoTongo-2765_callsbtocomesummonconvokesb-1	TommoSoTongoTongo		call (sb, to come), summon, convoke (sb)	bòó	bò-ó	b ò - ó			0	1432	b ò - ó - -
11085	ToroTegu-2765_callsbtocomesummonconvokesb-1	ToroTegu		call (sb, to come), summon, convoke (sb)	sórⁿú\\sórⁿó	sór-.∼ó	s ó r - <<∼>> ó			0	1433	s ó r - <<∼>> ó
11086	ToroTegu-2765_callsbtocomesummonconvokesb-2	ToroTegu		call (sb, to come), summon, convoke (sb)	sórⁿú\\sórⁿó	sór-.∼ó	s ó r - <<∼>> ó			0	1433	s ó r - <<∼>> ó
11087	YandaDom-2765_callsbtocomesummonconvokesb-1	YandaDom		call (sb, to come), summon, convoke (sb)	yàndú\\yàndàlí	yànd-àlí	j à nd - à l í			0	1434	j à nd - à l í
11088	YandaDom-2765_callsbtocomesummonconvokesb-2	YandaDom		call (sb, to come), summon, convoke (sb)	yàndú\\yàndàlí	yànd-àlí	j à nd - à l í			0	1434	j à nd - à l í
11089	YornoSo-2765_callsbtocomesummonconvokesb-1	YornoSo		call (sb, to come), summon, convoke (sb)	bǒ:nɔ́	bò-.ónɔ́	b ò - ó n ɔ́			0	1432	b ò - ó n ɔ́
25	BankanTey-2771_camel-1	BankanTey		camel	ɔ̀:ɲɛ̂ⁿm\\ɔ̀:ɲɛ̂ⁿ	ɔ̀.ɔ̀_ɲɛ̂.∼-m	ɔ̀ ɔ̀ + ɲ ɛ̂ <<∼>> - m	ɔ̀ ɔ̀ + ɲ ɛ̂ ∼		0	1444 1445	ɔ̀ - ɔ̀ + ɲ ɛ̂ <<∼>> - m
26	BenTey-2771_camel-1	BenTey		camel	ɔ̀:ɲùwⁿɔ̂m	ɔ̀.ɔ̀_ɲùw.∼ɔ̂-m	ɔ̀ ɔ̀ + ɲ ù w <<∼>> ɔ̂ - m			0	1444 1446	ɔ̀ - ɔ̀ + ɲ ù w <<∼>> ɔ̂ - m
32	JamsayDouentza-2771_camel-1	JamsayDouentza		camel	ɔ̀ɣɔ̀ɲùŋó	ɔ̀ɣɔ̀_ɲùŋó	ɔ̀ ɣ ɔ̀ + ɲ ù ŋ ó			0	1444 1447	ɔ̀ ɣ ɔ̀ + ɲ ù ŋ ó - - -
33	Mombo-2771_camel-1	Mombo		camel	ɲɔ̀ŋɔ̀mɛ́	ɲɔ̀ŋɔ̀-mɛ́	ɲ ɔ̀ ŋ ɔ̀ - m ɛ́			0	1447	ɲ ɔ̀ ŋ ɔ̀ - m ɛ́
34	Najamba-2771_camel-1	Najamba		camel	ɲ̀ɔ̀ŋɔ̀mɛ́\\ɲɔ̀ŋɔ̌:mbó	ɲɔ̀ŋɔ̀-mɛ́	ɲ ɔ̀ ŋ ɔ̀ - m ɛ́	ɲ ɔ̀ ŋ ɔ̀ ɔ́ - mb ó		0	1447	ɲ ɔ̀ ŋ ɔ̀ - m ɛ́
