ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	POS	CONCEPTICON_GLOSS
9107	YandaDom	judgement, ruling (on a case)	sàlíyà	sàlíyà	s à/a l í/i j à/a		noun	JUDGMENT
9108	YornoSo	judgement, ruling (on a case)	sàlɛ̂:	sàlɛ̂:	s à/a l ɛ̂:/ɛː		noun	JUDGMENT
13460	BankanTey	jump (verb only)	pótó	pótó	p ó/o t ó/o		verb	JUMP
13461	BenTey	jump (verb only)	péré, pété	péré	p é/e r é/e		verb	JUMP
13462	Bunoge	jump (verb only)	tómbè	tómbè	t ó/o ⁿb è/e		verb	JUMP
13463	DogulDomBendiely	jump (verb only)	tòmbé	tòmbé	t ò/o ⁿb é/e		verb	JUMP
13464	DogulDomKundialang	jump (verb only)	tómbè	tómbè	t ó/o ⁿb è/e		verb	JUMP
13465	DonnoSo	jump (verb only)	tómbò\\tómbè	tómbò	t ó/o ⁿb ò/o		verb	JUMP
13466	Gourou	jump (verb only)	péré	péré	p é/e r é/e		verb	JUMP
13467	JamsayDouentza	jump (verb only)	péré	péré	p é/e r é/e		verb	JUMP
13468	Mombo	jump (verb only)	tómbé	tómbé	t ó/o ⁿb é/e		verb	JUMP
13469	Najamba	jump (verb only)	tómbí	tómbí	t ó/o ⁿb í/i		verb	JUMP
13470	Nanga	jump (verb only)	tómbó	tómbó	t ó/o ⁿb ó/o		verb	JUMP
13471	Penange	jump (verb only)	tómbé	tómbé	t ó/o ⁿb é/e		verb	JUMP
13472	PergeTegu	jump (verb only)	pété	pété	p é/e t é/e		verb	JUMP
13473	TebulUre	jump (verb only)	tómbó (tómbótì)	tómbó_	t ó/o ⁿb ó/o		verb	JUMP
13474	Tiranige	jump (verb only)	tómbó	tómbó	t ó/o ⁿb ó/o		verb	JUMP
13475	TogoKan	jump (verb only)	kírì:\\kíré:	kírì:	k í/i r ì:/iː		verb	JUMP
13476	TommoSoTongoTongo	jump (verb only)	tómbó	tómbó	t ó/o ⁿb ó/o		verb	JUMP
13477	ToroTegu	jump (verb only)	tórú\\tóró	tórú	t ó/o r ú/u		verb	JUMP
13478	YandaDom	jump (verb only)	tómbó\\tómbólì	tómbó	t ó/o ⁿb ó/o		verb	JUMP
13479	YornoSo	jump (verb only)	tómɔ́\\tómú	tómɔ́	t ó/o m ɔ́/ɔ		verb	JUMP
12237	BenTey	keep (sth) (e.g. during the absence of its owner)	dɛ̀yí	dɛ̀yí	d ɛ̀/ɛ j í/i		verb	KEEP
12238	JamsayDouentza	keep (sth) (e.g. during the absence of its owner)	dè:né	dè:né	d è:/eː n é/e		verb	KEEP
12239	Mombo	keep (sth) (e.g. during the absence of its owner)	díndyê:	díndyê:	d í/i ⁿd j ê:/eː		verb	KEEP
12240	Najamba	keep (sth) (e.g. during the absence of its owner)	kúmbíy\\kùmbìyè	kúmbíy	k ú/u ⁿb í/i j		verb	KEEP
12241	Nanga	keep (sth) (e.g. during the absence of its owner)	dɛ̀rí jìmɛ́	dɛ̀rí_jìmɛ́	d ɛ̀/ɛ r í/i + dʒ ì/i m ɛ́/ɛ		verb	KEEP
12242	PergeTegu	keep (sth) (e.g. during the absence of its owner)	jìyé	jìyé	dʒ ì/i j é/e		verb	KEEP
12243	TogoKan	keep (sth) (e.g. during the absence of its owner)	dǎ:ǹ\\dá:ná	dǎ:ǹ	d ǎ:/aː ǹ/n		verb	KEEP
12244	TommoSoTongoTongo	keep (sth) (e.g. during the absence of its owner)	gàwíyɛ́	gàwíyɛ́	ɡ à/a w í/i j ɛ́/ɛ		verb	KEEP
12245	ToroTegu	keep (sth) (e.g. during the absence of its owner)	dèlú\\dèlé	dèlú	d è/e l ú/u		verb	KEEP
12246	YandaDom	keep (sth) (e.g. during the absence of its owner)	gɛ̀líyɛ́\\gɛ̀lìyàlí	gɛ̀líyɛ́	ɡ ɛ̀/ɛ l í/i j ɛ́/ɛ		verb	KEEP
12247	YornoSo	keep (sth) (e.g. during the absence of its owner)	gɛ̀lɛ́:\\gɛ̀lí:	gɛ̀lɛ́:	ɡ ɛ̀/ɛ l ɛ́:/ɛː		verb	KEEP
6921	BankanTey	key (for traditional lock)	tà:ⁿyî:	tà:ⁿyî:	t à:ⁿ/ãː j î:/iː		noun	KEY
6922	BenTey	key (for traditional lock)	tà:ⁿyî:	tà:ⁿyî:	t à:ⁿ/ãː j î:/iː		noun	KEY
6923	Bunoge	key (for traditional lock)	tá:bè ("doorchild")	tá:bè_	t á:/aː b è/e		noun	KEY
6924	DogulDomKundialang	key (for traditional lock)	káygè:g	káygè:g	k á/a j ɡ è:/eː ɡ		noun	KEY
6925	DonnoSo	key (for traditional lock)	tàŋî:	tàŋî:	t à/a ŋ î:/iː		noun	KEY
6926	Gourou	key (for traditional lock)	kɛ̀wⁿî:ⁿ	kɛ̀wⁿî:ⁿ	k ɛ̀/ɛ w̃ î:ⁿ/ĩː		noun	KEY
6927	JamsayDouentza	key (for traditional lock)	cɛ̀wⁿî:ⁿ	cɛ̀wⁿî:ⁿ	tʃ ɛ̀/ɛ w̃ î:ⁿ/ĩː		noun	KEY
6928	Mombo	key (for traditional lock)	bǒy	bǒy	b ǒ/o j		noun	KEY
6929	Najamba	key (for traditional lock)	tàndàmɛ̂:\\tàndàmɛ̂:mbò	tàndàmɛ̂:	t à/a ⁿd à/a m ɛ̂:/ɛː		noun	KEY
6930	Nanga	key (for traditional lock)	dògìrì ǹjâ	dògìrì_ǹjâ	d ò/o ɡ ì/i r ì/i + ǹ/n dʒ â/a		noun	KEY
6931	Penange	key (for traditional lock)	bòwⁿwê: ("doorchild")	bòwⁿwê:_	b ò/o w̃ w ê:/eː		noun	KEY
6932	PergeTegu	key (for traditional lock)	kɛ̀wî:ⁿ	kɛ̀wî:ⁿ	k ɛ̀/ɛ w î:ⁿ/ĩː		noun	KEY
6933	TebulUre	key (for traditional lock)	kànjíyɛ́	kànjíyɛ́	k à/a ⁿdʒ í/i j ɛ́/ɛ		noun	KEY
6934	Tiranige	key (for traditional lock)	bówⁿbè	bówⁿbè	b ó/o w̃ b è/e		noun	KEY
6935	TogoKan	key (for traditional lock)	kɛ̀wíⁿ	kɛ̀wíⁿ	k ɛ̀/ɛ w íⁿ/ĩ		noun	KEY
6936	TommoSoTongoTongo	key (for traditional lock)	tàà íí	tàà_íí	t àà/aː + íí/iː		noun	KEY
6937	ToroTegu	key (for traditional lock)	sɔ̀gù[ìrⁿú]	sɔ̀gù	s ɔ̀/ɔ ɡ ù/u		noun	KEY
6938	YandaDom	key (for traditional lock)	sàɲíyè ~ sǎɲɲè	sàɲíyè	s à/a ɲ/ɲ í/i j è/e		noun	KEY
6939	YornoSo	key (for traditional lock)	tà:ýⁿ	tà:ýⁿ	t à:/aː ýⁿ/ỹ		noun	KEY
12625	BankanTey	kick (sth, sb)	támbí	támbí	t á/a ⁿb í/i		verb	KICK
12626	BenTey	kick (sth, sb)	támbí\\támbà	támbí	t á/a ⁿb í/i		verb	KICK
12627	Bunoge	kick (sth, sb)	támbè	támbè	t á/a ⁿb è/e		verb	KICK
12628	DogulDomBendiely	kick (sth, sb)	tàmbɛ́	tàmbɛ́	t à/a ⁿb ɛ́/ɛ		verb	KICK
12629	DonnoSo	kick (sth, sb)	támbà\\támbì	támbà	t á/a ⁿb à/a		verb	KICK
12630	JamsayDouentza	kick (sth, sb)	támá	támá	t á/a m á/a		verb	KICK
12631	JamsayMondoro	kick (sth, sb)	támá	támá	t á/a m á/a		verb	KICK
12632	Mombo	kick (sth, sb)	támbé	támbé	t á/a ⁿb é/e		verb	KICK
12633	Najamba	kick (sth, sb)	bìrɛ́	bìrɛ́	b ì/i r ɛ́/ɛ		verb	KICK
12634	Nanga	kick (sth, sb)	támbí	támbí	t á/a ⁿb í/i		verb	KICK
12635	Penange	kick (sth, sb)	támbé	támbé	t á/a ⁿb é/e		verb	KICK
12636	PergeTegu	kick (sth, sb)	támbá	támbá	t á/a ⁿb á/a		verb	KICK
12637	Tiranige	kick (sth, sb)	páló	páló	p á/a l ó/o		verb	KICK
12638	TogoKan	kick (sth, sb)	támá	támá	t á/a m á/a		verb	KICK
12639	TommoSoTongoTongo	kick (sth, sb)	támbá	támbá	t á/a ⁿb á/a		verb	KICK
12640	ToroTegu	kick (sth, sb)	tám\\táwⁿá = támá	tám	t á/a m		verb	KICK
12641	YandaDom	kick (sth, sb)	támbú\\támbálì	támbú	t á/a ⁿb ú/u		verb	KICK
12642	YornoSo	kick (sth, sb)	támá\\támá xxx[chaining]	támá	t á/a m á/a		verb	KICK
1433	BankanTey	kidney	nàrⁿâyⁿ	nàrⁿâyⁿ	n à/a r̃ â/a yⁿ/ỹ		noun	KIDNEY
1434	BenTey	kidney	nàrⁿìyî:	nàrⁿìyî:	n à/a r̃ ì/i j î:/iː		noun	KIDNEY
1435	Bunoge	kidney	kíbà	kíbà	k í/i b à/a		noun	KIDNEY
1436	DogulDomBendiely	kidney	nàló	nàló	n à/a l ó/o		noun	KIDNEY
1437	DogulDomKundialang	kidney	nàló:	nàló:	n à/a l óː/oː		noun	KIDNEY
1438	DonnoSo	kidney	làlî:	làlî:	l à/a l î:/iː		noun	KIDNEY
1439	JamsayDouentza	kidney	nàrⁿî:	nàrⁿî:	n à/a r̃ î:/iː		noun	KIDNEY
1440	Mombo	kidney	kíbɛ̂y	kíbɛ̂y	k í/i b ɛ̂/ɛ j		noun	KIDNEY
1441	Najamba	kidney	bɔ́:jɛ̀ŋgò\\bɔ́:jɛ̀	bɔ́:jɛ̀ŋgò	b ɔ́ː/ɔː dʒ ɛ̀/ɛ ŋ ɡ ò/o		noun	KIDNEY
1442	Nanga	kidney	nàrⁿìǹjâ	nàrⁿìǹjâ	n à/a r̃ ì/i ǹ/n dʒ â/a		noun	KIDNEY
1443	Penange	kidney	kíbá	kíbá	k í/i b á/a		noun	KIDNEY
1444	PergeTegu	kidney	nàrⁿî:	nàrⁿî:	n à/a r̃ î:/iː		noun	KIDNEY
1445	TebulUre	kidney	làlíyɛ́	làlíyɛ́	l à/a l í/i j ɛ́/ɛ		noun	KIDNEY
1446	Tiranige	kidney	dégéwè\\dégégébègé	dégéwè	d é/e ɡ é/e w è/e		noun	KIDNEY
1447	TogoKan	kidney	gàríⁿ	gàríⁿ	ɡ à/a r íⁿ/ĩ		noun	KIDNEY
1448	TommoSoTongoTongo	kidney	nàlí	nàlí	n à/a l í/i		noun	KIDNEY
1449	TomoKanDiangassagou	kidney	jì:ⁿʔí̀:ⁿ	jì:ⁿʔí̀:ⁿ	dʒ ì:ⁿ/ĩː ʔ í̀:ⁿ/ĩː		noun	KIDNEY
1450	TomoKanSegue	kidney	jùⁿʔí:ⁿ	jùⁿʔí:ⁿ	dʒ ũ̀/ũ ʔ í:ⁿ/ĩː		noun	KIDNEY
1451	ToroTegu	kidney	làràmkúm	làràmkúm	l à/a r à/a m k ú/u m		noun	KIDNEY
1452	YandaDom	kidney	làlíyè	làlíyè	l à/a l í/i j è/e		noun	KIDNEY
1453	YornoSo	kidney	nàrⁿiýⁿ	nàrⁿiýⁿ	n à/a r̃ i ýⁿ/ỹ		noun	KIDNEY
790	Ampari	kill	gíyɔ̀ (gìyɛ̀, gìyɛ́rì)	gíyɔ̀_	ɡ í/i j ɔ̀/ɔ		verb	KILL
791	BankanTey	kill	jɛ́\\jâ	jɛ́	dʒ ɛ́/ɛ		verb	KILL
792	BenTey	kill	jìyɛ́	jìyɛ́	dʒ ì/i j ɛ́/ɛ		verb	KILL
793	Bunoge	kill	gɛ́:wɛ̀ (imperative gèwà)	gɛ́:wɛ̀_	ɡ ɛ́:/ɛː w ɛ̀/ɛ		verb	KILL
794	DogulDomBendiely	kill	gɛ̀wɛ́, sɛ̀mɛ́	gɛ̀wɛ́	ɡ ɛ̀/ɛ w ɛ́/ɛ		verb	KILL
795	DogulDomKundialang	kill	gɛ̀wɛ́	gɛ̀wɛ́	ɡ ɛ̀/ɛ w ɛ́/ɛ		verb	KILL
796	DonnoSo	kill	dǎ:\\dáỳ	dǎ:	d ǎ:/aː		verb	KILL
797	Gourou	kill	wɔ̌:	wɔ̌:	w ɔ̌:/ɔː		verb	KILL
798	JamsayDouentza	kill	wɔ̌:	wɔ̌:	w ɔ̌:/ɔː		verb	KILL
799	JamsayMondoro	kill	wɔ̌:	wɔ̌:	w ɔ̌:/ɔː		verb	KILL
800	Mombo	kill	gyɛ́:	gyɛ́:	ɡ j ɛ́:/ɛː		verb	KILL
801	Najamba	kill	jìyɛ́, gìyɛ́	jìyɛ́	dʒ ì/i j ɛ́/ɛ		verb	KILL
802	Nanga	kill	jìyɛ́, gìyɛ́	jìyɛ́	dʒ ì/i j ɛ́/ɛ		verb	KILL
803	Penange	kill	gíyɛ́	gíyɛ́	ɡ í/i j ɛ́/ɛ		verb	KILL
804	PergeTegu	kill	wɔ̌:	wɔ̌:	w ɔ̌:/ɔː		verb	KILL
805	TebulUre	kill	jɛ̌\\jàlí (jɛ́tì, jɛ̀sɔ́)	jɛ̌	dʒ ɛ̌/ɛ		verb	KILL
806	Tiranige	kill	jɛ́yɔ́	jɛ́yɔ́	dʒ ɛ́/ɛ j ɔ́/ɔ		verb	KILL
807	TogoKan	kill	dàrⁿá	dàrⁿá	d à/a r̃ á/a		verb	KILL
808	TommoSoTongoTongo	kill	dàá	dàá	d ǎ:/aː		verb	KILL
809	TomoKanDiangassagou	kill	dɛ̀lɛ̀	dɛ̀lɛ̀	d ɛ̀/ɛ l ɛ̀/ɛ		verb	KILL
810	TomoKanSegue	kill	dɛ̀lɛ̀	dɛ̀lɛ̀	d ɛ̀/ɛ l ɛ̀/ɛ		verb	KILL
811	ToroTegu	kill	wɔ̌w\\wɔ̌:	wɔ̌w	w ɔ̌/ɔ w		verb	KILL
812	YandaDom	kill	jɛ́\\jàlí	jɛ́	dʒ ɛ́/ɛ		verb	KILL
813	YornoSo	kill	dǎ:\\dǎy	dǎ:	d ǎ:/aː		verb	KILL
8094	BankanTey	kinsman, relative	nûm, nù gúnúm\\gúnú, sá:ràm\\sá:rà	nûm	n û/u m		noun	RELATIVES
8095	BenTey	kinsman, relative	tɔ̌w	tɔ̌w	t ɔ̌/ɔ w		noun	RELATIVES
8096	DonnoSo	kinsman, relative	mànǎŋ, bɔ̌:	mànǎŋ	m à/a n ǎ/a ŋ		noun	RELATIVES
8097	JamsayDouentza	kinsman, relative	mɛ̀rⁿɛ́, tɔ̀gú	mɛ̀rⁿɛ́	m ɛ̀/ɛ r̃ ɛ́/ɛ		noun	RELATIVES
8098	Mombo	kinsman, relative	ńdá	ńdá	ń/n d á/a		noun	RELATIVES
8099	Najamba	kinsman, relative	sá:rà:\\sá:rà:mbò	sá:rà:	s á:/aː r à:/aː		noun	RELATIVES
8100	Nanga	kinsman, relative	tɔ̀gú	tɔ̀gú	t ɔ̀/ɔ ɡ ú/u		noun	RELATIVES
8101	PergeTegu	kinsman, relative	tɔ̀gú	tɔ̀gú	t ɔ̀/ɔ ɡ ú/u		noun	RELATIVES
8102	TebulUre	kinsman, relative	bàíyɛ́	bàíyɛ́	b à/a í/i j ɛ́/ɛ		noun	RELATIVES
8103	TogoKan	kinsman, relative	màrⁿá	màrⁿá	m à/a r̃ á/a		noun	RELATIVES
8104	TommoSoTongoTongo	kinsman, relative	tɔ̀gú	tɔ̀gú	t ɔ̀/ɔ ɡ ú/u		noun	RELATIVES
8105	YandaDom	kinsman, relative	tɔ̀gù\\mù	tɔ̀gù	t ɔ̀/ɔ ɡ ù/u		noun	RELATIVES
8106	YornoSo	kinsman, relative	tɔ̀gú	tɔ̀gú	t ɔ̀/ɔ ɡ ú/u		noun	RELATIVES
12295	BankanTey	knead (dough for millet cakes, with a flat kneading stick)	wò:só	wò:só	w òː/oː s ó/o		verb	KNEAD
12296	BenTey	knead (dough for millet cakes, with a flat kneading stick)	jèŋgé	jèŋgé	dʒ è/e ŋ ɡ é/e		verb	KNEAD
12297	Bunoge	knead (dough for millet cakes, with a flat kneading stick)	náríyè	náríyè	n á/a r í/i j è/e		verb	KNEAD
12298	DonnoSo	knead (dough for millet cakes, with a flat kneading stick)	wàgàdá\\wágùdì, wàgàdàmɔ́\\wágùdùmì	wàgàdá	w à/a ɡ à/a d á/a		verb	KNEAD
12299	Gourou	knead (dough for millet cakes, with a flat kneading stick)	zèŋé	zèŋé	z è/e ŋ é/e		verb	KNEAD
