ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH
15233	BenTey-8_1plsubjectpronominal-1	BenTey		(1Pl subject pronominal)	ỳ∴	ỳ∴	ỳ			1
15234	Bunoge-8_1plsubjectpronominal-1	Bunoge		(1Pl subject pronominal)	ŋ́	ŋ́	ŋ ə́			1
15235	DogulDomBendiely-8_1plsubjectpronominal-1	DogulDomBendiely		(1Pl subject pronominal)	ó	ó	ó			1
15236	DonnoSo-8_1plsubjectpronominal-1	DonnoSo		(1Pl subject pronominal)	ŋ, ʸŋ	ŋ	ŋ			1
15237	JamsayDouentza-8_1plsubjectpronominal-1	JamsayDouentza		(1Pl subject pronominal)	y	y	j			1
15238	Mombo-8_1plsubjectpronominal-1	Mombo		(1Pl subject pronominal)	Ǹ	Ǹ	n ə̀			1
15239	Najamba-8_1plsubjectpronominal-1	Najamba		(1Pl subject pronominal)	y	y	j			1
15240	Nanga-8_1plsubjectpronominal-1	Nanga		(1Pl subject pronominal)	ỳ∴	ỳ∴	ỳ			1
15241	Penange-8_1plsubjectpronominal-1	Penange		(1Pl subject pronominal)	ŋ̀ (perfective)	ŋ̀	ŋ ə̀			1
15242	PergeTegu-8_1plsubjectpronominal-1	PergeTegu		(1Pl subject pronominal)	y	y	j			1
15243	TebulUre-8_1plsubjectpronominal-1	TebulUre		(1Pl subject pronominal)	yⁿ	yⁿ	y ∼			1
15244	Tiranige-8_1plsubjectpronominal-1	Tiranige		(1Pl subject pronominal)	ní ~ nì V	nì_V	n ì			1
15245	TogoKan-8_1plsubjectpronominal-1	TogoKan		(1Pl subject pronominal)	ɛ́mɛ́ (optional, clauseinitial)	ɛ́mɛ́	ɛ́ m ɛ́			1
15246	TommoSoTongoTongo-8_1plsubjectpronominal-1	TommoSoTongoTongo		(1Pl subject pronominal)	ú	ú	ú			1
15248	ToroTegu-8_1plsubjectpronominal-1	ToroTegu		(1Pl subject pronominal)	í (clauseinitial)	í	í			1
15249	YandaDom-8_1plsubjectpronominal-1	YandaDom		(1Pl subject pronominal)	y	y	j			1
15208	BenTey-14_1sgindependentpronoun-1	BenTey		(1Sg independent pronoun)	í	í	í			1
15209	Bunoge-14_1sgindependentpronoun-1	Bunoge		(1Sg independent pronoun)	mì	mì	m ì			1
15210	DogulDomBendiely-14_1sgindependentpronoun-1	DogulDomBendiely		(1Sg independent pronoun)	mí	mí	m í			1
15211	DogulDomKundialang-14_1sgindependentpronoun-1	DogulDomKundialang		(1Sg independent pronoun)	mí	mí	m í			1
15212	DonnoSo-14_1sgindependentpronoun-1	DonnoSo		(1Sg independent pronoun)	mí	mí	m í			1
15213	JamsayDouentza-14_1sgindependentpronoun-1	JamsayDouentza		(1Sg independent pronoun)	mí	mí	m í			1
15214	Najamba-14_1sgindependentpronoun-1	Najamba		(1Sg independent pronoun)	mí	mí	m í			1
15215	Nanga-14_1sgindependentpronoun-1	Nanga		(1Sg independent pronoun)	ǐ:ⁿ	ǐ:ⁿ	ǐː ∼			1
15216	Penange-14_1sgindependentpronoun-1	Penange		(1Sg independent pronoun)	mí	mí	m í			1
15217	PergeTegu-14_1sgindependentpronoun-1	PergeTegu		(1Sg independent pronoun)	mí	mí	m í			1
15218	TebulUre-14_1sgindependentpronoun-1	TebulUre		(1Sg independent pronoun)	mí	mí	m í			1
15219	Tiranige-14_1sgindependentpronoun-1	Tiranige		(1Sg independent pronoun)	míwⁿ, mì	mí-wⁿ	m í + w ə ∼			1
15220	TogoKan-14_1sgindependentpronoun-1	TogoKan		(1Sg independent pronoun)	íⁿ	íⁿ	í ∼			1
15221	TommoSoTongoTongo-14_1sgindependentpronoun-1	TommoSoTongoTongo		(1Sg independent pronoun)	mí	mí	m í			1
15223	ToroTegu-14_1sgindependentpronoun-1	ToroTegu		(1Sg independent pronoun)	mí ~ m̀ᵇí	m̀ᵇí	m ə̀ í			1
15224	YandaDom-14_1sgindependentpronoun-1	YandaDom		(1Sg independent pronoun)	mí	mí	m í			1
15225	YornoSo-14_1sgindependentpronoun-1	YornoSo		(1Sg independent pronoun)	mú	mú	m ú			1
15226	JamsayDouentza-39_3plhumanpronoun-1	JamsayDouentza		(3Pl human pronoun)	bé	bé	b é			1
15227	PergeTegu-39_3plhumanpronoun-1	PergeTegu		(3Pl human pronoun)	bé	bé	b é			1
15228	TogoKan-39_3plhumanpronoun-1	TogoKan		(3Pl human pronoun)	bé	bé	b é			1
15230	ToroTegu-39_3plhumanpronoun-1	ToroTegu		(3Pl human pronoun)	bé	bé	b é			1
15231	YornoSo-39_3plhumanpronoun-1	YornoSo		(3Pl human pronoun)	bé	bé	b é			1
8448	BankanTey-89_muslimpraysayorperformonesprayer-1	BankanTey		(Muslim) pray, say or perform one's prayer	jíŋgárú káŋ	jíŋgárú_káŋ	dʒ í ⁿg á r ú + k á ŋ			0
8449	BenTey-89_muslimpraysayorperformonesprayer-1	BenTey		(Muslim) pray, say or perform one's prayer	sálù sálá, sâl sálá	sálù_sálá	s á l ù + s á l á			0
8450	Bunoge-89_muslimpraysayorperformonesprayer-1	Bunoge		(Muslim) pray, say or perform one's prayer	sɛ̀nì kánì	sɛ̀nì_kánì	s ɛ̀ n ì + k á n ì			0
8451	DogulDomBendiely-89_muslimpraysayorperformonesprayer-1	DogulDomBendiely		(Muslim) pray, say or perform one's prayer	sɛ́ɛ̀n sɛ̀nɛ́	sɛ́ɛ̀n_sɛ̀nɛ́	s ɛ́ ɛ̀ n + s ɛ̀ n ɛ́			0
8452	DogulDomKundialang-89_muslimpraysayorperformonesprayer-1	DogulDomKundialang		(Muslim) pray, say or perform one's prayer	sɛ́nɛ̀	sɛ́nɛ̀	s ɛ́ n ɛ̀			0
8453	DonnoSo-89_muslimpraysayorperformonesprayer-1	DonnoSo		(Muslim) pray, say or perform one's prayer	sɛ́nù sɛ́nɛ̀	sɛ́nù_sɛ́nɛ̀	s ɛ́ n ù + s ɛ́ n ɛ̀			0
8454	Gourou-89_muslimpraysayorperformonesprayer-1	Gourou		(Muslim) pray, say or perform one's prayer	sálù sálá	sálù_sálá	s á l ù + s á l á			0
8455	JamsayDouentza-89_muslimpraysayorperformonesprayer-1	JamsayDouentza		(Muslim) pray, say or perform one's prayer	sâl sálá	sâl_sálá	s â l + s á l á			0
8456	Mombo-89_muslimpraysayorperformonesprayer-1	Mombo		(Muslim) pray, say or perform one's prayer	sàndì sándé	sàndì_sándé	s à ⁿd ì + s á ⁿd é			0
8457	Najamba-89_muslimpraysayorperformonesprayer-1	Najamba		(Muslim) pray, say or perform one's prayer	sân sán	sân_sán	s â n + s á n			0
8458	Nanga-89_muslimpraysayorperformonesprayer-1	Nanga		(Muslim) pray, say or perform one's prayer	sándì sándí	sándì_sándí	s á ⁿd ì + s á ⁿd í			0
8459	Penange-89_muslimpraysayorperformonesprayer-1	Penange		(Muslim) pray, say or perform one's prayer	sɛ́ndí kán	sɛ́ndí_kán	s ɛ́ ⁿd í + k á n			0
8460	PergeTegu-89_muslimpraysayorperformonesprayer-1	PergeTegu		(Muslim) pray, say or perform one's prayer	sâl sálá	sâl_sálá	s â l + s á l á			0
8461	TebulUre-89_muslimpraysayorperformonesprayer-1	TebulUre		(Muslim) pray, say or perform one's prayer	sán sárⁿá (sárⁿátì)	sán_sárⁿá	s á n + s á r ∼ á			0
8462	Tiranige-89_muslimpraysayorperformonesprayer-1	Tiranige		(Muslim) pray, say or perform one's prayer	sà:ní kán(ú)	sà:ní_kánú	s àː n í + k á n ú			0
8463	TogoKan-89_muslimpraysayorperformonesprayer-1	TogoKan		(Muslim) pray, say or perform one's prayer	sáⁿ sárⁿá	sáⁿ_sárⁿá	s á ∼ + s á r ∼ á			0
8464	TommoSoTongoTongo-89_muslimpraysayorperformonesprayer-1	TommoSoTongoTongo		(Muslim) pray, say or perform one's prayer	sɛ́nú sɛ́nɛ́	sɛ́nú_sɛ́nɛ́	s ɛ́ n ú + s ɛ́ n ɛ́			0
8465	ToroTegu-89_muslimpraysayorperformonesprayer-1	ToroTegu		(Muslim) pray, say or perform one's prayer	jíŋgá:rù kárⁿú\\kárⁿá	kárⁿá	k á r ∼ á			0
8466	YandaDom-89_muslimpraysayorperformonesprayer-1	YandaDom		(Muslim) pray, say or perform one's prayer	sán sán	sán_sán	s á n + s á n			0
8467	YornoSo-89_muslimpraysayorperformonesprayer-1	YornoSo		(Muslim) pray, say or perform one's prayer	sɛ̂n sɛ́rⁿɛ́	sɛ̂n_sɛ́rⁿɛ́	s ɛ̂ n + s ɛ́ r ∼ ɛ́			0
9229	BankanTey-208_bloodfromaseriouswoundflowgushoutpourout-1	BankanTey		(blood from a serious wound) flow, gush out, pour out	yɔ̀wɔ́	yɔ̀wɔ́	j ɔ̀ w ɔ́			1
9230	BenTey-208_bloodfromaseriouswoundflowgushoutpourout-1	BenTey		(blood from a serious wound) flow, gush out, pour out	tó: tí	tó:_tí	t óː + t í			1
9231	JamsayDouentza-208_bloodfromaseriouswoundflowgushoutpourout-1	JamsayDouentza		(blood from a serious wound) flow, gush out, pour out	yùwɔ́	yùwɔ́	j ù w ɔ́			1
9232	Mombo-208_bloodfromaseriouswoundflowgushoutpourout-1	Mombo		(blood from a serious wound) flow, gush out, pour out	gwé:	gwé:	ɡ w éː			1
9233	Najamba-208_bloodfromaseriouswoundflowgushoutpourout-1	Najamba		(blood from a serious wound) flow, gush out, pour out	síyɛ́	sí-yɛ́	s í + j ɛ́			1
9234	Nanga-208_bloodfromaseriouswoundflowgushoutpourout-1	Nanga		(blood from a serious wound) flow, gush out, pour out	tíyɛ́	tíyɛ́	t í j ɛ́			1
9235	TommoSoTongoTongo-208_bloodfromaseriouswoundflowgushoutpourout-1	TommoSoTongoTongo		(blood from a serious wound) flow, gush out, pour out	gòó	gòó	ɡ ò ó			1
9236	ToroTegu-208_bloodfromaseriouswoundflowgushoutpourout-1	ToroTegu		(blood from a serious wound) flow, gush out, pour out	zɔ̌w\\zɔ̌:	zɔ̌:	z ɔ̌ː			1
9237	YornoSo-208_bloodfromaseriouswoundflowgushoutpourout-1	YornoSo		(blood from a serious wound) flow, gush out, pour out	tógɛ́:	tóg-ɛ́:	t ó ɡ + ɛ́ː			1
13470	BankanTey-322_egbirdfly-1	BankanTey		(e.g. bird) fly	kísíyé	kísíyé	k í s í j é			1
13471	BenTey-322_egbirdfly-1	BenTey		(e.g. bird) fly	kísíyé	kísíyé	k í s í j é			1
13472	Bunoge-322_egbirdfly-1	Bunoge		(e.g. bird) fly	píllè	píllè	p í l l è			1
13473	DonnoSo-322_egbirdfly-1	DonnoSo		(e.g. bird) fly	kílè:\\kílìỳ	kíl-è:	k í l + èː			1
13474	Gourou-322_egbirdfly-1	Gourou		(e.g. bird) fly	píré	píré	p í r é			1
13475	JamsayDouentza-322_egbirdfly-1	JamsayDouentza		(e.g. bird) fly	círé	círé	tʃ í r é			1
13476	Mombo-322_egbirdfly-1	Mombo		(e.g. bird) fly	pílyê:	pílyê:	p í l j êː			1
13477	Najamba-322_egbirdfly-1	Najamba		(e.g. bird) fly	píríy\\pìrìyè, pílíy\\pìlìyè	pìlì-yè	p ì l ì + j è			1
13478	Nanga-322_egbirdfly-1	Nanga		(e.g. bird) fly	kísíyé	kísíyé	k í s í j é			1
13479	Penange-322_egbirdfly-1	Penange		(e.g. bird) fly	pírígè	pírígè	p í r í ɡ è			1
13480	PergeTegu-322_egbirdfly-1	PergeTegu		(e.g. bird) fly	kíríyé	kíríyé	k í r í j é			1
13481	TebulUre-322_egbirdfly-1	TebulUre		(e.g. bird) fly	cíllí: (cíllí:yà)	cíll-í:	tʃ í l l + íː			1
13482	Tiranige-322_egbirdfly-1	Tiranige		(e.g. bird) fly	pílíyó	pílí-yó	p í l í + j ó			1
13483	TogoKan-322_egbirdfly-1	TogoKan		(e.g. bird) fly	kìrí kírì:	kìrí_kírì:	k ì r í + k í r ìː			1
13484	TommoSoTongoTongo-322_egbirdfly-1	TommoSoTongoTongo		(e.g. bird) fly	kíílíyé	kíílí-yé	k í í l í + j é			1
13485	ToroTegu-322_egbirdfly-1	ToroTegu		(e.g. bird) fly	círú\\círó	círó	tʃ í r ó			1
13486	YandaDom-322_egbirdfly-1	YandaDom		(e.g. bird) fly	kílíyé\\kílíyélì	kílíyé	k í l í j é			1
13487	YornoSo-322_egbirdfly-1	YornoSo		(e.g. bird) fly	kílɛ́:\\kílí:	kíl-ɛ́:	k í l + ɛ́ː			1
5282	BankanTey-680_liquiddriponedropatatime-1	BankanTey		(liquid) drip (one drop at a time)	téké	téké	t é k é			0
5283	BenTey-680_liquiddriponedropatatime-1	BenTey		(liquid) drip (one drop at a time)	tégé	tégé	t é ɡ é			0
5284	Bunoge-680_liquiddriponedropatatime-1	Bunoge		(liquid) drip (one drop at a time)	tɛ́gɛ̀	tɛ́gɛ̀	t ɛ́ ɡ ɛ̀			0
5285	DogulDomBendiely-680_liquiddriponedropatatime-1	DogulDomBendiely		(liquid) drip (one drop at a time)	tèné	tèné	t è n é			0
5286	DogulDomKundialang-680_liquiddriponedropatatime-1	DogulDomKundialang		(liquid) drip (one drop at a time)	ténè	ténè	t é n è			0
5287	DonnoSo-680_liquiddriponedropatatime-1	DonnoSo		(liquid) drip (one drop at a time)	télè\\téle	télè	t é l è			0
5288	Gourou-680_liquiddriponedropatatime-1	Gourou		(liquid) drip (one drop at a time)	sómó	sómó	s ó m ó			0
5289	JamsayDouentza-680_liquiddriponedropatatime-1	JamsayDouentza		(liquid) drip (one drop at a time)	lémlém bàɣá	lém-lém_bàɣá	l é m + l é m + b à ɣ á			0
5290	Mombo-680_liquiddriponedropatatime-1	Mombo		(liquid) drip (one drop at a time)	sólé	sólé	s ó l é			0
5291	Najamba-680_liquiddriponedropatatime-1	Najamba		(liquid) drip (one drop at a time)	tégí	tégí	t é ɡ í			0
5292	Nanga-680_liquiddriponedropatatime-1	Nanga		(liquid) drip (one drop at a time)	tégé	tégé	t é ɡ é			0
5293	Penange-680_liquiddriponedropatatime-1	Penange		(liquid) drip (one drop at a time)	dégé	dégé	d é ɡ é			0
5294	PergeTegu-680_liquiddriponedropatatime-1	PergeTegu		(liquid) drip (one drop at a time)	tégé	tégé	t é ɡ é			0
5295	TebulUre-680_liquiddriponedropatatime-1	TebulUre		(liquid) drip (one drop at a time)	tégé (tégétì)	tégé	t é ɡ é			0
5296	Tiranige-680_liquiddriponedropatatime-1	Tiranige		(liquid) drip (one drop at a time)	dégó, dègúdègù kán(ú)	dégó	d é ɡ ó			0
5297	TogoKan-680_liquiddriponedropatatime-1	TogoKan		(liquid) drip (one drop at a time)	léwé, sóró	léwé	l é w é			0
5298	TommoSoTongoTongo-680_liquiddriponedropatatime-1	TommoSoTongoTongo		(liquid) drip (one drop at a time)	tégé	tégé	t é ɡ é			0
5299	ToroTegu-680_liquiddriponedropatatime-1	ToroTegu		(liquid) drip (one drop at a time)	lékúrú\\lékúró	lékúró	l é k ú r ó			0
5300	YandaDom-680_liquiddriponedropatatime-1	YandaDom		(liquid) drip (one drop at a time)	tégé, sómbó	tégé	t é ɡ é			0
5301	YornoSo-680_liquiddriponedropatatime-1	YornoSo		(liquid) drip (one drop at a time)	tégé\\tégé xxx[chaining]	tégé	t é ɡ é			0
8704	BankanTey-712_manmarrywoman-1	BankanTey		(man) marry (woman)	séré, zɛ́	séré	s é r é			0
8705	BenTey-712_manmarrywoman-1	BenTey		(man) marry (woman)	jɛ̌	jɛ̌	dʒ ɛ̌			0
8706	Bunoge-712_manmarrywoman-1	Bunoge		(man) marry (woman)	kéldè	kéldè	k é l d è			0
8707	DogulDomKundialang-712_manmarrywoman-1	DogulDomKundialang		(man) marry (woman)	ɛ́yyɛ̀	ɛ́yyɛ̀	ɛ́ j j ɛ̀			0
8708	DonnoSo-712_manmarrywoman-1	DonnoSo		(man) marry (woman)	jǎ:\\jɛ́ɛ̀	jɛ́-ɛ̀	dʒ ɛ́ + ɛ̀			0
8709	Gourou-712_manmarrywoman-1	Gourou		(man) marry (woman)	zɛ́:	zɛ́:	z ɛ́ː			0
8710	JamsayDouentza-712_manmarrywoman-1	JamsayDouentza		(man) marry (woman)	jɛ̌:, tánáŋá	jɛ̌:	dʒ ɛ̌ː			0
8712	Mombo-712_manmarrywoman-1	Mombo		(man) marry (woman)	yɔ̂: kéddè	yɔ̂:_kéddè	j ɔ̂ː + k é d d è			0
8713	Najamba-712_manmarrywoman-1	Najamba		(man) marry (woman)	jɛ́\\jɛ̀	jɛ́	dʒ ɛ́			0
8714	Nanga-712_manmarrywoman-1	Nanga		(man) marry (woman)	jɛ̌:	jɛ̌:	dʒ ɛ̌ː			0
8715	Penange-712_manmarrywoman-1	Penange		(man) marry (woman)	kéldè	kéldè	k é l d è			0
8716	PergeTegu-712_manmarrywoman-1	PergeTegu		(man) marry (woman)	jɛ́:	jɛ́:	dʒ ɛ́ː			0
8717	TebulUre-712_manmarrywoman-1	TebulUre		(man) marry (woman)	zɛ̌ (zɛ̀sɔ́, neg zìyàlí)	zɛ̌	z ɛ̌			0
8718	Tiranige-712_manmarrywoman-1	Tiranige		(man) marry (woman)	tálám(ú)	tálá-m	t á l á + m			0
8719	TogoKan-712_manmarrywoman-1	TogoKan		(man) marry (woman)	ɲàŋá, jɛ̌:	ɲàŋá	ɲ à ŋ á			0
8720	TommoSoTongoTongo-712_manmarrywoman-1	TommoSoTongoTongo		(man) marry (woman)	yààná jɛ̀, ɛ́ɛ́ⁿ	yàà-ná_jɛ̀	j à à + n á + dʒ ɛ̀			0
8721	ToroTegu-712_manmarrywoman-1	ToroTegu		(man) marry (woman)	dàgú\\dàgá	dàgá	d à ɡ á			0
8722	YandaDom-712_manmarrywoman-1	YandaDom		(man) marry (woman)	zìyɛ́	zìyɛ́	z ì j ɛ́			0
8723	YornoSo-712_manmarrywoman-1	YornoSo		(man) marry (woman)	jɛ̌:\\jɛ̌:	jɛ̌:	dʒ ɛ̌ː			0
2713	BankanTey-1141_sbcamelkneel-1	BankanTey		(sb, camel) kneel	túŋgí:	túŋg-í:	t ú ⁿg + íː			0
2714	BenTey-1141_sbcamelkneel-1	BenTey		(sb, camel) kneel	túŋgúyú	túŋgú-yú	t ú ⁿg ú + j ú			0
2715	Bunoge-1141_sbcamelkneel-1	Bunoge		(sb, camel) kneel	[[kùnjùgá kò:] mbà ] kúndè	kùnjùgá_kò:_mbà_kúndè	k ù ⁿdʒ ù ɡ á + k òː + ⁿb à + k ú ⁿd è			0
2716	DogulDomBendiely-1141_sbcamelkneel-1	DogulDomBendiely		(sb, camel) kneel	tùŋɛ́	tùŋɛ́	t ù ŋ ɛ́			0
2717	DogulDomKundialang-1141_sbcamelkneel-1	DogulDomKundialang		(sb, camel) kneel	túŋyɛ̀	túŋ-yɛ̀	t ú ŋ + j ɛ̀			0
2718	DonnoSo-1141_sbcamelkneel-1	DonnoSo		(sb, camel) kneel	tú:ŋè:\\tú:ŋìỳ	tú:ŋ-è:	t úː ŋ + èː			0
2719	Gourou-1141_sbcamelkneel-1	Gourou		(sb, camel) kneel	túŋó	túŋó	t ú ŋ ó			0
2720	JamsayDouentza-1141_sbcamelkneel-1	JamsayDouentza		(sb, camel) kneel	túŋó	túŋó	t ú ŋ ó			0
2722	Mombo-1141_sbcamelkneel-1	Mombo		(sb, camel) kneel	sómbá	sómbá	s ó ⁿb á			0
2723	Najamba-1141_sbcamelkneel-1	Najamba		(sb, camel) kneel	ɲàŋíyɛ́	ɲàŋí-yɛ́	ɲ à ŋ í + j ɛ́			0
2724	Nanga-1141_sbcamelkneel-1	Nanga		(sb, camel) kneel	túŋíyí	túŋí-yí	t ú ŋ í + j í			0
2725	PergeTegu-1141_sbcamelkneel-1	PergeTegu		(sb, camel) kneel	túŋgúyɔ́	túŋgú-yɔ́	t ú ⁿg ú + j ɔ́			0
2726	TebulUre-1141_sbcamelkneel-1	TebulUre		(sb, camel) kneel	túnjí: (túnjí:yà, stative túŋgà)	túnj-í:-yà	t ú ⁿdʒ + íː + j à			0
2727	Tiranige-1141_sbcamelkneel-1	Tiranige		(sb, camel) kneel	yáŋ(í)yó	yáŋí-yó	j á ŋ í + j ó			0
2728	TogoKan-1141_sbcamelkneel-1	TogoKan		(sb, camel) kneel	túŋì:\\túŋɛ́:	túŋ-ɛ́:	t ú ŋ + ɛ́ː			0
2729	TommoSoTongoTongo-1141_sbcamelkneel-1	TommoSoTongoTongo		(sb, camel) kneel	túŋíyɛ́	túŋí-yɛ́	t ú ŋ í + j ɛ́			0
2732	ToroTegu-1141_sbcamelkneel-1	ToroTegu		(sb, camel) kneel	gùrùkú\\gùrùkó	gùrùkó	ɡ ù r ù k ó			0
2733	YandaDom-1141_sbcamelkneel-1	YandaDom		(sb, camel) kneel	túnjɔ́\\túnjálì	túnjɔ́	t ú ⁿdʒ ɔ́			0
2734	YornoSo-1141_sbcamelkneel-1	YornoSo		(sb, camel) kneel	túŋɛ́:\\túŋí:	túŋ-ɛ́:	t ú ŋ + ɛ́ː			0
12977	BankanTey-1142_sbmammalbitesb-1	BankanTey		(sb, mammal) bite (sb)	kúwó	kúwó	k ú w ó			1
12978	BenTey-1142_sbmammalbitesb-1	BenTey		(sb, mammal) bite (sb)	kúwó	kúwó	k ú w ó			1
12979	Bunoge-1142_sbmammalbitesb-1	Bunoge		(sb, mammal) bite (sb)	núnjè	núnjè	n ú ⁿdʒ è			1
12980	DonnoSo-1142_sbmammalbitesb-1	DonnoSo		(sb, mammal) bite (sb)	kɛ́rɛ̀\\kɛ́rɛ̀	kɛ́rɛ̀	k ɛ́ r ɛ̀			1
12981	Gourou-1142_sbmammalbitesb-1	Gourou		(sb, mammal) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12982	JamsayDouentza-1142_sbmammalbitesb-1	JamsayDouentza		(sb, mammal) bite (sb)	cɛ́rɛ́	cɛ́rɛ́	tʃ ɛ́ r ɛ́			1
12984	Mombo-1142_sbmammalbitesb-1	Mombo		(sb, mammal) bite (sb)	núŋgɛ́	núŋgɛ́	n ú ⁿg ɛ́			1
12985	Najamba-1142_sbmammalbitesb-1	Najamba		(sb, mammal) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12986	Nanga-1142_sbmammalbitesb-1	Nanga		(sb, mammal) bite (sb)	kúwó	kúwó	k ú w ó			1
12987	Penange-1142_sbmammalbitesb-1	Penange		(sb, mammal) bite (sb)	núŋgɛ́	núŋgɛ́	n ú ⁿg ɛ́			1
12988	PergeTegu-1142_sbmammalbitesb-1	PergeTegu		(sb, mammal) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12989	TebulUre-1142_sbmammalbitesb-1	TebulUre		(sb, mammal) bite (sb)	cɛ́rɛ́ (cɛ́rɛ́tì)	cɛ́rɛ́	tʃ ɛ́ r ɛ́			1
12990	Tiranige-1142_sbmammalbitesb-1	Tiranige		(sb, mammal) bite (sb)	cɛ́rɔ́	cɛ́rɔ́	tʃ ɛ́ r ɔ́			1
12991	TogoKan-1142_sbmammalbitesb-1	TogoKan		(sb, mammal) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12992	TommoSoTongoTongo-1142_sbmammalbitesb-1	TommoSoTongoTongo		(sb, mammal) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12993	ToroTegu-1142_sbmammalbitesb-1	ToroTegu		(sb, mammal) bite (sb)	cɛ́rú\\cɛ́rá	cɛ́rá	tʃ ɛ́ r á			1
12994	YandaDom-1142_sbmammalbitesb-1	YandaDom		(sb, mammal) bite (sb)	kɛ́dɛ́\\kɛ́dálì	kɛ́dɛ́	k ɛ́ d ɛ́			1
12995	YornoSo-1142_sbmammalbitesb-1	YornoSo		(sb, mammal) bite (sb)	kɛ́rɛ́\\kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
12996	BankanTey-1186_snakebitesb-1	BankanTey		(snake) bite (sb)	kúwó	kúwó	k ú w ó			1
12997	BenTey-1186_snakebitesb-1	BenTey		(snake) bite (sb)	kúwó	kúwó	k ú w ó			1
12998	DogulDomBendiely-1186_snakebitesb-1	DogulDomBendiely		(snake) bite (sb)	kɛ̀rɛ́	kɛ̀rɛ́	k ɛ̀ r ɛ́			1
12999	DonnoSo-1186_snakebitesb-1	DonnoSo		(snake) bite (sb)	kɛ́rɛ̀\\kɛ́rɛ̀	kɛ́rɛ̀	k ɛ́ r ɛ̀			1
13000	Gourou-1186_snakebitesb-1	Gourou		(snake) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
13001	JamsayDouentza-1186_snakebitesb-1	JamsayDouentza		(snake) bite (sb)	cɛ́rɛ́	cɛ́rɛ́	tʃ ɛ́ r ɛ́			1
13002	Mombo-1186_snakebitesb-1	Mombo		(snake) bite (sb)	núŋgɛ́	núŋgɛ́	n ú ⁿg ɛ́			1
13003	Najamba-1186_snakebitesb-1	Najamba		(snake) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
13004	Nanga-1186_snakebitesb-1	Nanga		(snake) bite (sb)	kúwó	kúwó	k ú w ó			1
13005	PergeTegu-1186_snakebitesb-1	PergeTegu		(snake) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
13006	Tiranige-1186_snakebitesb-1	Tiranige		(snake) bite (sb)	cɛ́rɔ́	cɛ́rɔ́	tʃ ɛ́ r ɔ́			1
13007	TogoKan-1186_snakebitesb-1	TogoKan		(snake) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
13008	TommoSoTongoTongo-1186_snakebitesb-1	TommoSoTongoTongo		(snake) bite (sb)	kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
13009	ToroTegu-1186_snakebitesb-1	ToroTegu		(snake) bite (sb)	cɛ́rú\\cɛ́rá	cɛ́rá	tʃ ɛ́ r á			1
13010	YandaDom-1186_snakebitesb-1	YandaDom		(snake) bite (sb)	kɛ́dɛ́\\kɛ́dálì	kɛ́dɛ́	k ɛ́ d ɛ́			1
13011	YornoSo-1186_snakebitesb-1	YornoSo		(snake) bite (sb)	kɛ́rɛ́\\kɛ́rɛ́	kɛ́rɛ́	k ɛ́ r ɛ́			1
8513	BankanTey-1510_godallah-1	BankanTey		God, Allah	zɛ́zɛ̂	zɛ́zɛ̂	z ɛ́ z ɛ̂			0
8514	BenTey-1510_godallah-1	BenTey		God, Allah	jǐŋjɛ̀	jǐŋjɛ̀	dʒ ǐ ŋ dʒ ɛ̀			0
8515	Bunoge-1510_godallah-1	Bunoge		God, Allah	ʔàmànàŋgà	ʔàmànàŋgà	ʔ à m à n à ⁿg à			0
8516	DogulDomBendiely-1510_godallah-1	DogulDomBendiely		God, Allah	ámbá	ámbá	á ⁿb á			0
8517	DogulDomKundialang-1510_godallah-1	DogulDomKundialang		God, Allah	ámbà	ámbà	á ⁿb à			0
8518	DonnoSo-1510_godallah-1	DonnoSo		God, Allah	àmbá	àmbá	à ⁿb á			0
8519	Gourou-1510_godallah-1	Gourou		God, Allah	ámà	ámà	á m à			0
8520	JamsayDouentza-1510_godallah-1	JamsayDouentza		God, Allah	ámà	ámà	á m à			0
8522	Mombo-1510_godallah-1	Mombo		God, Allah	ámánà	ámánà	á m á n à			0
8523	Najamba-1510_godallah-1	Najamba		God, Allah	jěnjà, ájà	jěnjà	dʒ ě ⁿdʒ à			0
8524	Nanga-1510_godallah-1	Nanga		God, Allah	dɛ̌njɛ̂, jɛ̌njɛ̂	dɛ̌njɛ̂	d ɛ̌ ⁿdʒ ɛ̂			0
