ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
7216	ToroTegu-1258_sthevolvechangefromwhatitwasbefore-1	ToroTegu		(sth) evolve, change (from what it was before)	tírú\\tírá	tír-á	t í r - á			0	1 7 5 0 7	AXMBZ	TIR0A	10	10.T.C 10.I.V 10.R.c 10.0.C 10.A.V	2.0 1.5 1.1 1.75 0.8	tír-á	0	358
7217	ToroTegu-1258_sthevolvechangefromwhatitwasbefore-2	ToroTegu		(sth) evolve, change (from what it was before)	tírú\\tírá	tír-á	t í r - á			0	1 7 5 0 7	AXMBZ	TIR0A	10	10.T.C 10.I.V 10.R.c 10.0.C 10.A.V	2.0 1.5 1.1 1.75 0.8	tír-á	1	358
7218	YandaDom-1258_sthevolvechangefromwhatitwasbefore-1	YandaDom		(sth) evolve, change (from what it was before)	dìlíyɛ́	dìl-í-yɛ́	d ì l - í - j ɛ́			0	1 7 5 0 7 0 6 7	AXMBYBCZ	TIL0I0JE	11	11.T.C 11.I.V 11.L.c 11.0.C 11.I.V 11.0.C 11.J.C 11.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	dìl-í-jɛ́	0	355
7219	YornoSo-1258_sthevolvechangefromwhatitwasbefore-1	YornoSo		(sth) evolve, change (from what it was before)	dìlɛ́:	dìl-ɛ́.ɛ́	d ì l - ɛ́ ɛ́			0	1 7 5 0 7 7	AXMBYZ	TIL0EE	12	12.T.C 12.I.V 12.L.c 12.0.C 12.E.V 12.E.V	2.0 1.5 1.1 1.75 1.3 0.8	dìl-ɛ́ɛ́	0	355
15179	BankanTey-1268_sthturnspinrotate-1	BankanTey		(sth) turn, spin, rotate	wùŋgúró	wùŋɡ-úró	w ù ŋ ɡ - ú r ó			0	6 7 4 1 0 7 5 7	AXLMBYBZ	WYNK0YRU	1	1.W.C 1.Y.V 1.N.c 1.K.c 1.0.C 1.Y.V 1.R.C 1.U.V	2.0 1.5 1.1 1.1 1.75 1.3 1.75 0.8	wùŋɡ-úró	0	370
15180	BenTey-1268_sthturnspinrotate-1	BenTey		(sth) turn, spin, rotate	wìnjìwú	wìn-jìwú	w ì n - dʒ ì w ú			0	6 7 4 0 1 7 6 7	AXMBCYBZ	WIN0TIWY	2	2.W.C 2.I.V 2.N.c 2.0.C 2.T.C 2.I.V 2.W.C 2.Y.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	wìn-dʒìwú	0	371
15184	JamsayDouentza-1268_sthturnspinrotate-1	JamsayDouentza		(sth) turn, spin, rotate	bìlìwé, bìlìwɛ́, gɔ̀ŋɔ́	bìl-ì-wé	b ì l - ì - w é			0	1 7 5 0 7 0 6 7	AXMBYBCZ	PIL0I0WE	3	3.P.C 3.I.V 3.L.c 3.0.C 3.I.V 3.0.C 3.W.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	bìl-ì-wé	0	372
15185	JamsayDouentza-1268_sthturnspinrotate-2	JamsayDouentza		(sth) turn, spin, rotate	bìlìwé, bìlìwɛ́, gɔ̀ŋɔ́	bìl-ì-wɛ́	b ì l - ì - w ɛ́			0	1 7 5 0 7 0 6 7	AXMBYBCZ	PIL0I0WE	3	3.P.C 3.I.V 3.L.c 3.0.C 3.I.V 3.0.C 3.W.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	bìl-ì-wɛ́	1	372
15186	JamsayDouentza-1268_sthturnspinrotate-3	JamsayDouentza		(sth) turn, spin, rotate	bìlìwé, bìlìwɛ́, gɔ̀ŋɔ́	ɡɔ̀-ŋɔ́	ɡ ɔ̀ - ŋ ɔ́			0	1 7 0 4 7	AXBCZ	KU0NU	3	3.K.C 3.U.V 3.0.C 3.N.C 3.U.V	2.0 1.5 1.75 1.5 0.8	ɡɔ̀-ŋɔ́	0	378
15187	Mombo-1268_sthturnspinrotate-1	Mombo		(sth) turn, spin, rotate	wílyê:	wíl-yé.è	w í l - j é è			0	6 7 5 0 6 7 7	AXMBCYZ	WIL0JEE	4	4.W.C 4.I.V 4.L.c 4.0.C 4.J.C 4.E.V 4.E.V	2.0 1.5 1.1 1.75 1.5 1.3 0.8	wíl-jéè	0	373
15188	Najamba-1268_sthturnspinrotate-1	Najamba		(sth) turn, spin, rotate	gìgíl\\gìgìlè	ɡìɡ-ì-lè	ɡ ì ɡ - ì - l è			0	1 7 1 0 7 0 5 7	AXMBYBCZ	KIK0I0LE	5	5.K.C 5.I.V 5.K.c 5.0.C 5.I.V 5.0.C 5.L.C 5.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	ɡìɡ-ì-lè	0	374
15189	Najamba-1268_sthturnspinrotate-2	Najamba		(sth) turn, spin, rotate	gìgíl\\gìgìlè	ɡìɡ-ì-lè	ɡ ì ɡ - ì - l è			0	1 7 1 0 7 0 5 7	AXMBYBCZ	KIK0I0LE	5	5.K.C 5.I.V 5.K.c 5.0.C 5.I.V 5.0.C 5.L.C 5.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	ɡìɡ-ì-lè	1	374
15190	Nanga-1268_sthturnspinrotate-1	Nanga		(sth) turn, spin, rotate	jìgíré	dʒì-ɡíré	d ʒ ì - ɡ í r é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KIRE	6	6.T.C 6.S.C 6.I.V 6.0.C 6.K.C 6.I.V 6.R.C 6.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡíré	0	375
15192	PergeTegu-1268_sthturnspinrotate-1	PergeTegu		(sth) turn, spin, rotate	jìgìré	dʒì-ɡìré	d ʒ ì - ɡ ì r é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KIRE	7	7.T.C 7.S.C 7.I.V 7.0.C 7.K.C 7.I.V 7.R.C 7.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡìré	0	375
15195	TogoKan-1268_sthturnspinrotate-1	TogoKan		(sth) turn, spin, rotate	wìlém̀	wìl-é-m	w ì l - é - m			0	6 7 5 0 7 0 4	AXMBYBC	WIL0E0M	8	8.W.C 8.I.V 8.L.c 8.0.C 8.E.V 8.0.C 8.M.C	2.0 1.5 1.1 1.75 1.3 1.75 1.5	wìl-é-m	0	372
15196	TommoSoTongoTongo-1268_sthturnspinrotate-1	TommoSoTongoTongo		(sth) turn, spin, rotate	jìgílíyé	dʒì-ɡílíyé	d ʒ ì - ɡ í l í j é			0	1 3 7 0 1 7 5 7 6 7	ACXBCYBYBZ	TSI0KILIJE	9	9.T.C 9.S.C 9.I.V 9.0.C 9.K.C 9.I.V 9.L.C 9.I.V 9.J.C 9.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	dʒì-ɡílíjé	0	375
15197	ToroTegu-1268_sthturnspinrotate-1	ToroTegu		(sth) turn, spin, rotate	píwrú\\píwró	píw-ró	p í w - r ó			0	1 7 6 0 5 7	AXMBCZ	PIW0RU	10	10.P.C 10.I.V 10.W.c 10.0.C 10.R.C 10.U.V	2.0 1.5 1.1 1.75 1.5 0.8	píw-ró	0	376
15198	ToroTegu-1268_sthturnspinrotate-2	ToroTegu		(sth) turn, spin, rotate	píwrú\\píwró	píw-ró	p í w - r ó			0	1 7 6 0 5 7	AXMBCZ	PIW0RU	10	10.P.C 10.I.V 10.W.c 10.0.C 10.R.C 10.U.V	2.0 1.5 1.1 1.75 1.5 0.8	píw-ró	1	376
15199	YandaDom-1268_sthturnspinrotate-1	YandaDom		(sth) turn, spin, rotate	jìgílé\\jìgèlèlí	dʒì-ɡílé	d ʒ ì - ɡ í l é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KILE	11	11.T.C 11.S.C 11.I.V 11.0.C 11.K.C 11.I.V 11.L.C 11.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡílé	0	375
15200	YandaDom-1268_sthturnspinrotate-2	YandaDom		(sth) turn, spin, rotate	jìgílé\\jìgèlèlí	dʒì-ɡílé	d ʒ ì - ɡ í l é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KILE	11	11.T.C 11.S.C 11.I.V 11.0.C 11.K.C 11.I.V 11.L.C 11.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡílé	1	375
15201	YornoSo-1268_sthturnspinrotate-1	YornoSo		(sth) turn, spin, rotate	jìgílím gàlá	dʒìɡ-í-lím-ɡà-l-á	d ʒ ì ɡ - í - l í m - ɡ à - l - á			0	1 3 7 1 0 7 0 5 7 4 0 1 7 0 5 0 7	ACXMBYBCYMBCYBYBZ	TSIK0I0LIM0KA0L0A	12	12.T.C 12.S.C 12.I.V 12.K.c 12.0.C 12.I.V 12.0.C 12.L.C 12.I.V 12.M.c 12.0.C 12.K.C 12.A.V 12.0.C 12.L.V 12.0.C 12.A.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 1.5 1.3 1.1 1.75 1.5 1.3 1.75 1.3 1.75 0.8	dʒìɡ-í-lím-ɡà-l-á	0	377
15202	BankanTey-1269_sthvibratebeshaking-1	BankanTey		(sth) vibrate, be shaking	címɛ́	tʃí-mɛ́	t ʃ í - m ɛ́			0	1 3 7 0 4 7	ACXBCZ	TSI0ME	1	1.T.C 1.S.C 1.I.V 1.0.C 1.M.C 1.E.V	2.0 1.5 1.5 1.75 1.5 0.8	tʃí-mɛ́	1	388
15203	BenTey-1269_sthvibratebeshaking-1	BenTey		(sth) vibrate, be shaking	cíwⁿɛ́	tʃí-w.∼ɛ́	t ʃ í - w <<∼>> ɛ́			0	1 3 7 0 6 0 7	ACXBYBZ	TSI0W0E	2	2.T.C 2.S.C 2.I.V 2.0.C 2.W.V 2.0.C 2.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tʃí-w<<∼>>ɛ́	1	388
15206	JamsayDouentza-1269_sthvibratebeshaking-1	JamsayDouentza		(sth) vibrate, be shaking	jìgìré	dʒì-ɡìré	d ʒ ì - ɡ ì r é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KIRE	3	3.T.C 3.S.C 3.I.V 3.0.C 3.K.C 3.I.V 3.R.C 3.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡìré	1	389
15207	Mombo-1269_sthvibratebeshaking-1	Mombo		(sth) vibrate, be shaking	yígídyê:	yíɡ-í-dyé.è	j í ɡ - í - d j é è			0	6 7 1 0 7 0 1 6 7 7	AXMBYBCCYZ	JIK0I0TJEE	4	4.J.C 4.I.V 4.K.c 4.0.C 4.I.V 4.0.C 4.T.C 4.J.C 4.E.V 4.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 1.5 1.3 0.8	jíɡ-í-djéè	0	390
15208	Najamba-1269_sthvibratebeshaking-1	Najamba		(sth) vibrate, be shaking	jùbí\\jùbè, mɛ̀nɛ́	mɛ̀-nɛ́	m ɛ̀ - n ɛ́			0	4 7 0 4 7	AXBCZ	ME0NE	5	5.M.C 5.E.V 5.0.C 5.N.C 5.E.V	2.0 1.5 1.75 1.5 0.8	mɛ̀-nɛ́	0	391
15209	Najamba-1269_sthvibratebeshaking-2	Najamba		(sth) vibrate, be shaking	jùbí\\jùbè, mɛ̀nɛ́	dʒù-bè	d ʒ ù - b è			0	1 3 7 0 1 7	ACXBCZ	TSY0PE	5	5.T.C 5.S.C 5.Y.V 5.0.C 5.P.C 5.E.V	2.0 1.5 1.5 1.75 1.5 0.8	dʒù-bè	0	397
15210	Najamba-1269_sthvibratebeshaking-3	Najamba		(sth) vibrate, be shaking	jùbí\\jùbè, mɛ̀nɛ́	mɛ̀-nɛ́	m ɛ̀ - n ɛ́			0	4 7 0 4 7	AXBCZ	ME0NE	5	5.M.C 5.E.V 5.0.C 5.N.C 5.E.V	2.0 1.5 1.75 1.5 0.8	mɛ̀-nɛ́	1	391
15211	Nanga-1269_sthvibratebeshaking-1	Nanga		(sth) vibrate, be shaking	kímɛ́	kím-ɛ́	k í m - ɛ́			0	1 7 4 0 7	AXMBZ	KIM0E	6	6.K.C 6.I.V 6.M.c 6.0.C 6.E.V	2.0 1.5 1.1 1.75 0.8	kím-ɛ́	1	392
15212	PergeTegu-1269_sthvibratebeshaking-1	PergeTegu		(sth) vibrate, be shaking	jìgìré	dʒì-ɡìré	d ʒ ì - ɡ ì r é			0	1 3 7 0 1 7 5 7	ACXBCYBZ	TSI0KIRE	7	7.T.C 7.S.C 7.I.V 7.0.C 7.K.C 7.I.V 7.R.C 7.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	dʒì-ɡìré	1	389
15214	TogoKan-1269_sthvibratebeshaking-1	TogoKan		(sth) vibrate, be shaking	kíwⁿí\\kíwⁿí	kíw-.∼í	k í w - <<∼>> í			0	1 7 6 0 0 7	AXLMBZ	KIW00I	8	8.K.C 8.I.V 8.W.c 8.0.c 8.0.C 8.I.V	2.0 1.5 1.1 1.1 1.75 0.8	kíw-<<∼>>í	1	393
15215	TommoSoTongoTongo-1269_sthvibratebeshaking-1	TommoSoTongoTongo		(sth) vibrate, be shaking	kímɛ́	kím-ɛ́	k í m - ɛ́			0	1 7 4 0 7	AXMBZ	KIM0E	9	9.K.C 9.I.V 9.M.c 9.0.C 9.E.V	2.0 1.5 1.1 1.75 0.8	kím-ɛ́	1	392
15216	ToroTegu-1269_sthvibratebeshaking-1	ToroTegu		(sth) vibrate, be shaking	zìgùtú\\zìgùtó	zìɡ-ùtó	z ì ɡ - ù t ó			0	3 7 1 0 7 1 7	AXMBYBZ	SIK0YTU	10	10.S.C 10.I.V 10.K.c 10.0.C 10.Y.V 10.T.C 10.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	zìɡ-ùtó	1	394
15217	ToroTegu-1269_sthvibratebeshaking-2	ToroTegu		(sth) vibrate, be shaking	zìgùtú\\zìgùtó	zìɡ-ùtó	z ì ɡ - ù t ó			0	3 7 1 0 7 1 7	AXMBYBZ	SIK0YTU	10	10.S.C 10.I.V 10.K.c 10.0.C 10.Y.V 10.T.C 10.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	zìɡ-ùtó	1	394
15218	YandaDom-1269_sthvibratebeshaking-1	YandaDom		(sth) vibrate, be shaking	jɛ̀rjɛ̀r kán	dʒɛ̀rdʒɛ̀r-kán	d ʒ ɛ̀ r d ʒ ɛ̀ r - k á n			0	1 3 7 5 1 3 7 5 0 1 7 4	ACXMBCYMBCYN	TSERTSER0KAN	11	11.T.C 11.S.C 11.E.V 11.R.c 11.T.C 11.S.C 11.E.V 11.R.c 11.0.C 11.K.C 11.A.V 11.N.c	2.0 1.5 1.5 1.1 1.75 1.5 1.3 1.1 1.75 1.5 1.3 0.8	dʒɛ̀rdʒɛ̀r-kán	0	395
15219	YornoSo-1269_sthvibratebeshaking-1	YornoSo		(sth) vibrate, be shaking	sɔ́:ⁿ	sɔ́-ɔ́-∼	s ɔ́ - ɔ́ - <<∼>>			0	3 7 0 7 0 0	AXBYLN	SU0U00	12	12.S.C 12.U.V 12.0.C 12.U.V 12.0.c 12.0.c	2.0 1.5 1.75 1.3 1.1 0.8	sɔ́-ɔ́-<<∼>>	1	396
5796	BankanTey-1363_watersplashsprayegatawaterfall-1	BankanTey		(water) splash, spray (e.g. at a waterfall)	písé	pís-é	p í s - é			0	1 7 3 0 7	AXMBZ	PIS0E	1	1.P.C 1.I.V 1.S.c 1.0.C 1.E.V	2.0 1.5 1.1 1.75 0.8	pís-é	0	404
5797	BenTey-1363_watersplashsprayegatawaterfall-1	BenTey		(water) splash, spray (e.g. at a waterfall)	pínjé	pín-jé	p í n - dʒ é			0	1 7 4 0 1 7	AXMBCZ	PIN0TE	2	2.P.C 2.I.V 2.N.c 2.0.C 2.T.C 2.E.V	2.0 1.5 1.1 1.75 1.5 0.8	pín-dʒé	0	405
5800	JamsayDouentza-1363_watersplashsprayegatawaterfall-1	JamsayDouentza		(water) splash, spray (e.g. at a waterfall)	píɲé	píɲ-é	p í ɲ - é			0	1 7 4 0 7	AXMBZ	PIN0E	3	3.P.C 3.I.V 3.N.c 3.0.C 3.E.V	2.0 1.5 1.1 1.75 0.8	píɲ-é	0	405
5801	Mombo-1363_watersplashsprayegatawaterfall-1	Mombo		(water) splash, spray (e.g. at a waterfall)	pílyê:	píl-yé.è	p í l - j é è			0	1 7 5 0 6 7 7	AXMBCYZ	PIL0JEE	4	4.P.C 4.I.V 4.L.c 4.0.C 4.J.C 4.E.V 4.E.V	2.0 1.5 1.1 1.75 1.5 1.3 0.8	píl-jéè	1	406
5802	Najamba-1363_watersplashsprayegatawaterfall-1	Najamba		(water) splash, spray (e.g. at a waterfall)	dùjí\\dùjè	dùd-ʒè	d ù d - ʒ è			0	1 7 1 0 3 7	AXMBCZ	TYT0SE	5	5.T.C 5.Y.V 5.T.c 5.0.C 5.S.C 5.E.V	2.0 1.5 1.1 1.75 1.5 0.8	dùd-ʒè	0	407
5803	Najamba-1363_watersplashsprayegatawaterfall-2	Najamba		(water) splash, spray (e.g. at a waterfall)	dùjí\\dùjè	dùd-ʒè	d ù d - ʒ è			0	1 7 1 0 3 7	AXMBCZ	TYT0SE	5	5.T.C 5.Y.V 5.T.c 5.0.C 5.S.C 5.E.V	2.0 1.5 1.1 1.75 1.5 0.8	dùd-ʒè	1	407
5804	Nanga-1363_watersplashsprayegatawaterfall-1	Nanga		(water) splash, spray (e.g. at a waterfall)	pínjé	pín-jé	p í n - dʒ é			0	1 7 4 0 1 7	AXMBCZ	PIN0TE	6	6.P.C 6.I.V 6.N.c 6.0.C 6.T.C 6.E.V	2.0 1.5 1.1 1.75 1.5 0.8	pín-dʒé	0	405
5805	PergeTegu-1363_watersplashsprayegatawaterfall-1	PergeTegu		(water) splash, spray (e.g. at a waterfall)	pínjé	pín-jé	p í n - dʒ é			0	1 7 4 0 1 7	AXMBCZ	PIN0TE	7	7.P.C 7.I.V 7.N.c 7.0.C 7.T.C 7.E.V	2.0 1.5 1.1 1.75 1.5 0.8	pín-dʒé	0	405
5807	TogoKan-1363_watersplashsprayegatawaterfall-1	TogoKan		(water) splash, spray (e.g. at a waterfall)	wòyó	wòy-ó	w ò j - ó			0	6 7 6 0 7	AXMBZ	WUJ0U	8	8.W.C 8.U.V 8.J.c 8.0.C 8.U.V	2.0 1.5 1.1 1.75 0.8	wòj-ó	0	408
5808	TommoSoTongoTongo-1363_watersplashsprayegatawaterfall-1	TommoSoTongoTongo		(water) splash, spray (e.g. at a waterfall)	pínjíyé	pín-jíyé	p í n - dʒ í j é			0	1 7 4 0 1 7 6 7	AXMBCYBZ	PIN0TIJE	9	9.P.C 9.I.V 9.N.c 9.0.C 9.T.C 9.I.V 9.J.C 9.E.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	pín-dʒíjé	0	405
5809	ToroTegu-1363_watersplashsprayegatawaterfall-1	ToroTegu		(water) splash, spray (e.g. at a waterfall)	písú\\písó	pís-ó	p í s - ó			0	1 7 3 0 7	AXMBZ	PIS0U	10	10.P.C 10.I.V 10.S.c 10.0.C 10.U.V	2.0 1.5 1.1 1.75 0.8	pís-ó	0	404
5810	ToroTegu-1363_watersplashsprayegatawaterfall-2	ToroTegu		(water) splash, spray (e.g. at a waterfall)	písú\\písó	pís-ó	p í s - ó			0	1 7 3 0 7	AXMBZ	PIS0U	10	10.P.C 10.I.V 10.S.c 10.0.C 10.U.V	2.0 1.5 1.1 1.75 0.8	pís-ó	1	404
5811	YandaDom-1363_watersplashsprayegatawaterfall-1	YandaDom		(water) splash, spray (e.g. at a waterfall)	pínzíyé	pín-zíyé	p í n - z í j é			0	1 7 4 0 3 7 6 7	AXMBCYBZ	PIN0SIJE	11	11.P.C 11.I.V 11.N.c 11.0.C 11.S.C 11.I.V 11.J.C 11.E.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	pín-zíjé	0	405
5812	YornoSo-1363_watersplashsprayegatawaterfall-1	YornoSo		(water) splash, spray (e.g. at a waterfall)	píɲɛ́:\\píɲí:	píɲ-ɛ́.ɛ́	p í ɲ - ɛ́ ɛ́			0	1 7 4 0 7 7	AXMBYZ	PIN0EE	12	12.P.C 12.I.V 12.N.c 12.0.C 12.E.V 12.E.V	2.0 1.5 1.1 1.75 1.3 0.8	píɲ-ɛ́ɛ́	0	405
5813	YornoSo-1363_watersplashsprayegatawaterfall-2	YornoSo		(water) splash, spray (e.g. at a waterfall)	píɲɛ́:\\píɲí:	píɲ-ɛ́.ɛ́	p í ɲ - ɛ́ ɛ́			0	1 7 4 0 7 7	AXMBYZ	PIN0EE	12	12.P.C 12.I.V 12.N.c 12.0.C 12.E.V 12.E.V	2.0 1.5 1.1 1.75 1.3 0.8	píɲ-ɛ́ɛ́	1	405
16948	BankanTey-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	BankanTey		(wooden handle of axe etc.) be broken (at business end)	pó:ró	pó.ór-ó	p ó ó r - ó			0	1 7 7 5 0 7	AXYMBZ	PUUR0U	1	1.P.C 1.U.V 1.U.V 1.R.c 1.0.C 1.U.V	2.0 1.5 1.3 1.1 1.75 0.8	póór-ó	0	420
16949	BenTey-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	BenTey		(wooden handle of axe etc.) be broken (at business end)	kó:ró	kó.ór-ó	k ó ó r - ó			0	1 7 7 5 0 7	AXYMBZ	KUUR0U	2	2.K.C 2.U.V 2.U.V 2.R.c 2.0.C 2.U.V	2.0 1.5 1.3 1.1 1.75 0.8	kóór-ó	0	420
16950	JamsayDouentza-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	JamsayDouentza		(wooden handle of axe etc.) be broken (at business end)	káráwá	káráw-á	k á r á w - á			0	1 7 5 7 6 0 7	AXBYMBZ	KARAW0A	3	3.K.C 3.A.V 3.R.C 3.A.V 3.W.c 3.0.C 3.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	káráw-á	0	421
16951	Mombo-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	Mombo		(wooden handle of axe etc.) be broken (at business end)	áré	ár-é	á r - é			0	7 5 0 7	XMBZ	AR0E	4	4.A.V 4.R.c 4.0.C 4.E.V	1.5 1.1 1.75 0.8	ár-é	0	422
16952	Najamba-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	Najamba		(wooden handle of axe etc.) be broken (at business end)	ká:jíyɛ́	ká.ádʒíy-ɛ́	k á á d ʒ í j - ɛ́			0	1 7 7 1 3 7 6 0 7	AXYBCYMBZ	KAATSIJ0E	5	5.K.C 5.A.V 5.A.V 5.T.C 5.S.C 5.I.V 5.J.c 5.0.C 5.E.V	2.0 1.5 1.3 1.75 1.5 1.3 1.1 1.75 0.8	káádʒíj-ɛ́	0	423
16953	Nanga-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	Nanga		(wooden handle of axe etc.) be broken (at business end)	kówró, kówró gǒ:	kówr-ó	k ó w r - ó			0	1 7 6 5 0 7	AXLMBZ	KUWR0U	6	6.K.C 6.U.V 6.W.c 6.R.c 6.0.C 6.U.V	2.0 1.5 1.1 1.1 1.75 0.8	kówr-ó	0	424
16954	Nanga-1416_woodenhandleofaxeetcbebrokenatbusinessend-2	Nanga		(wooden handle of axe etc.) be broken (at business end)	kówró, kówró gǒ:	kówró_ɡò.ó	k ó w r ó + ɡ ò ó			0	1 7 6 5 7 9 1 7 7	AXMBZ_AXZ	KUWRU_KUU	6	6.K.C 6.U.V 6.W.c 6.R.C 6.U.V 6._._ 6.K.C 6.U.V 6.U.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	kówró+ɡòó	0	424 430
16955	PergeTegu-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	PergeTegu		(wooden handle of axe etc.) be broken (at business end)	kú:ró	kú.úr-ó	k ú ú r - ó			0	1 7 7 5 0 7	AXYMBZ	KYYR0U	7	7.K.C 7.Y.V 7.Y.V 7.R.c 7.0.C 7.U.V	2.0 1.5 1.3 1.1 1.75 0.8	kúúr-ó	0	420
16956	TogoKan-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	TogoKan		(wooden handle of axe etc.) be broken (at business end)	wá:	wá-á	w á - á			0	6 7 0 7	AXBZ	WA0A	8	8.W.C 8.A.V 8.0.C 8.A.V	2.0 1.5 1.75 0.8	wá-á	0	425
16957	TommoSoTongoTongo-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	TommoSoTongoTongo		(wooden handle of axe etc.) be broken (at business end)	kánjá, káwá	kánj-á	k á ndʒ - á			0	1 7 4 0 7	AXMBZ	KAN0A	9	9.K.C 9.A.V 9.N.c 9.0.C 9.A.V	2.0 1.5 1.1 1.75 0.8	kándʒ-á	0	426
16958	TommoSoTongoTongo-1416_woodenhandleofaxeetcbebrokenatbusinessend-2	TommoSoTongoTongo		(wooden handle of axe etc.) be broken (at business end)	kánjá, káwá	káw-á	k á w - á			0	1 7 6 0 7	AXMBZ	KAW0A	9	9.K.C 9.A.V 9.W.c 9.0.C 9.A.V	2.0 1.5 1.1 1.75 0.8	káw-á	0	426
16959	ToroTegu-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	ToroTegu		(wooden handle of axe etc.) be broken (at business end)	lɔ́kútú\\lɔ́kútoɔ́	lɔ́kút-ú	l ɔ́ k ú t - ú	l ɔ́ k ú t o ɔ́		0	5 7 1 7 1 0 7	AXBYMBZ	LUKYT0Y	10	10.L.C 10.U.V 10.K.C 10.Y.V 10.T.c 10.0.C 10.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lɔ́kút-ú	0	427
16960	ToroTegu-1416_woodenhandleofaxeetcbebrokenatbusinessend-2	ToroTegu		(wooden handle of axe etc.) be broken (at business end)	lɔ́kútú\\lɔ́kútoɔ́	lɔ́kút-ú	l ɔ́ k ú t - ú	l ɔ́ k ú t o ɔ́		0	5 7 1 7 1 0 7	AXBYMBZ	LUKYT0Y	10	10.L.C 10.U.V 10.K.C 10.Y.V 10.T.c 10.0.C 10.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lɔ́kút-ú	1	427
16961	YandaDom-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	YandaDom		(wooden handle of axe etc.) be broken (at business end)	kúlíyé\\kúlíyélì	kúlíy-é	k ú l í j - é	k ú l í j é - l ì		0	1 7 5 7 6 0 7	AXBYMBZ	KYLIJ0E	11	11.K.C 11.Y.V 11.L.C 11.I.V 11.J.c 11.0.C 11.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kúlíj-é	0	428
16962	YandaDom-1416_woodenhandleofaxeetcbebrokenatbusinessend-2	YandaDom		(wooden handle of axe etc.) be broken (at business end)	kúlíyé\\kúlíyélì	kúlíy-é	k ú l í j - é	k ú l í j é - l ì		0	1 7 5 7 6 0 7	AXBYMBZ	KYLIJ0E	11	11.K.C 11.Y.V 11.L.C 11.I.V 11.J.c 11.0.C 11.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kúlíj-é	1	428
16963	YornoSo-1416_woodenhandleofaxeetcbebrokenatbusinessend-1	YornoSo		(wooden handle of axe etc.) be broken (at business end)	kábálá\\kábúl	kábál-á	k á b á l - á	k á b ú l		0	1 7 1 7 5 0 7	AXBYMBZ	KAPAL0A	12	12.K.C 12.A.V 12.P.C 12.A.V 12.L.c 12.0.C 12.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kábál-á	0	429
