ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Grouped_Segments,Grouped_Plural_Segments,Plural_Segments,Plural_Form,Dialect
YandaDom-3227_cowfemale-1,,YandaDom,3227_cowfemale,nà: yɛ̀\\mù,nà:_yɛ̀,n àː + j ɛ̀,,heathdogon,,,,,n àː + j ɛ̀,n àː + j ɛ̀ + m ù,n àː + j ɛ̀ + m ù,nà:_yɛ̀-mù,
YornoSo-3227_cowfemale-1,,YornoSo,3227_cowfemale,nà: yǎ:,nà:_yǎ:,n àː + j ǎː,,heathdogon,,,,,n àː + j ǎː,n àː + j ǎː b e,n àː + j ǎː b e,nà:_yǎ:=be,
BenTey-2696_bull-1,,BenTey,2696_bull,nà: árⁿàm,nà:_árⁿà-m,n àː + á r ∼ à + m,,heathdogon,,,,,n àː + á r ∼ à + m,n àː + á r ∼ à,n àː + á r ∼ à,nà:_árⁿà,
DogulDomBendiely-2696_bull-1,,DogulDomBendiely,2696_bull,nààgù ánà,nààgù_ánà,n à à ɡ ù + á n à,,heathdogon,,,,,n à.à ɡ ù + á n à,à.à ɡ ù + á n à j à,à à ɡ ù + á n à j à,ààgù_ánà=yà,
DonnoSo-2696_bull-1,,DonnoSo,2696_bull,nàŋà àná,nàŋà_àná,n à ŋ à + à n á,,heathdogon,,,,,n à ŋ à + à n á,n à ŋ à + à n á ⁿb e,n à ŋ à + à n á ⁿb e,nàŋà_àná=mbe,
JamsayDouentza-2696_bull-1,,JamsayDouentza,2696_bull,nàŋà àrⁿá,nàŋà_àrⁿá,n à ŋ à + à r ∼ á,,heathdogon,,,,,n à ŋ à + à r ∼ á,n à ŋ à + à r ∼ + u m,n à ŋ à + à r ∼ + u m,nàŋà_àrⁿ-um,
Mombo-2696_bull-1,,Mombo,2696_bull,nà: wálá,nà:_wálá,n àː + w á l á,,heathdogon,,,,,n àː + w á l á,,,,
Najamba-2696_bull-1,,Najamba,2696_bull,nɛ̀: ánè\\nàwò: ánà:,nɛ̀:_ánè,n ɛ̀ː + á n è,,heathdogon,,,,,n ɛ̀ː + á n è,n à w òː + á n àː,n à w òː + á n àː,nàwò:_ánà:,
Nanga-2696_bull-1,,Nanga,2696_bull,nàŋà árⁿâ,nàŋà_árⁿâ,n à ŋ à + á r ∼ â,,heathdogon,,,,,n à ŋ à + á r ∼ â,n à ŋ à + á r ∼ á,n à ŋ à + á r ∼ á,nàŋà_árⁿá,
TebulUre-2696_bull-1,,TebulUre,2696_bull,nà: árⁿá,nà:_árⁿá,n àː + á r ∼ á,,heathdogon,,,,,n àː + á r ∼ á,n àː + á r ∼ á + ⁿb ɔ,n àː + á r ∼ á + ⁿb ɔ,nà:_árⁿá-mbɔ,
TogoKan-2696_bull-1,,TogoKan,2696_bull,nàŋà àrⁿá,nàŋà_àrⁿá,n à ŋ à + à r ∼ á,,heathdogon,,,,,n à ŋ à + à r ∼ á,n à ŋ à + à r ∼ á b è,n à ŋ à + à r ∼ á b è,nàŋà_àrⁿá=bè,
TommoSoTongoTongo-2696_bull-1,,TommoSoTongoTongo,2696_bull,nàà àná,nàà_àná,n à à + à n á,,heathdogon,,,,,n à.à + à n á,n à.à + à n á ⁿb è,n à à + à n á ⁿb è,nàà_àná=mbè,
TomoKanSegue-2696_bull-1,,TomoKanSegue,2696_bull,nàʔⁿàjùŋgú,nàʔⁿà_jùŋgú,n à ʔ à + dʒ ù ŋ ɡ ú,,heathdogon,,,,,n à ʔ à + dʒ ù ŋ ɡ ú,n à ʔ à + d w è ⁿb è ∼ w é,n à ʔ à + d w è ⁿb è ∼ w é,nàʔⁿà_dwèmbèⁿ=wé,
ToroTegu-2696_bull-1,,ToroTegu,2696_bull,nàŋààrá,nàŋà_àrá,n à ŋ à + à r á,,heathdogon,,,,,n à ŋ à + à r á,n à ŋ à + à r á m <<ă>>,n à ŋ à + à r á m <<ă>>,nàŋà_àrá=mă,
YornoSo-2696_bull-1,,YornoSo,2696_bull,nà: àrⁿá,nà:_àrⁿá,n àː + à r ∼ á,,heathdogon,,,,,n àː + à r ∼ á,n àː + à r ∼ á b e,n àː + à r ∼ á b e,nà:_àrⁿá=be,
Ampari-3595_dog-1,,Ampari,3595_dog,ìjɛ́ (ìjɛ́ gè),ìjɛ́,ì dʒ ɛ́,,heathdogon,,,,,ì dʒ ɛ́,ì dʒ ɛ́ + ɡ è,ì dʒ ɛ́ + ɡ è,ìjɛ́_gè,
BankanTey-3595_dog-1,,BankanTey,3595_dog,ǹjèrûm\\ǹjèrú,ǹjèrû-m,n ə̀ dʒ è r û + m,,heathdogon,,,,,n.ə̀ dʒ è r û + m,n.ə̀ dʒ è r ú,n ə̀ dʒ è r ú,ǹjèrú,
BenTey-3595_dog-1,,BenTey,3595_dog,ìnjɛ̌m\\ìnjɛ́,ìnjɛ̌-m,ì ⁿdʒ ɛ̌ + m,,heathdogon,,,,,ì ⁿdʒ ɛ̌ + m,ì ⁿdʒ ɛ́,ì ⁿdʒ ɛ́,ìnjɛ́,
Bunoge-3595_dog-1,,Bunoge,3595_dog,ʔínjɛ̀,ʔínjɛ̀,ʔ í ⁿdʒ ɛ̀,,heathdogon,,,,,ʔ í ⁿdʒ ɛ̀,,,,
DogulDomBendiely-3595_dog-1,,DogulDomBendiely,3595_dog,úŋɔ̀,úŋɔ̀,ú ŋ ɔ̀,,heathdogon,,,,,ú ŋ ɔ̀,,,,
DogulDomKundialang-3595_dog-1,,DogulDomKundialang,3595_dog,ùŋɔ́ŋ́ (pl ùŋɔ́ⁿ yà:),ùŋɔ́-ŋ́,ù ŋ ɔ́ + ŋ ə́,,heathdogon,,,,,ù ŋ ɔ́ + ŋ.ə́,ù ŋ ɔ́ ∼ + j àː,ù ŋ ɔ́ ∼ + j àː,ùŋɔ́ⁿ_yà:,
DonnoSo-3595_dog-1,,DonnoSo,3595_dog,ìdú,ìdú,ì d ú,,heathdogon,,,,,ì d ú,,,,
Gourou-3595_dog-1,,Gourou,3595_dog,ìzú,ìzú,ì z ú,,heathdogon,,,,,ì z ú,,,,
JamsayDouentza-3595_dog-1,,JamsayDouentza,3595_dog,ìjú,ìjú,ì dʒ ú,,heathdogon,,,,,ì dʒ ú,,,,
JamsayMondoro-3595_dog-1,,JamsayMondoro,3595_dog,ìjú,ìjú,ì dʒ ú,,heathdogon,,,,,ì dʒ ú,,,,
Mombo-3595_dog-1,,Mombo,3595_dog,ínjɛ̀,ínjɛ̀,í ⁿdʒ ɛ̀,,heathdogon,,,,,í ⁿdʒ ɛ̀,,,,
Najamba-3595_dog-1,,Najamba,3595_dog,ŋ̀gwɛ̌:\\ŋ̀gwɛ̀:mbó,ŋ̀gwɛ̌:,ŋ ə̀ ɡ w ɛ̌ː,,heathdogon,,,,,ŋ.ə̀ ɡ w ɛ̌ː,ŋ.ə̀ ɡ w ɛ̀ː + ⁿb ó,ŋ ə̀ ɡ w ɛ̀ː + ⁿb ó,ŋ̀gwɛ̀:-mbó,
Nanga-3595_dog-1,,Nanga,3595_dog,nɛ̀rⁿî,nɛ̀rⁿî,n ɛ̀ r ∼ î,,heathdogon,,,,,n ɛ̀ r ∼ î,,,,
Penange-3595_dog-1,,Penange,3595_dog,ŋkɛ̀,ŋkɛ̀,ŋ k ɛ̀,,heathdogon,,,,,ŋ k ɛ̀,,,,
PergeTegu-3595_dog-1,,PergeTegu,3595_dog,ìšú,ìšú,ì ʃ ú,,heathdogon,,,,,ì ʃ ú,,,,
TebulUre-3595_dog-1,,TebulUre,3595_dog,ìnjɛ̌:\\ìnjɛ̀mbɔ́,ìnjɛ̌:,ì ⁿdʒ ɛ̌ː,,heathdogon,,,,,ì ⁿdʒ ɛ̌ː,ì ⁿdʒ ɛ̀ + ⁿb ɔ́,ì ⁿdʒ ɛ̀ + ⁿb ɔ́,ìnjɛ̀-mbɔ́,
Tiranige-3595_dog-1,,Tiranige,3595_dog,í:njɛ́ ~ í:ŋgɛ́,í:ŋgɛ́,íː ŋ ɡ ɛ́,,heathdogon,,,,,íː ŋ ɡ ɛ́,,,,
TogoKan-3595_dog-1,,TogoKan,3595_dog,ìsí,ìsí,ì s í,,heathdogon,,,,,ì s í,,,,
TommoSoTongoTongo-3595_dog-1,,TommoSoTongoTongo,3595_dog,ìsé,ìsé,ì s é,,heathdogon,,,,,ì s é,ì s é ⁿb e,ì s é ⁿb e,ìsé=mbe,
TomoKanDiangassagou-3595_dog-1,,TomoKanDiangassagou,3595_dog,ùjù,ùjù,ù dʒ ù,,heathdogon,,,,,ù dʒ ù,,,,
TomoKanSegue-3595_dog-1,,TomoKanSegue,3595_dog,ʔùjù,ʔùjù,ʔ ù dʒ ù,,heathdogon,,,,,ʔ ù dʒ ù,,,,
ToroTegu-3595_dog-1,,ToroTegu,3595_dog,nènú,nènú,n è n ú,,heathdogon,,,,,n è n ú,,,,
YandaDom-3595_dog-1,,YandaDom,3595_dog,"ìnjɛ̀\\mù, ǹjɛ̀\\mù",ìnjɛ̀,ì ⁿdʒ ɛ̀,,heathdogon,,,,,ì ⁿdʒ ɛ̀,ì ⁿdʒ ɛ̀ + m ù,ì ⁿdʒ ɛ̀ + m ù,ìnjɛ̀-mù,
YornoSo-3595_dog-1,,YornoSo,3595_dog,ìjú,ìjú,ì dʒ ú,,heathdogon,,,,,ì dʒ ú,,,,
BankanTey-4492_goat-1,,BankanTey,4492_goat,bɛ́rùm\\bɛ́rù,bɛ́rù-m,b ɛ́ r ù + m,,heathdogon,,,,,b ɛ́ r ù + m,b ɛ́ r ù,b ɛ́ r ù,bɛ́rù,
BenTey-4492_goat-1,,BenTey,4492_goat,bɛ́rìm ~ bɛ́rùm\\bɛ́rù,bɛ́rì-m,b ɛ́ r ì + m,,heathdogon,,,,,b ɛ́ r ì + m,b ɛ́ r ù,b ɛ́ r ù,bɛ́rù,
Bunoge-4492_goat-1,,Bunoge,4492_goat,kílɔ̀,kílɔ̀,k í l ɔ̀,,heathdogon,,,,,k í l ɔ̀,k í l ɔ̀ ɡ è,k í l ɔ̀ ɡ è,kílɔ̀=gè,
DogulDomBendiely-4492_goat-1,,DogulDomBendiely,4492_goat,ínàà,ínà:,í n àː,,heathdogon,,,,,í n àː,í n àː j àː,í n àː j àː,ínà:=yà:,
DogulDomKundialang-4492_goat-1,,DogulDomKundialang,4492_goat,ínà:,ínà:,í n àː,,heathdogon,,,,,í n àː,í n àː j àː,í n àː j àː,ínà:=yà:,
DonnoSo-4492_goat-1,,DonnoSo,4492_goat,ɛ̀nɛ́,ɛ̀nɛ́,ɛ̀ n ɛ́,,heathdogon,,,,,ɛ̀ n ɛ́,ɛ̀ n ɛ́ ⁿb è,ɛ̀ n ɛ́ ⁿb è,ɛ̀nɛ́=mbè,
Gourou-4492_goat-1,,Gourou,4492_goat,bɛ̀rú,bɛ̀rú,b ɛ̀ r ú,,heathdogon,,,,,b ɛ̀ r ú,b ɛ̀ r ú b é,b ɛ̀ r ú b é,bɛ̀rú=bé,
JamsayDouentza-4492_goat-1,,JamsayDouentza,4492_goat,"bɛ̀rú, bɛ̀nná:, ɛ̀rⁿɛ́",bɛ̀rú,b ɛ̀ r ú,,heathdogon,,,,,b ɛ̀ r ú,b ɛ̀ r ú b é,b ɛ̀ r ú b é,bɛ̀rú=bé,
JamsayMondoro-4492_goat-1,,JamsayMondoro,4492_goat,bɛ̀rú,bɛ̀rú,b ɛ̀ r ú,,heathdogon,,,,,b ɛ̀ r ú,b ɛ̀ r ú b é,b ɛ̀ r ú b é,bɛ̀rú=bé,
Mombo-4492_goat-1,,Mombo,4492_goat,úná,úná,ú n á,,heathdogon,,,,,ú n á,,,,
Najamba-4492_goat-1,,Najamba,4492_goat,ínè\\ínà:,ínè,í n è,,heathdogon,,,,,í n è,í n àː,í n àː,ínà:,
Nanga-4492_goat-1,,Nanga,4492_goat,"bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂",bɛ́rî,b ɛ́ r î,,heathdogon,,,,,b ɛ́ r î,b ɛ́ r î,b ɛ́ r î,bɛ́rî,
Penange-4492_goat-1,,Penange,4492_goat,úná (ɲ),úná,ú n á,,heathdogon,,,,,ú n á,ɲ + ú n á ɡ è,ɲ + ú n á ɡ è,ɲ-úná=gè,
PergeTegu-4492_goat-1,,PergeTegu,4492_goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,ɛ̀ r ∼ ɛ́,,heathdogon,,,,,ɛ̀ r ∼ ɛ́,,,,
TebulUre-4492_goat-1,,TebulUre,4492_goat,írⁿè:\\írⁿìmbɔ̀ ~ ínbɔ̀ (sg also ìn before adjective),írⁿè:,í r ∼ èː,,heathdogon,,,,,í r ∼ èː,í n + b ɔ̀,í n + b ɔ̀,ín-bɔ̀,
Tiranige-4492_goat-1,,Tiranige,4492_goat,ùnà,ùnà,ù n à,,heathdogon,,,,,ù n à,ù n à ɡ è,ù n à ɡ è,ùnà=gè,
TogoKan-4492_goat-1,,TogoKan,4492_goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,ɛ̀ r ∼ ɛ́,,heathdogon,,,,,ɛ̀ r ∼ ɛ́,ɛ̀ r ∼ ɛ́ ⁿb è,ɛ̀ r ∼ ɛ́ ⁿb è,ɛ̀rⁿɛ́=mbè,
TommoSoTongoTongo-4492_goat-1,,TommoSoTongoTongo,4492_goat,ɛ̀nɛ́,ɛ̀-nɛ́,ɛ̀ + n ɛ́,,heathdogon,,,,,ɛ̀ + n ɛ́,ɛ̀ + n ɛ́ ⁿb e,ɛ̀ + n ɛ́ ⁿb e,ɛ̀-nɛ́=mbe,
TomoKanDiangassagou-4492_goat-1,,TomoKanDiangassagou,4492_goat,gɛ́:,gɛ́:,ɡ ɛ́ː,,heathdogon,,,,,ɡ ɛ́ː,ɡ ɛ́ː w é,ɡ ɛ́ː w é,gɛ́:=wé,
TomoKanSegue-4492_goat-1,,TomoKanSegue,4492_goat,gɛ́,gɛ́,ɡ ɛ́,,heathdogon,,,,,ɡ ɛ́,ɡ ɛ́ w é,ɡ ɛ́ w é,gɛ́=wé,
ToroTegu-4492_goat-1,,ToroTegu,4492_goat,ɛ̀rⁿá,ɛ̀rⁿá,ɛ̀ r ∼ á,,heathdogon,,,,,ɛ̀ r ∼ á,ɛ̀ r ∼ á m ǎ,ɛ̀ r ∼ á m ǎ,ɛ̀rⁿá=mǎ,
YandaDom-4492_goat-1,,YandaDom,4492_goat,ʔə́nɛ́\\mù,ʔə́nɛ́,ʔ ə́ n ɛ́,,heathdogon,,,,,ʔ ə́ n ɛ́,ʔ ə́ n ɛ́ + m ù,ʔ ə́ n ɛ́ + m ù,ʔə́nɛ́-mù,
YornoSo-4492_goat-1,,YornoSo,4492_goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,ɛ̀ r ∼ ɛ́,,heathdogon,,,,,ɛ̀ r ∼ ɛ́,ɛ̀ r ∼ ɛ́,ɛ̀ r ∼ ɛ́,ɛ̀rⁿɛ́,
BankanTey-4493_goatkid-1,,BankanTey,4493_goatkid,bɛ̀ryîm\\yî:,bɛ̀r-yî-m,b ɛ̀ r + j î + m,,heathdogon,,,,,b ɛ̀ r + j î + m,b ɛ̀ r + j î + m + j î,b ɛ̀ r + j î + m + j î,bɛ̀r-yî-m-yî,
BenTey-4493_goatkid-1,,BenTey,4493_goatkid,bɛ̀r yím,bɛ̀r_yí-m,b ɛ̀ r + j í + m,,heathdogon,,,,,b ɛ̀ r + j í + m,,,,
DogulDomBendiely-4493_goatkid-1,,DogulDomBendiely,4493_goatkid,ìnàà égù,ìnàà_égù,ì n à à + é ɡ ù,,heathdogon,,,,,ì n à.à + é ɡ ù,,,,
DonnoSo-4493_goatkid-1,,DonnoSo,4493_goatkid,ɛ̀nɛ̀î:,ɛ̀nɛ̀-î:,ɛ̀ n ɛ̀ + îː,,heathdogon,,,,,ɛ̀ n ɛ̀ + îː,,,,
JamsayDouentza-4493_goatkid-1,,JamsayDouentza,4493_goatkid,bɛ̀rⁿî:ⁿ,bɛ̀rⁿ-î:ⁿ,b ɛ̀ r ∼ + îː ∼,,heathdogon,,,,,b ɛ̀ r ∼ + îː ∼,,,,
Mombo-4493_goatkid-1,,Mombo,4493_goatkid,úná wé:,úná_wé:,ú n á + w éː,,heathdogon,,,,,ú n á + w éː,,,,
Najamba-4493_goatkid-1,,Najamba,4493_goatkid,nà:jî:\\nà:jû:,nà:jî:,n àː dʒ îː,,heathdogon,,,,,n àː dʒ îː,n àː dʒ ûː,n àː dʒ ûː,nà:jû:,
Nanga-4493_goatkid-1,,Nanga,4493_goatkid,bɛ̀ryî:,bɛ̀r-yî:,b ɛ̀ r + j îː,,heathdogon,,,,,b ɛ̀ r + j îː,,,,
TebulUre-4493_goatkid-1,,TebulUre,4493_goatkid,ìnɛ̀dɛ́,ìn-ɛ̀dɛ́,ì n + ɛ̀ d ɛ́,,heathdogon,,,,,ì n + ɛ̀ d ɛ́,,,,
TogoKan-4493_goatkid-1,,TogoKan,4493_goatkid,ɛ̀rⁿí:ⁿ,ɛ̀rⁿ-í:ⁿ,ɛ̀ r ∼ + íː ∼,,heathdogon,,,,,ɛ̀ r ∼ + íː ∼,,,,
TommoSoTongoTongo-4493_goatkid-1,,TommoSoTongoTongo,4493_goatkid,ɛ̀nɛ̀ íí,ɛ̀-nɛ̀_í-í,ɛ̀ + n ɛ̀ + í + í,,heathdogon,,,,,ɛ̀ + n ɛ̀ + í + í,ɛ̀ + n ɛ̀ + í + í ⁿb e,ɛ̀ + n ɛ̀ + í + í ⁿb e,ɛ̀-nɛ̀_í-í=mbe,
ToroTegu-4493_goatkid-1,,ToroTegu,4493_goatkid,ɛ̀rⁿà[ìrⁿí:],ɛ̀rⁿà-ìrⁿ-í:,ɛ̀ r ∼ à + ì r ∼ + íː,,heathdogon,,,,,ɛ̀ r ∼ à + ì r ∼ + íː,,,,
YandaDom-4493_goatkid-1,,YandaDom,4493_goatkid,ʔə̀níyè,ʔə̀n-íyè,ʔ ə̀ n + í j è,,heathdogon,,,,,ʔ ə̀ n + í j è,,,,
YornoSo-4493_goatkid-1,,YornoSo,4493_goatkid,ɛ̀rⁿɛ̀î:,ɛ̀rⁿɛ̀-î:,ɛ̀ r ∼ ɛ̀ + îː,,heathdogon,,,,,ɛ̀ r ∼ ɛ̀ + îː,,,,
BenTey-2428_billygoatmalegoat-1,,BenTey,2428_billygoatmalegoat,"bɛ̀ràjǐm\\bɛ̀ràjǐ:, bɛ̀r árⁿàm",bɛ̀r-àjǐ-m,b ɛ̀ r + à dʒ ǐ + m,,heathdogon,,,,,b ɛ̀ r + à dʒ ǐ + m,b ɛ̀ r + à dʒ ǐː,b ɛ̀ r + à dʒ ǐː,bɛ̀r-àjǐ:,
DonnoSo-2428_billygoatmalegoat-1,,DonnoSo,2428_billygoatmalegoat,ɛ̀nɛ̀ àná,ɛ̀nɛ̀_àná,ɛ̀ n ɛ̀ + à n á,,heathdogon,,,,,ɛ̀ n ɛ̀ + à n á,,,,
Gourou-2428_billygoatmalegoat-1,,Gourou,2428_billygoatmalegoat,bɛ̀rù àgí:,bɛ̀rù_àgí:,b ɛ̀ r ù + à ɡ íː,,heathdogon,,,,,b ɛ̀ r ù + à ɡ íː,,,,
JamsayDouentza-2428_billygoatmalegoat-1,,JamsayDouentza,2428_billygoatmalegoat,"bɛ̀ràjí:, bɛ̀rùàrⁿá",bɛ̀r-àjí:,b ɛ̀ r + à dʒ íː,,heathdogon,,,,,b ɛ̀ r + à dʒ íː,,,,
Mombo-2428_billygoatmalegoat-1,,Mombo,2428_billygoatmalegoat,ùnà wálá,ùnà_wálá,ù n à + w á l á,,heathdogon,,,,,ù n à + w á l á,,,,
Najamba-2428_billygoatmalegoat-1,,Najamba,2428_billygoatmalegoat,ìnè ánè\\ìnà: ánà:,ìnè_ánè,ì n è + á n è,,heathdogon,,,,,ì n è + á n è,ì n àː + á n àː,ì n àː + á n àː,ìnà:_ánà:,
Nanga-2428_billygoatmalegoat-1,,Nanga,2428_billygoatmalegoat,bɛ̀r árⁿà,bɛ̀r_árⁿà,b ɛ̀ r + á r ∼ à,,heathdogon,,,,,b ɛ̀ r + á r ∼ à,,,,
TebulUre-2428_billygoatmalegoat-1,,TebulUre,2428_billygoatmalegoat,ìnè árⁿá,ìnè_árⁿá,ì n è + á r ∼ á,,heathdogon,,,,,ì n è + á r ∼ á,,,,
TogoKan-2428_billygoatmalegoat-1,,TogoKan,2428_billygoatmalegoat,ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀_àrⁿá,ɛ̀ r ∼ ɛ̀ + à r ∼ á,,heathdogon,,,,,ɛ̀ r ∼ ɛ̀ + à r ∼ á,,,,
TommoSoTongoTongo-2428_billygoatmalegoat-1,,TommoSoTongoTongo,2428_billygoatmalegoat,ɛ̀nɛ̀ àná,ɛ̀-nɛ̀_àná,ɛ̀ + n ɛ̀ + à n á,,heathdogon,,,,,ɛ̀ + n ɛ̀ + à n á,ɛ̀ + n ɛ̀ + à n á ⁿb e,ɛ̀ + n ɛ̀ + à n á ⁿb e,ɛ̀-nɛ̀_àná=mbe,
TomoKanSegue-2428_billygoatmalegoat-1,,TomoKanSegue,2428_billygoatmalegoat,gɛ̀jí:,gɛ̀-jí:,ɡ ɛ̀ + dʒ íː,,heathdogon,,,,,ɡ ɛ̀ + dʒ íː,,,,
ToroTegu-2428_billygoatmalegoat-1,,ToroTegu,2428_billygoatmalegoat,ɛ̀rⁿààrá,ɛ̀rⁿà-àrá,ɛ̀ r ∼ à + à r á,,heathdogon,,,,,ɛ̀ r ∼ à + à r á,,,,
YandaDom-2428_billygoatmalegoat-1,,YandaDom,2428_billygoatmalegoat,ʔə̀nɛ̀ án,ʔə̀nɛ̀_án,ʔ ə̀ n ɛ̀ + á n,,heathdogon,,,,,ʔ ə̀ n ɛ̀ + á n,,,,
YornoSo-2428_billygoatmalegoat-1,,YornoSo,2428_billygoatmalegoat,ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀_àrⁿá,ɛ̀ r ∼ ɛ̀ + à r ∼ á,,heathdogon,,,,,ɛ̀ r ∼ ɛ̀ + à r ∼ á,,,,
BankanTey-7675_sheep-1,,BankanTey,7675_sheep,pɛ̀rɛ̌m\\pɛ̀rɛ́,pɛ̀rɛ̌-m,p ɛ̀ r ɛ̌ + m,,heathdogon,,,,,p ɛ̀ r ɛ̌ + m,p ɛ̀ r ɛ́,p ɛ̀ r ɛ́,pɛ̀rɛ́,
BenTey-7675_sheep-1,,BenTey,7675_sheep,pɛ̀rɛ̌m\\pɛ̀rɛ́,pɛ̀rɛ̌-m,p ɛ̀ r ɛ̌ + m,,heathdogon,,,,,p ɛ̀ r ɛ̌ + m,p ɛ̀ r ɛ́,p ɛ̀ r ɛ́,pɛ̀rɛ́,
Bunoge-7675_sheep-1,,Bunoge,7675_sheep,ʔálámà,ʔálámà,ʔ á l á m à,,heathdogon,,,,,ʔ á l á m à,,,,
DogulDomBendiely-7675_sheep-1,,DogulDomBendiely,7675_sheep,pésìgì,pésìgì,p é s ì ɡ ì,,heathdogon,,,,,p é s ì ɡ ì,,,,
DogulDomKundialang-7675_sheep-1,,DogulDomKundialang,7675_sheep,pésgè,pésgè,p é s ɡ è,,heathdogon,,,,,p é s ɡ è,,,,
DonnoSo-7675_sheep-1,,DonnoSo,7675_sheep,pédù,pédù,p é d ù,,heathdogon,,,,,p é d ù,,,,
Gourou-7675_sheep-1,,Gourou,7675_sheep,pé:zú,pé:zú,p éː z ú,,heathdogon,,,,,p éː z ú,,,,
JamsayDouentza-7675_sheep-1,,JamsayDouentza,7675_sheep,pé:jú,pé:jú,p éː dʒ ú,,heathdogon,,,,,p éː dʒ ú,,,,
JamsayMondoro-7675_sheep-1,,JamsayMondoro,7675_sheep,pé:jú,pé:jú,p éː dʒ ú,,heathdogon,,,,,p éː dʒ ú,,,,
Mombo-7675_sheep-1,,Mombo,7675_sheep,ánnà,ánnà,á n n à,,heathdogon,,,,,á n n à,,,,
Najamba-7675_sheep-1,,Najamba,7675_sheep,pɛ̀gɛ́\\pɛ̀gɛ́mbó,pɛ̀gɛ́,p ɛ̀ ɡ ɛ́,,heathdogon,,,,,p ɛ̀ ɡ ɛ́,p ɛ̀ ɡ ɛ́ + ⁿb ó,p ɛ̀ ɡ ɛ́ + ⁿb ó,pɛ̀gɛ́-mbó,
Nanga-7675_sheep-1,,Nanga,7675_sheep,pɛ̀rgɛ́,pɛ̀rgɛ́,p ɛ̀ r ɡ ɛ́,,heathdogon,,,,,p ɛ̀ r ɡ ɛ́,,,,
Penange-7675_sheep-1,,Penange,7675_sheep,àlàmùnɔ̀ (y),àlàmùnɔ̀,à l à m ù n ɔ̀,,heathdogon,,,,,à l à m ù n ɔ̀,j + à l à m ù n ɔ̀,j + à l à m ù n ɔ̀,y-àlàmùnɔ̀,
PergeTegu-7675_sheep-1,,PergeTegu,7675_sheep,pé:sú,pé:sú,p éː s ú,,heathdogon,,,,,p éː s ú,,,,
TebulUre-7675_sheep-1,,TebulUre,7675_sheep,péddè\\pédùmbò,péddè,p é d d è,,heathdogon,,,,,p é d d è,p é d ù + ⁿb ò,p é d ù + ⁿb ò,pédù-mbò,
Tiranige-7675_sheep-1,,Tiranige,7675_sheep,ámbá ~ á:ná,á:ná,áː n á,,heathdogon,,,,,áː n á,,,,
TogoKan-7675_sheep-1,,TogoKan,7675_sheep,péjú,péjú,p é dʒ ú,,heathdogon,,,,,p é dʒ ú,,,,
TommoSoTongoTongo-7675_sheep-1,,TommoSoTongoTongo,7675_sheep,pédú,pé-dú,p é + d ú,,heathdogon,,,,,p é + d ú,p é + d ú ⁿb e,p é + d ú ⁿb e,pé-dú=mbe,
TomoKanDiangassagou-7675_sheep-1,,TomoKanDiangassagou,7675_sheep,péjí,péjí,p é dʒ í,,heathdogon,,,,,p é dʒ í,,,,
TomoKanSegue-7675_sheep-1,,TomoKanSegue,7675_sheep,pèjí,pèjí,p è dʒ í,,heathdogon,,,,,p è dʒ í,,,,
ToroTegu-7675_sheep-1,,ToroTegu,7675_sheep,bɛ̀lú,bɛ̀lú,b ɛ̀ l ú,,heathdogon,,,,,b ɛ̀ l ú,,,,
YandaDom-7675_sheep-1,,YandaDom,7675_sheep,pɛ̀:\\mú,pɛ̀:,p ɛ̀ː,,heathdogon,,,,,p ɛ̀ː,p ɛ̀ː + m ú,p ɛ̀ː + m ú,pɛ̀:-mú,
YornoSo-7675_sheep-1,,YornoSo,7675_sheep,péjú,péjú,p é dʒ ú,,heathdogon,,,,,p é dʒ ú,,,,
BenTey-5354_lamb-1,,BenTey,5354_lamb,pɛ̀rɛ̀yím,pɛ̀rɛ̀-yí-m,p ɛ̀ r ɛ̀ + j í + m,,heathdogon,,,,,p ɛ̀ r ɛ̀ + j í + m,,,,
DonnoSo-5354_lamb-1,,DonnoSo,5354_lamb,pèdùî:,pèdù-î:,p è d ù + îː,,heathdogon,,,,,p è d ù + îː,,,,
JamsayDouentza-5354_lamb-1,,JamsayDouentza,5354_lamb,pè:jî:ⁿ,pè:j-î:ⁿ,p èː dʒ + îː ∼,,heathdogon,,,,,p èː dʒ + îː ∼,,,,
Mombo-5354_lamb-1,,Mombo,5354_lamb,ànnà wé:,ànnà_wé:,à n n à + w éː,,heathdogon,,,,,à n n à + w éː,,,,
